Name,xMLBAMID,Team,Season,IP,G,GS,W,L,SO,BB,HBP,ERA,WHIP,HR,R,ER,H,SV,HLD,QS,K/BB,BS,TBF
"<a href=""statss.aspx?playerid=21761&position=P"">Jose Marte</a>",665896,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,19.1,14,0,0,0,14,10,1,2.3275865896137153,1.2413795144606483,1,6,5,14,0,2,0,1.4,0,80
"<a href=""statss.aspx?playerid=25595&position=P"">Xzavion Curry</a>",675540,- - -,2024,42.2,16,5,2,2,28,7,0,4.6406253803288875,1.0546875864383836,8,23,22,38,0,1,0,4,0,172
"<a href=""statss.aspx?playerid=13361&position=P"">Steven Matz</a>",571927,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,44.1,12,7,1,2,33,15,2,5.0751881154910246,1.4436090639618913,7,28,25,49,0,0,0,2.2,0,190
"<a href=""statss.aspx?playerid=19453&position=P"">Shaun Anderson</a>",641312,- - -,2024,16.1,6,2,0,2,10,1,1,8.265306765911085,2.1428573096806516,3,19,15,34,0,0,0,10,0,85
"<a href=""statss.aspx?playerid=11804&position=P"">Hector Neris</a>",593576,- - -,2024,59.1,62,0,10,5,64,28,2,4.095505969058774,1.3988765244110215,8,31,27,55,18,7,0,2.28571429,5,260
"<a href=""statss.aspx?playerid=30203&position=P"">Jackson Jobe</a>",695549,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,4,2,0,0,0,2,1,0,0,0.5,0,0,0,1,0,0,0,2,0,16
"<a href=""statss.aspx?playerid=14993&position=P"">Scott Barlow</a>",605130,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=5&rost=0&age=0"">CLE</a>",2024,55,63,0,3,3,68,31,4,4.2545466348950844,1.3636367419535529,6,27,26,44,2,19,0,2.19354839,1,241
"<a href=""statss.aspx?playerid=7593&position=P"">Jordan Lyles</a>",543475,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,5,5,0,0,0,3,2,0,0,0.8,0,0,0,2,0,0,0,1.5,0,19
"<a href=""statss.aspx?playerid=22092&position=P"">Kyle Tyler</a>",667725,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,31.2,8,7,0,2,25,18,1,5.400000433670882,1.7368422447479444,4,19,19,37,0,0,0,1.38888889,0,142
"<a href=""statss.aspx?playerid=23617&position=P"">Josh Walker</a>",677020,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,12.1,10,0,0,0,11,6,0,5.108109029738019,1.5405408184924185,1,7,7,13,0,0,0,1.83333333,0,55
"<a href=""statss.aspx?playerid=24986&position=P"">Colin Selby</a>",681882,- - -,2024,7,5,0,0,0,5,4,1,2.57142892175796,1.0000001362392066,0,3,2,3,0,0,0,1.25,0,28
"<a href=""statss.aspx?playerid=26410&position=P"">Alek Manoah</a>",666201,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=14&rost=0&age=0"">TOR</a>",2024,24.1,5,5,1,2,26,8,4,3.6986303302623975,1.0273973139617771,5,16,10,17,0,0,2,3.25,0,103
"<a href=""statss.aspx?playerid=19200&position=P"">Jose Quijada</a>",650671,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,19.1,22,0,2,2,24,17,2,3.2586212254592017,1.50000024663995,1,9,7,12,0,7,0,1.41176471,2,84
"<a href=""statss.aspx?playerid=10472&position=OF"">Enrique Hernandez</a>",571771,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=22&rost=0&age=0"">LAD</a>",2024,4.1,4,0,0,0,0,0,0,4.153846458570514,1.1538462384918093,0,2,2,5,0,0,0,0,0,18
"<a href=""statss.aspx?playerid=11176&position=P"">David Buchanan</a>",571527,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,3.1,1,0,0,0,1,2,0,2.70000025749209,1.200000114440929,0,1,1,2,0,0,0,0.5,0,14
"<a href=""statss.aspx?playerid=11589&position=P"">Jose Urena</a>",570632,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,109,33,9,5,8,70,39,4,3.7981655363904134,1.3211010561357959,13,51,46,105,1,1,3,1.79487179,0,463
"<a href=""statss.aspx?playerid=13758&position=P"">Tyler Duffey</a>",608648,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,9,9,0,1,0,10,8,1,5.0000015894577,1.6666671964858997,0,5,5,7,0,1,0,1.25,0,42
"<a href=""statss.aspx?playerid=18498&position=P"">Kenta Maeda</a>",628317,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,112.1,29,17,3,7,96,31,5,6.089021253989345,1.379822067789983,22,80,76,124,0,0,2,3.09677419,0,485
"<a href=""statss.aspx?playerid=27787&position=P"">Will Klein</a>",694361,- - -,2024,7.1,8,0,1,0,7,6,0,11.045456460685116,2.454545880152248,0,9,9,12,0,0,0,1.16666667,0,38
"<a href=""statss.aspx?playerid=22117&position=1B"">Nick Pratto</a>",668472,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4
"<a href=""statss.aspx?playerid=27685&position=P"">Carson Spiers</a>",686730,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,90.2,22,10,5,7,80,27,5,5.459559206370691,1.5330883427990425,20,59,55,112,0,0,2,2.96296296,0,410
"<a href=""statss.aspx?playerid=19206&position=P"">Dakota Hudson</a>",641712,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,89,18,18,2,12,49,50,5,6.168539854631733,1.6741574468854794,11,66,61,99,0,0,4,0.98,0,404
"<a href=""statss.aspx?playerid=17117&position=P"">Austin Davis</a>",656354,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=29&rost=0&age=0"">SDP</a>",2024,7,7,0,0,0,6,5,2,9.00000122615286,1.5714287855187532,0,8,7,6,0,0,0,1.2,0,33
"<a href=""statss.aspx?playerid=21537&position=P"">Daniel Lynch IV</a>",663738,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,43.1,16,3,2,0,39,14,4,3.323077166856411,0.9923077651029562,6,17,16,29,1,0,0,2.78571429,0,174
"<a href=""statss.aspx?playerid=25667&position=P"">Nick Avila</a>",687014,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,11.2,8,0,1,0,14,3,0,8.485714748149041,1.714285807706877,2,12,11,17,0,0,0,4.66666667,0,55
"<a href=""statss.aspx?playerid=17496&position=P"">Diego Castillo</a>",650895,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,10,7,0,0,0,6,8,0,2.70000025749209,1.600000152587905,0,3,3,8,0,0,0,0.75,0,43
"<a href=""statss.aspx?playerid=19736&position=P"">Caleb Boushley</a>",676961,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,4,2,0,0,0,1,2,0,4.5,2,0,2,2,6,0,0,0,0.5,0,20
"<a href=""statss.aspx?playerid=29928&position=P"">Dylan Dodd</a>",689266,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,2,1,0,0,0,2,1,0,9,2.5,0,2,2,4,0,0,0,2,0,9
"<a href=""statss.aspx?playerid=25427&position=P"">Gavin Hollowell</a>",668970,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=17&rost=0&age=0"">CHC</a>",2024,1.1,1,0,0,0,1,0,0,0,1.500000357627954,0,0,0,2,0,0,0,1,0,6
"<a href=""statss.aspx?playerid=21009&position=2B/SS"">Leo Rivas</a>",660844,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=11&rost=0&age=0"">SEA</a>",2024,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,9
"<a href=""statss.aspx?playerid=19586&position=P"">Forrest Whitley</a>",666215,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,3.1,3,0,0,0,5,3,1,0,2.400000915527693,0,2,0,5,0,0,0,1.66666667,0,20
"<a href=""statss.aspx?playerid=26353&position=P"">Marc Church</a>",687847,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4
"<a href=""statss.aspx?playerid=13897&position=C"">Tyler Heineman</a>",623168,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=14&rost=0&age=0"">TOR</a>",2024,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=17871&position=P"">Ian Gibaut</a>",664139,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,2,2,0,0,0,1,1,0,4.5,2,0,1,1,3,0,0,0,1,0,10
"<a href=""statss.aspx?playerid=12323&position=P"">Jacob Barnes</a>",606930,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,66,63,0,8,3,55,20,0,4.363637372482155,1.3181821229373176,10,36,32,67,0,2,0,2.75,3,277
"<a href=""statss.aspx?playerid=14813&position=2B/SS"">Kyle Farmer</a>",571657,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,4,3,0,0,0,0,1,0,6.75,2,0,3,3,7,0,0,0,0,0,19
"<a href=""statss.aspx?playerid=19314&position=2B/SS"">Donovan Walton</a>",622268,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5
"<a href=""statss.aspx?playerid=20491&position=P"">J.B. Bukauskas</a>",656266,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=23&rost=0&age=0"">MIL</a>",2024,6,6,0,0,0,6,1,0,1.5000004768373099,0.6666668785943599,1,1,1,3,0,1,0,6,0,22
"<a href=""statss.aspx?playerid=24493&position=P"">Adam Kloffenstein</a>",680572,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"<a href=""statss.aspx?playerid=13801&position=P"">Austin Adams</a>",613534,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=10&rost=0&age=0"">OAK</a>",2024,41.1,56,0,1,2,53,23,13,3.919356044448128,1.4758069056255296,4,20,18,38,0,22,0,2.30434783,4,191
"<a href=""statss.aspx?playerid=16502&position=P"">Ryan Yarbrough</a>",642232,- - -,2024,98.2,44,0,5,2,65,32,12,3.192567835004793,1.0337838703825044,11,36,35,70,1,1,0,2.03125,3,398
"<a href=""statss.aspx?playerid=10855&position=P"">Chasen Shreve</a>",592741,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=26247&position=P"">Orlando Ribalta</a>",687377,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,3.1,4,0,0,0,3,2,1,13.500005149843274,3.6000013732915397,0,5,5,10,0,0,0,1.5,0,23
"<a href=""statss.aspx?playerid=26208&position=2B/SS"">Tyler Fitzgerald</a>",666149,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,3,3,0,0,0,0,0,0,9,2,0,3,3,6,0,0,0,0,0,14
"<a href=""statss.aspx?playerid=18519&position=P"">Phil Bickford</a>",641360,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,8.1,8,0,0,0,6,1,1,8.640002307129523,1.3200003524781214,1,9,8,10,0,0,0,6,0,39
"<a href=""statss.aspx?playerid=20385&position=P"">Isaac Mattson</a>",676755,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=27&rost=0&age=0"">PIT</a>",2024,5.1,3,0,0,0,6,5,1,5.062500301748532,1.1250000670552294,0,3,3,1,0,0,0,1.2,0,23
"<a href=""statss.aspx?playerid=20132&position=P"">Adam Oller</a>",670124,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,42.1,8,8,2,4,36,22,2,5.314960789566665,1.5354331169859252,7,25,25,43,0,0,1,1.63636364,0,189
"<a href=""statss.aspx?playerid=27498&position=P"">Spencer Strider</a>",675911,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,9,2,2,0,0,12,5,0,7,1.6666666666666667,2,7,7,10,0,0,0,2.4,0,42
"<a href=""statss.aspx?playerid=21310&position=P"">Josh Maciejewski</a>",656671,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,7,4,0,0,0,7,2,0,2.5714285714285716,0.8571428571428571,1,2,2,4,0,0,0,3.5,0,27
"<a href=""statss.aspx?playerid=25862&position=P"">Noah Davis</a>",663562,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,20.1,9,0,0,0,15,7,0,5.7540987204941745,1.868852575886997,3,15,13,31,0,1,0,2.14285714,0,96
"<a href=""statss.aspx?playerid=26448&position=P"">Trevor McDonald</a>",686790,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,3,1,0,0,0,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,1,0,10
"<a href=""statss.aspx?playerid=26466&position=OF"">Matt Wallner</a>",670242,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,1.1,1,0,0,0,0,0,0,0,1.500000357627954,0,0,0,2,0,0,0,0,0,6
"<a href=""statss.aspx?playerid=17338&position=OF"">Willi Castro</a>",650489,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=29519&position=P"">Gordon Graceffo</a>",700669,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,7.2,2,1,0,1,6,2,0,4.695652563315065,1.1739131408287662,1,4,4,7,0,0,0,3,0,31
"<a href=""statss.aspx?playerid=22630&position=P"">Keider Montero</a>",672456,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,98.1,19,16,6,6,77,31,3,4.759322326230596,1.3322034716585642,19,54,52,100,0,0,4,2.48387097,0,412
"<a href=""statss.aspx?playerid=18889&position=2B/SS"">Danny Mendick</a>",664901,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=27536&position=P"">Evan Kravetz</a>",667478,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"<a href=""statss.aspx?playerid=16942&position=P"">Luis F. Ortiz</a>",656814,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=26&rost=0&age=0"">PHI</a>",2024,0.2,1,0,0,0,0,0,0,27.000028163224034,4.500004693870673,0,2,2,3,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=20352&position=3B"">Ernie Clement</a>",676391,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=14&rost=0&age=0"">TOR</a>",2024,1,1,0,0,0,0,0,0,9,2,0,1,1,2,0,0,0,0,0,5
"<a href=""statss.aspx?playerid=7802&position=SS"">Miguel Rojas</a>",500743,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=22&rost=0&age=0"">LAD</a>",2024,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=19358&position=OF"">Weston Wilson</a>",642215,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=26&rost=0&age=0"">PHI</a>",2024,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
"<a href=""statss.aspx?playerid=27668&position=P"">Brandon Eisert</a>",685126,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=14&rost=0&age=0"">TOR</a>",2024,6.2,3,0,0,0,2,4,0,4.050000386238135,1.350000128746045,0,3,3,5,0,0,0,0.5,0,26
"<a href=""statss.aspx?playerid=27630&position=2B/OF"">Nick Loftin</a>",679845,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
"<a href=""statss.aspx?playerid=18815&position=P"">Miguel Diaz</a>",622766,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"<a href=""statss.aspx?playerid=17952&position=P"">Tyler Jay</a>",664079,- - -,2024,7.2,5,0,0,0,6,6,0,4.695652563315065,1.9565219013812771,0,5,4,9,0,0,0,1,0,36
"<a href=""statss.aspx?playerid=25813&position=2B/3B"">Grae Kessinger</a>",666197,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"<a href=""statss.aspx?playerid=19558&position=P"">Geoff Hartlieb</a>",664129,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,9,5,0,0,0,7,4,0,9.000000953674418,1.888889089042779,1,10,9,13,0,1,0,1.75,0,44
"<a href=""statss.aspx?playerid=16306&position=P"">Gerardo Reyes</a>",622103,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=10&rost=0&age=0"">OAK</a>",2024,4,3,0,0,0,2,3,0,4.5,1.75,0,3,2,4,0,0,0,0.66666667,0,18
"<a href=""statss.aspx?playerid=27845&position=1B/DH"">Matt Mervis</a>",670223,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=17&rost=0&age=0"">CHC</a>",2024,0.2,1,0,0,0,0,0,0,81.0000844896721,10.500010952364901,0,6,6,7,0,0,0,0,0,9
"<a href=""statss.aspx?playerid=9174&position=P"">Casey Kelly</a>",543391,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,5.1,2,0,0,0,4,1,0,5.062500301748532,1.1250000670552294,1,3,3,5,1,0,0,4,0,21
"<a href=""statss.aspx?playerid=19871&position=P"">Tucker Davidson</a>",656353,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=2&rost=0&age=0"">BAL</a>",2024,4.2,1,0,1,0,1,2,0,0,1.28571446087898,0,0,0,4,0,0,0,0.5,0,19
"<a href=""statss.aspx?playerid=27624&position=P"">Walter Pennington</a>",679156,- - -,2024,18,16,1,1,0,17,11,2,3.0000009636087333,1.6666672020048519,1,7,6,19,0,0,0,1.54545455,0,84
"<a href=""statss.aspx?playerid=12164&position=1B/3B"">Miguel Sano</a>",593934,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"<a href=""statss.aspx?playerid=19802&position=C"">Jhonny Pereda</a>",640902,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"<a href=""statss.aspx?playerid=15905&position=C"">Luis Torrens</a>",620443,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"<a href=""statss.aspx?playerid=23499&position=P"">Keaton Winn</a>",676775,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,55.1,12,12,3,8,48,20,4,7.156626670484122,1.3734940074666495,9,44,44,56,0,0,4,2.4,0,238
"<a href=""statss.aspx?playerid=18333&position=P"">Alex Young</a>",622065,- - -,2024,15.2,17,0,0,0,15,7,0,2.872341088495455,1.4042556432644446,2,5,5,15,0,1,0,2.14285714,0,68
"<a href=""statss.aspx?playerid=27585&position=P"">Zac Kristofak</a>",670219,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,2,1,0,0,0,2,2,0,0,2.5,0,2,0,3,0,0,0,1,0,11
"<a href=""statss.aspx?playerid=22276&position=P"">Dylan Coleman</a>",669395,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4
"<a href=""statss.aspx?playerid=25353&position=2B"">Michael Stefanic</a>",683021,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5
