Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ATH,Athletics,3.24626,3.45236,0.0257755,60.4988,9.05842,14.4972,3.75083,65.2444,275.978,59.1341,33.2481,30.5882,10.1388,65.2969,23.342,2.74218,3.85188,4.21942,1.26411,9.00724,3.21987,2.7974,1.39857,0.236602,0.0845793,0.15202238410711288,,0.237692,0.28264,0.720954,4.40408,354.6,5.455384615384616,345,5.3076923076923075,0.0992067,0.0985779,1.55851,-0.787771,0.822614,0,1.55851,0.787771,3.90318,496,10,AL,Justin Sterner,686993,27694,27694
DET,Tigers,0.659343,0.772823,0.109644,12.3813,0,1.96068,0.196804,13.2958,56.5246,13.1224,6.30246,5.79826,1.35568,10.4659,4.07726,0.183044,0.634083,3.92487,1.29362,7.08444,2.75992,2.5669,0.917663,0.185157,0.0721325,0.11302454769611359,,0.253264,0.29423,0.712156,3.94937,63.10000000000001,4.853846153846154,65,5,0.0981553,0.0738429,1.04449,-0.961311,1.2997,0,1.04449,0.961311,3.26706,999,6,AL,Sean Guenther,674944,20045,20045
ATL,Braves,1.95591,1.64309,0,37.5573,0,3.07499,0.755683,41.6815,175.735,42.0478,21.0629,19.3778,5.44667,35.7811,11.1921,0.695584,1.20152,4.18412,1.2773,7.72597,2.41664,3.19699,1.17606,0.203609,0.0636876,0.13992123305797577,,0.257424,0.299731,0.705411,4.00903,188.10000000000002,4.4785714285714295,193,4.595238095238095,0.0968061,0.130498,1.46291,-0.133925,0.887952,0,1.46291,0.133925,3.81606,999,16,NL,Dylan Dodd,689266,29928,29928
SDP,Padres,3.58666,1.61358,0,40.6731,0,3.77929,1.33117,43.2598,189.232,39.0391,21.4624,19.7454,4.64842,39.2396,19.876,3.51574,4.4304,4.10794,1.36189,8.16362,4.13511,1.97422,0.967083,0.207363,0.105035,0.10232745110988617,,0.236708,0.284133,0.714647,4.40351,177.29999999999998,4.123255813953488,172,4,0.0959385,0.150261,2.08753,1.03745,0.706425,0,2.08753,-1.03745,4.0581,999,29,NL,Bradgley Rodriguez,699134,29107,29107
SFG,Giants,1.22236,1.93504,1.77807,15.8563,0,0.994495,0,28.4438,123.895,28.1173,14.5093,13.3486,3.37409,23.7509,11.461,0.402484,1.54505,4.22366,1.39146,7.51511,3.62642,2.07232,1.06761,0.191702,0.092506,0.09919629991054535,,0.253563,0.295393,0.719246,4.37897,110.50000000000001,3.946428571428572,114,4.071428571428571,0.0954893,0.0792886,1.44214,-1.05048,1.0147,0.625257,1.44214,1.05048,3.64707,999,30,NL,Carson Seymour,693313,30084,30084
KCR,Royals,1.66328,1.63293,0,25.4426,0,1.20348,0,29.358,126.768,27.2484,14.5002,13.3402,2.83028,26.6694,12.501,0.468988,1.58709,4.08958,1.35395,8.17578,3.8323,2.13339,0.867651,0.210379,0.0986128,0.1117665246129036,,0.241821,0.293556,0.70554,4.01118,120.50000000000001,4.155172413793104,119,4.103448275862069,0.0951313,0.015703,2.2634,-0.914535,0.994139,0,2.2634,0.914535,3.67448,999,7,AL,Luinder Avila,679883,24452,24452
BOS,Red Sox,2.70917,2.93014,0,51.1997,0.200404,8.086,1.60278,54.8817,237.643,50.0308,28.6442,26.3527,6.62755,52.7984,24.8354,1.52621,3.07091,4.32155,1.36414,8.65835,4.07273,2.12593,1.08685,0.222175,0.104507,0.11766793578863144,,0.238541,0.288757,0.704736,4.30639,244.89999999999998,4.452727272727272,238,4.327272727272727,0.0946114,0.0521919,1.31868,-1.25308,0.531286,0,1.31868,1.25308,4.29162,999,3,AL,Zack Kelly,677161,20349,20349
PHI,Phillies,1.68092,3.06136,0,39.2423,0.461601,8.04506,1.79704,38.0868,164.213,36.1108,19.8713,18.2816,4.41931,35.2866,14.8387,0.688706,2.43084,4.31997,1.33772,8.3383,3.50641,2.37802,1.04429,0.214883,0.0903623,0.12452087551355362,,0.245746,0.295526,0.694292,4.15088,189.4,4.984210526315789,189,4.973684210526316,0.0941448,0.0397479,1.84033,-2.48199,0.861491,0,1.84033,2.48199,3.85134,999,26,NL,Kyle Backhus,679775,29615,29615
MIN,Twins,0.925906,0.928104,0.417944,15.3539,0,0.842546,0,17.3315,73.2094,17.3691,8.50747,7.82687,2.07469,14.7147,4.61495,0.427693,0.790613,4.06438,1.26844,7.64111,2.39648,3.18847,1.07735,0.200994,0.0630378,0.13795651495456696,,0.256167,0.299805,0.706339,3.92897,73.00000000000001,4.294117647058824,75,4.411764705882353,0.0935511,-0.0177046,0.620702,-0.892001,1.23333,0.305622,0.620702,0.892001,3.35556,999,8,AL,Andrew Morris,702193,sa3020569,sa3020569
CIN,Reds,1.77265,2.02196,0,33.5533,0.100779,2.155,1.79593,36.8005,161.684,34.0282,19.4268,17.8727,4.55588,37.0576,18.6231,0.518494,1.94307,4.37097,1.43072,9.06289,4.55449,1.98988,1.11419,0.229198,0.115182,0.11401631683111191,,0.241133,0.296192,0.718009,4.40712,142.9,3.8621621621621625,139,3.7567567567567566,0.0914743,0.14576,1.5931,-1.13121,0.774409,0,1.5931,1.13121,3.96745,999,18,NL,Kyle Nicolas,693312,27775,27775
CHW,White Sox,2.39506,3.58666,0.469551,51.8394,1.42835,7.89258,1.31785,58.6952,257.646,56.0147,30.4482,28.0124,5.79459,53.1612,26.4678,0.855568,4.36072,4.29526,1.40527,8.15143,4.05842,2.00852,0.88851,0.206334,0.102729,0.10360463708639145,,0.246959,0.299175,0.699667,4.1828,270.20000000000005,4.579661016949153,270,4.576271186440678,0.0914235,0.0847624,3.73374,-0.962909,0.571286,0.293761,3.73374,0.962909,4.23829,999,4,AL,Jordan Hicks,663855,19618,19618
WSN,Nationals,1.13262,1.55677,1.61354,17.396,0,0.564947,0,24.8823,106.55,26.0615,13.7645,12.6634,3.69034,20.2874,7.23476,0.209218,0.846781,4.58038,1.33815,7.33801,2.61684,2.80415,1.33481,0.190402,0.0678999,0.12250173091888428,,0.264667,0.300319,0.694344,4.4069,88.20000000000002,3.5280000000000005,93,3.72,0.0907713,0.0197054,1.66651,-1.82612,1.05604,0.417368,1.66651,1.82612,3.59195,999,24,NL,Trevor Williams,592866,16977,16977
,,1.72563,1.53722,1.08118,25.2828,0.00379757,2.60162,0,35.5687,155.635,33.7209,19.7442,18.1647,3.96998,32.9395,16.2531,0.671603,2.15551,4.59622,1.405,8.33472,4.11254,2.02666,1.00453,0.211646,0.104431,0.10721532255411148,,0.245733,0.296571,0.680606,4.28661,152.80000000000004,4.244444444444445,152,4.222222222222222,0.090378,-0.110532,0.570022,0.759449,0.791539,0.342352,0.570022,-0.759449,3.94462,999,-1,,Pedro Avila,658648,18864,18864
SFG,Giants,1.57383,1.29059,0,24.7754,0,1.74008,0.19606,26.9454,115.966,27.6941,13.0863,12.0394,2.68181,20.4471,8.75702,2.60023,1.10355,4.02127,1.35277,6.82952,2.92492,2.33494,0.895746,0.17632,0.0755138,0.1008065789937973,,0.261006,0.301439,0.714593,4.00916,108.10000000000001,4.003703703703704,114,4.222222222222222,0.0891919,0.113439,1.11264,0.405049,1.07187,0,1.11264,-0.405049,3.57084,999,30,NL,Reiver Sanmartin,665665,19754,19754
CLE,Guardians,1.19106,1.61723,2.72656,13.0898,0,1.03217,0,25.8468,109.955,27.2121,14.1578,13.0252,4.07755,19.0553,6.59807,0.330176,0.9309,4.53544,1.3081,6.63516,2.29748,2.88802,1.41982,0.173301,0.0600068,0.11329380795359612,,0.265675,0.291759,0.699331,4.58538,90.99999999999999,3.4999999999999996,96,3.6923076923076925,0.0882996,0.0774882,0.519053,-1.98767,1.07753,0.933313,0.519053,1.98767,3.56329,999,5,AL,Austin Peterson,804926,sa3020868,sa3020868
TOR,Blue Jays,1.46376,1.33448,0.0157145,28.7833,0.131559,3.93936,0.426907,30.9892,132.961,26.5648,15.1416,13.9302,3.79454,30.8479,14.2593,0.740871,1.95854,4.04567,1.31737,8.95897,4.14125,2.16335,1.10202,0.232007,0.107244,0.1247626319527626,,0.227548,0.277345,0.723213,4.30608,140,4.516129032258065,133,4.290322580645161,0.0869037,0.0912044,1.11,-0.222088,0.999611,0.0114912,1.11,0.222088,3.66718,999,14,AL,Yariel Rodríguez,684320,33838,33838
ARI,Diamondbacks,2.14053,2.29178,0,49.9124,0.872711,8.37499,5.43855,52.1048,222.875,51.6038,24.3742,22.4242,5.75914,43.816,16.9747,1.86281,2.67113,3.87331,1.31616,7.56828,2.93202,2.58125,0.994769,0.196595,0.0761625,0.12043225020170212,,0.25392,0.298363,0.73046,4.02132,240.8,4.630769230769231,247,4.75,0.0854439,0.377333,2.86026,-2.01811,0.832141,0,2.86026,2.01811,3.89048,999,15,NL,Jonathan Loáisiga,642528,19753,19753
SEA,Mariners,0.663384,0.707243,1.95179,6.50027,0.00773517,0.243589,0,14.5095,62.3183,14.2167,7.74866,7.12877,1.88954,12.5984,5.0117,0.303504,0.867288,4.42186,1.32523,7.81461,3.10868,2.5138,1.17205,0.202163,0.080421,0.1217416375875473,,0.251894,0.293845,0.692259,4.30707,58.00000000000001,3.866666666666667,57,3.8,0.0830368,0.0159215,1.50678,-1.43808,1.23586,0.514882,1.50678,1.43808,3.35219,999,11,AL,Dane Dunning,641540,19409,19409
BAL,Orioles,0.961529,1.54522,2.03797,12.9687,0,0.484031,0,20.5982,87.5768,20.7257,11.237,10.338,3.13471,18.0916,6.29918,0.153922,0.611189,4.51701,1.312,7.90479,2.75231,2.87206,1.36965,0.20658,0.0719274,0.13465242087841034,,0.256931,0.295945,0.697459,4.36335,78.9,3.7571428571428576,81,3.857142857142857,0.0825565,0.0652539,1.02541,-1.32694,1.13254,0.73476,1.02541,1.32694,3.48995,999,2,AL,Brandon Young,687064,27819,27819
HOU,Astros,2.47508,2.63505,2.49208,30.2709,0,2.00582,0.477449,43.2322,185.749,40.465,23.1532,21.3009,6.25952,40.2807,17.8055,0.652409,1.67234,4.43439,1.34785,8.38555,3.70671,2.26227,1.30309,0.216856,0.0958579,0.12099812924861908,,0.243368,0.285687,0.709337,4.50554,168.39999999999998,3.9162790697674414,165,3.8372093023255816,0.0824104,0.0132794,1.62989,0.209755,0.696044,0.829928,1.62989,-0.209755,4.07194,747.9400024414062,21,AL,AJ Blubaugh,805123,31764,31764
MIL,Brewers,0.774776,0.974713,0,12.5569,0,0.973149,1.04383,14.8493,63.0066,14.2745,7.55547,6.95103,1.79535,12.7232,5.08989,0.64483,0.430793,4.21295,1.30406,7.7114,3.08493,2.4997,1.08814,0.201934,0.0807834,0.12115102261304855,,0.248313,0.290433,0.700788,4.1086,65,4.333333333333333,64,4.266666666666667,0.0815153,-0.0139239,1.63941,-1.66852,1.24562,0,1.63941,1.66852,3.33918,999,23,NL,Sammy Peralta,671111,25589,25589
KCR,Royals,2.42169,2.45527,0,45.3541,0.216723,5.16627,1.42747,45.7005,200.99,40.0623,22.1125,20.3435,4.3825,47.2879,25.288,0.610346,2.65135,4.00633,1.42997,9.31261,4.98007,1.86998,0.863065,0.235275,0.125817,0.10945767164230347,,0.231506,0.29395,0.730186,4.14639,217.20000000000005,4.721739130434783,208,4.521739130434782,0.0802417,0.208468,2.37992,-3.7608,0.700993,0,2.37992,3.7608,4.06534,999,7,AL,Alex Lange,656638,19883,19883
TOR,Blue Jays,0.625617,1.15261,0.350232,17.8919,0,1.16334,0,20.7437,89.0557,19.0793,10.4808,9.64237,2.47433,20.0602,8.8328,0.467062,0.779351,4.1835,1.34557,8.70345,3.83225,2.27111,1.07353,0.225255,0.0991829,0.12607194483280182,,0.240161,0.29178,0.712992,4.14182,95.4,4.542857142857143,93,4.428571428571429,0.0800894,0.0785823,1.67162,-0.693812,1.15937,0,1.67162,0.693812,3.45417,999,14,AL,Angel Bastardo,682785,sa3009716,sa3009716
KCR,Royals,3.44208,3.44971,5.2544,38.5514,0,2.02695,0,67.5653,288.459,68.2129,37.9189,34.8854,10.5327,50.0655,22.0538,0.242922,1.57701,4.6469,1.33599,6.66894,2.93766,2.27015,1.403,0.173562,0.0764538,0.09710817784070969,,0.257574,0.282428,0.693155,4.72894,227.10000000000002,3.3397058823529413,233,3.426470588235294,0.0800195,0.0385202,0.931931,-1.45978,0.41488,1.63218,0.931931,1.45978,4.44683,999,7,AL,Bailey Falter,663559,20070,20070
COL,Rockies,2.42722,3.24432,0,46.7688,5.12969,4.51083,4.12724,48.8414,215.148,48.799,27.3627,25.1737,6.45653,43.9694,22.0484,1.04954,2.17243,4.63875,1.45056,8.10224,4.06286,1.99422,1.18974,0.204368,0.10248,0.10188794881105423,,0.255589,0.301367,0.703542,4.54088,222.4,4.538775510204082,228,4.653061224489796,0.0789916,0.218131,4.16843,0.712075,0.761624,0,4.16843,-0.712075,3.9845,693.489990234375,19,NL,Seth Halvorsen,678020,33294,33294
COL,Rockies,0.907118,1.44046,1.5978,14.824,0,0.710821,0,21.4326,94.2592,23.5704,13.0212,11.9795,3.10821,16.0142,7.52478,0.411543,0.795126,5.03046,1.45084,6.72472,3.15982,2.1282,1.3052,0.169896,0.0798308,0.09006501734256744,,0.274269,0.306244,0.675822,4.69062,65.1,3.0999999999999996,75,3.5714285714285716,0.078838,0.057353,1.1362,0.453789,1.03742,0.57623,1.1362,-0.453789,3.61677,999,19,NL,Gabriel Hughes,687312,sa3020661,sa3020661
LAA,Angels,3.61403,5.82549,14.4278,14.8522,0,0.165408,0,78.3657,343.302,77.0847,48.2434,44.3839,14.1392,67.4821,34.5174,0.39957,3.65522,5.09732,1.42412,7.75006,3.96419,1.95502,1.62384,0.196568,0.100545,0.0960228219628334,,0.25263,0.281626,0.690128,5.21977,221.80000000000007,2.8435897435897446,225,2.8846153846153846,0.0770312,0.0599668,2.27098,-0.770045,0.497214,4.57647,2.27098,0.770045,4.33705,999,1,AL,Caden Dana,702674,31508,31508
MIL,Brewers,2.81085,1.87181,0.381416,44.7174,0.0330918,3.92388,2.11348,43.7602,186.27,40.4003,21.6336,19.9029,5.85563,40.0698,16.5632,2.01097,1.96478,4.09337,1.30172,8.24102,3.4065,2.4192,1.20431,0.215116,0.0889204,0.1261960193514824,,0.240847,0.283578,0.724483,4.31355,186.8,4.245454545454546,181,4.113636363636363,0.076611,0.109018,1.01461,-0.261574,0.782808,0,1.01461,0.261574,3.95626,999,23,NL,Rob Zastryzny,642239,15094,15094
PHI,Phillies,2.91288,2.36729,0.0310718,48.1883,0.167174,6.56389,2.02538,53.6971,227.555,50.4237,27.1428,24.9714,7.77561,51.0015,18.9161,0.393001,1.95647,4.18538,1.29131,8.54819,3.17046,2.69619,1.30324,0.224128,0.0831276,0.14100059121847153,,0.243967,0.288347,0.721884,4.28413,238.20000000000005,4.411111111111112,233,4.314814814814815,0.0751629,0.19868,1.83232,-1.0176,0.638128,0,1.83232,1.0176,4.14916,999,26,NL,Jonathan Bowlan,680742,24607,24607
ATL,Braves,0.538162,1.23393,1.97477,3.07574,0,0.0290753,0,10.4888,45.3601,10.7807,6.13371,5.64301,1.71961,9.40001,3.51003,0.0753172,0.547121,4.84205,1.36248,8.06578,3.01182,2.67804,1.47554,0.207231,0.0773813,0.12984928488731384,,0.261015,0.300201,0.686429,4.6345,23.799999999999997,2.38,27,2.7,0.0750062,0.0228497,2.58888,-1.85783,1.26536,0.386805,2.58888,1.85783,3.31286,691.5999755859375,16,NL,Didier Fuentes,800311,30661,30661
BOS,Red Sox,1.11129,1.31083,0,24.5622,0,1.91794,0,25.8419,111.068,25.8198,13.4713,12.3936,3.20222,22.4112,9.02028,0.645498,1.02738,4.31632,1.3482,7.80517,3.1415,2.48453,1.11524,0.20178,0.0812144,0.12056534737348557,,0.255592,0.299942,0.703918,4.178,109.9,4.226923076923077,113,4.346153846153846,0.0742253,0.0949977,1.04919,0.482094,1.0593,0,1.04919,-0.482094,3.5876,999,3,AL,Ryan Watson,670245,sa3015070,sa3015070
NYM,Mets,2.02225,2.56678,0,38.1192,0.171913,1.91135,2.29664,39.532,166.118,36.2334,19.6608,18.0879,5.67328,37.3613,12.7223,0.860952,2.12435,4.11797,1.23838,8.50581,2.8964,2.93669,1.2916,0.224908,0.0765856,0.14832241088151932,,0.239526,0.282345,0.714281,4.23728,165.6,4.14,159,3.975,0.0739117,0.0921329,1.05107,-1.20061,0.928988,0,1.05107,1.20061,3.76135,999,25,NL,Adbert Alzolay,640470,17859,17859
BAL,Orioles,1.35573,1.26031,0,17.8302,0,0.605597,0,18.5547,79.3344,16.2129,9.12901,8.39869,2.18683,19.4548,8.02093,0.46912,1.10625,4.07379,1.30607,9.43656,3.89056,2.4255,1.06073,0.245225,0.101103,0.1441221684217453,,0.23093,0.288807,0.713425,4.046,89.4,4.705263157894737,84,4.421052631578948,0.0733573,0.0680818,0.556023,0.967184,1.14535,0,0.556023,-0.967184,3.47287,999,2,AL,Anthony Nunez,689296,sa3010171,sa3010171
TOR,Blue Jays,1.34388,0.939453,0,19.9227,0,1.18188,0.758182,21.7735,91.3503,20.0902,10.5746,9.72865,3.01527,21.0236,6.88449,0.541667,1.01463,4.0213,1.23887,8.69001,2.84567,3.05376,1.24635,0.230143,0.0753636,0.1547788828611374,,0.240742,0.287397,0.720777,4.09266,95.9,4.359090909090909,93,4.2272727272727275,0.0733056,0.0278511,2.84983,-2.23323,1.15901,0,2.84983,2.23323,3.45465,999,14,AL,Chase Lee,695445,29574,29574
CHC,Cubs,1.79255,1.7147,0,28.2882,0.405063,4.58414,1.6273,30.0171,129.389,25.2066,14.6713,13.4976,3.54848,32.8088,15.5626,0.678783,1.27041,4.04698,1.3582,9.83704,4.66611,2.10819,1.06394,0.253567,0.120277,0.1332896575331688,,0.223947,0.284231,0.728964,4.16826,142.8,4.760000000000001,133,4.433333333333334,0.072748,0.0690997,1.73454,-0.813334,0.943388,0,1.73454,0.813334,3.74215,999,17,NL,Porter Hodge,687863,26413,26413
BAL,Orioles,0.0996504,0.721781,1.46274,1.46274,0,0,0,7.29587,31.8693,7.23708,3.90334,3.59107,0.896729,6.40896,2.82901,0.0279821,0.5722,4.42986,1.3797,7.90593,3.48979,2.26544,1.10618,0.201101,0.0887691,0.11233240365982056,,0.254218,0.299605,0.699464,4.37463,21.3,3.042857142857143,22,3.142857142857143,0.0710547,0.0260711,0.644721,0.241128,1.35982,0.600499,0.644721,-0.241128,3.1869,999,2,AL,Trey Gibson,694346,sa3023250,sa3023250
BOS,Red Sox,0.0984407,0.596483,1.63205,2.11926,0,0,0,8.42847,36.2601,8.63339,4.81542,4.43018,1.29067,7.09973,2.88554,0.0324141,0.214356,4.73059,1.36667,7.58116,3.08121,2.46045,1.37819,0.1958,0.0795789,0.11622097343206406,,0.260354,0.296438,0.690231,4.54452,28.500000000000007,3.562500000000001,32,4,0.0701162,0.0128078,0.738037,0.092048,1.33748,0.465746,0.738037,-0.092048,3.2167,999,3,AL,Tyler Uberstine,700413,sa3017643,sa3017643
ATL,Braves,2.41424,2.57095,0,51.0667,0.3471,9.64773,0.963267,50.895,214.938,48.5435,25.7831,23.7205,6.66686,46.8497,15.9642,1.46259,2.32586,4.1946,1.26747,8.28465,2.82302,2.93468,1.17893,0.217968,0.0742733,0.1436949521303177,,0.246855,0.292575,0.701861,4.07511,243.90000000000006,4.782352941176472,244,4.784313725490196,0.0700151,0.107841,1.62201,-2.63635,0.74778,0,1.62201,2.63635,4.00296,999,16,NL,Joel Payamps,606303,14332,14332
WSN,Nationals,2.2003,2.19362,0,51.2323,1.44923,11.7362,1.88802,52.0159,230.966,49.6954,27.2243,25.0463,4.22496,44.9816,26.9953,1.44122,2.90925,4.33362,1.47437,7.7829,4.67084,1.66627,0.73102,0.194754,0.11688,0.07787412405014038,,0.247165,0.299433,0.698918,4.18626,258.6,4.973076923076923,261,5.019230769230769,0.0689977,0.0469248,4.68631,-3.13656,0.654292,0,4.68631,3.13656,4.12761,999,24,NL,Cionel Pérez,672335,19614,19614
,,1.14724,0.879183,2.53262,2.53262,0,0,0,13.7692,57.5335,12.5515,7.50207,6.9019,2.58406,11.971,4.43561,0.0500893,0.478055,4.51131,1.2337,7.82465,2.89926,2.69884,1.68903,0.20807,0.0770961,0.13097434490919113,,0.238531,0.261854,0.709457,4.90661,44.90000000000002,3.2071428571428586,43,3.0714285714285716,0.0681334,0.0723621,1.89176,0.118318,1.23444,0.443583,1.89176,-0.118318,3.35408,999,-1,,Nestor Cortes,641482,17874,17874
ATH,Athletics,1.18679,1.4669,2.69635,11.6258,0,0.640612,0,23.9304,107.126,24.4175,13.7446,12.645,2.96157,20.0618,11.8183,0.332376,1.2527,4.75569,1.51422,7.54508,4.44475,1.69752,1.11382,0.187274,0.110322,0.0769519954919815,,0.259609,0.302062,0.700887,4.70593,83.30000000000001,3.4708333333333337,86,3.5833333333333335,0.0679342,0.00313167,1.8664,-1.75746,0.959432,1.29635,1.8664,1.75746,3.72076,999,10,AL,Braden Nett,804556,sa3020336,sa3020336
STL,Cardinals,2.76425,3.28205,0,46.7078,0,5.0775,0,49.7945,214.17,47.8958,25.8267,23.7606,6.1569,43.5299,19.3888,1.26062,1.98371,4.29455,1.35125,7.86772,3.50439,2.2451,1.11281,0.203249,0.0905299,0.1127191111445427,,0.248425,0.291654,0.706689,4.2818,216.39999999999998,4.327999999999999,217,4.34,0.0671398,0.0129919,2.10337,-0.891946,0.639917,0,2.10337,0.891946,4.14678,999,28,NL,Matt Pushard,690155,sa3019955,sa3019955
ATL,Braves,1.74512,1.72145,0,35.0571,0,2.68598,0,36.5857,155.782,31.7179,17.5677,16.1623,4.38239,38.3389,15.8584,0.431132,1.74132,3.97588,1.30041,9.43128,3.90113,2.41758,1.07806,0.246106,0.101799,0.1443074867129326,,0.229537,0.286353,0.724129,4.03965,175.40000000000003,4.740540540540541,167,4.513513513513513,0.0660074,0.165675,0.77557,-0.635322,0.924058,0,0.77557,0.635322,3.76792,999,16,NL,Hayden Harris,802686,31913,31913
MIL,Brewers,2.6329,3.2495,0,52.7747,0.323894,7.78997,2.15677,56.109,239.536,51.5557,28.8295,26.5232,7.70589,55.4736,22.0755,1.86494,2.62734,4.25437,1.31229,8.89808,3.54096,2.5129,1.23604,0.231588,0.0921597,0.13942822813987732,,0.23998,0.289145,0.712915,4.26398,247.80000000000013,4.4250000000000025,243,4.339285714285714,0.0659055,0.0364234,1.30149,-0.0813337,0.578981,0,1.30149,0.0813337,4.22803,999,23,NL,Grant Anderson,681982,20546,20546
COL,Rockies,0.712914,1.29595,0,16.0751,0,0.919131,0,16.8362,74.1696,16.8889,9.1139,8.38479,2.08587,16.3346,7.34062,0.43374,0.946574,4.48218,1.43913,8.73186,3.92401,2.22524,1.11502,0.220234,0.0989707,0.12126301974058151,,0.256349,0.311893,0.709344,4.28198,69.00000000000001,4.058823529411765,71,4.176470588235294,0.0648984,0.108678,0.418615,0.455582,1.14443,0,0.418615,-0.455582,3.4741,999,19,NL,Welinton Herrera,700327,sa3016061,sa3016061
CHW,White Sox,1.43311,1.88106,0,35.5055,0,3.91137,0,38.8645,165.192,39.5505,20.4199,18.7863,5.26864,31.2857,10.9747,0.826253,1.57085,4.35042,1.30003,7.24495,2.54145,2.85071,1.22008,0.18939,0.0664361,0.1229541227221489,,0.259099,0.295299,0.697704,4.25589,162.10000000000002,4.156410256410257,169,4.333333333333333,0.0638301,0.0387133,1.74492,2.01542,0.925405,0,1.74492,-2.01542,3.76613,999,4,AL,Jedixson Paez,699151,sa3016264,sa3016264
SDP,Padres,2.13064,1.91885,0,44.9365,0.195824,4.66921,2.28607,46.4095,198.064,40.5869,23.1767,21.3226,6.17531,46.695,21.1257,1.28992,1.30022,4.135,1.32974,9.05538,4.09681,2.21035,1.19755,0.235757,0.106661,0.12909624725580215,,0.231082,0.280297,0.726171,4.30228,208.00000000000003,4.521739130434783,200,4.3478260869565215,0.0624877,0.105953,1.12229,-0.544321,0.739599,0,1.12229,0.544321,4.01387,999,29,NL,Yuki Matsui,673513,33826,33826
SFG,Giants,1.14442,1.27068,0.116782,24.8093,0,1.58512,0,27.8844,120.144,27.7078,14.0246,12.9026,3.13485,21.5459,10.1429,0.466633,1.14957,4.16447,1.35742,6.95418,3.27374,2.12423,1.01181,0.179334,0.0844232,0.09491084516048431,,0.254547,0.291942,0.712036,4.26619,116.50000000000001,4.1607142857142865,120,4.285714285714286,0.0624038,0.0644931,1.32186,0.208159,1.06694,0.023335,1.32186,-0.208159,3.57741,999,30,NL,Joey Lucchesi,664192,19320,19320
PHI,Phillies,2.24819,1.93639,0,36.6158,0,3.75357,0,38.0988,164.746,35.538,20.2414,18.6221,4.90679,36.6866,16.2799,0.93365,2.06094,4.39906,1.3601,8.66642,3.84578,2.25349,1.15912,0.222686,0.0988183,0.12386737763881683,,0.242737,0.29225,0.702506,4.32777,162.1,4.265789473684211,161,4.2368421052631575,0.0615011,0.0397496,1.14641,1.29089,0.769234,0,1.14641,-1.29089,3.97435,999,26,NL,Zach McCambley,685112,sa3014478,sa3014478
WSN,Nationals,1.66877,2.69585,0.086281,35.0596,0,1.64188,0,41.4588,177.503,39.2986,21.8627,20.1137,5.90159,38.4467,16.1134,0.708583,1.44617,4.36634,1.33656,8.34611,3.49795,2.386,1.28113,0.216597,0.090778,0.12581876665353775,,0.245703,0.288913,0.711547,4.4016,161.20000000000002,3.931707317073171,160,3.902439024390244,0.0614857,-0.0350633,2.4196,-3.62085,0.804971,0,2.4196,3.62085,3.92671,999,24,NL,Paxton Schultz,687606,25501,25501
STL,Cardinals,1.97798,2.44147,0,35.7509,0.155943,1.95173,1.59663,39.0741,172.842,38.8525,20.9679,19.2905,3.825,31.3665,18.2615,1.00917,2.02243,4.44321,1.46168,7.22469,4.2062,1.71763,0.881019,0.181475,0.105654,0.07582046091556549,,0.254674,0.298445,0.698353,4.35958,148.00000000000003,3.7948717948717956,153,3.923076923076923,0.0608849,-0.0631935,3.0467,-3.01865,0.762914,0,3.0467,3.01865,3.98278,999,28,NL,Chris Roycroft,688297,31261,31261
SDP,Padres,0.682995,1.465,3.08535,3.80139,0,0.0295942,0,16.3578,70.7104,16.8907,9.76737,8.98598,2.60976,12.5831,5.64506,0.0903035,0.5735,4.94406,1.37768,6.9232,3.1059,2.22905,1.43588,0.177953,0.0798336,0.09811925143003464,,0.261905,0.289681,0.676218,4.81118,42.3,2.64375,46,2.875,0.0605668,-0.0104196,1.70006,-0.595614,1.16759,0.802296,1.70006,0.595614,3.44322,999,29,NL,Matt Waldron,663362,25550,25550
LAD,Dodgers,2.36287,1.94671,0,38.8379,0.266791,6.10767,2.60626,39.6612,170.849,35.4863,20.3018,18.6777,5.11708,40.5012,18.1351,0.363438,1.81339,4.23837,1.35198,9.19061,4.11525,2.23331,1.16118,0.237059,0.106147,0.13091161847114563,,0.235164,0.288455,0.717206,4.27895,189.5,4.7375,181,4.525,0.0597753,0.0921329,1.44739,-0.476235,0.761683,0,1.44739,0.476235,3.98442,999,22,NL,Edgardo Henriquez,683618,26944,26944
SFG,Giants,0.50285,0.447739,0,9.84177,0,0.862126,0.212953,10.4336,44.5302,9.47164,5.09272,4.6853,1.28887,10.4798,4.14413,0.186616,0.552624,4.04153,1.30499,9.03989,3.57471,2.52884,1.11178,0.235343,0.0930634,0.1422792673110962,,0.237781,0.291568,0.721598,4.08264,47.300000000000004,4.73,46,4.6,0.0588478,0.0230332,0.787411,-0.593155,1.31133,0,0.787411,0.593155,3.25156,999,30,NL,Michael Fulmer,605242,13218,13218
