Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ATH,Athletics,128.197,477.615,525.258,123.368,66.7759,24.5208,1.70205,30.3696,73.0204,78.7392,38.8483,1.11364,120.685,4.09754,3.95155,0.745227,7.3018,6.04455,1.65069,0.258301,0.317083,0.507526,0.824609,0.350107,0.0739605,0.229763,0.3219,0.249225,4.2471,0.281377,,,77.8646,15.8013,-3.75,-0.184075,-0.184075,3.63981,13.992989391088486,3.503945827484131,122.9,711.5,5.55859375,711.5,5.55859375,54.72999954223633,0.12903226,C,/players/shea-langeliers/25816/stats/batting,10,AL,Shea Langeliers,669127,25816,25816
ATH,Athletics,141.972,496.807,576.852,127.708,64.1754,24.842,2.07255,36.6181,87.4923,92.9278,71.3138,3.62884,177.719,4.36168,3.71754,0.581587,8.25248,3.08412,1.04255,0.257058,0.352974,0.536525,0.889499,0.376499,0.123626,0.308084,0.401274,0.279467,3.70488,0.318287,,,97.8732,29.7137,-0.7,-0.709414,-0.709414,3.59845,27.220470190048218,-11.903598010540009,141.08,879.4,6.192957746,879.4,6.192957746,19,0.04273504,1B,/players/nick-kurtz/35110/stats/batting,10,AL,Nick Kurtz,701762,35110,35110
SFG,Giants,145.598,533.667,613.95,126.908,73.5658,26.9488,2.51373,23.8797,80.5819,73.7302,68.5025,1.06625,149.926,6.47535,4.77189,0.533218,8.86494,9.30559,2.19741,0.237804,0.329117,0.431961,0.761078,0.330851,0.111577,0.2442,0.456908,0.194157,4.77227,0.282553,,,81.4134,8.87046,1.2,-0.012357,-0.012357,3.52982,10.627263830043375,3.446882724761963,114.622,734.7,5.03219178,734.7,5.03219178,164.55999755859375,0,3B,/players/matt-chapman/16505/stats/batting,30,NL,Matt Chapman,656305,16505,16505
CHC,Cubs,146.989,563.182,618.554,139.467,82.944,27.8585,5.2001,23.4641,87.6049,70.0161,34.9012,2.35196,152.558,8.07035,5.01114,7.38902,5.564,33.9056,7.63341,0.247641,0.298509,0.440564,0.739073,0.316104,0.0564238,0.246636,0.228774,0.192923,7.69619,0.295796,,,74.6182,1.53127,5.81,2.83939,2.83939,3.5165,5.712418794631958,8.078348636627197,103.919,712.5,4.846938775,712.5,4.846938775,32.709999084472656,0.00636943,OF,/players/pete-crow-armstrong/27769/stats/batting,17,NL,Pete Crow-Armstrong,691718,27769,27769
SDP,Padres,142.912,554.564,606.458,148.886,91.9733,32.0768,2.44931,22.3869,76.1741,78.7216,40.5709,1.95397,119.224,3.15842,5.1798,2.98513,9.56965,8.80785,2.6313,0.268475,0.319179,0.456255,0.775433,0.332145,0.0668981,0.196591,0.340291,0.18778,4.63388,0.302534,,,81.0573,9.39958,0.13,-0.198958,-0.198958,3.50232,11.915166661143303,2.13939368724823,116.854,731.1,5.112587412,731.1,5.112587412,70.1500015258789,0,OF,/players/jackson-merrill/29490/stats/batting,29,NL,Jackson Merrill,701538,29490,29490
ATH,Athletics,138.188,534.871,578.57,162.513,121.491,28.3293,1.45121,11.2419,70.7962,63.4356,30.4657,0.760843,47.6788,6.34755,3.99484,2.89048,17.0318,5.42804,1.81771,0.303836,0.346245,0.425281,0.771526,0.335698,0.0526569,0.082408,0.638977,0.121445,3.67562,0.315184,,,78.9988,10.6363,-0.53,-0.698824,-0.698824,3.46148,8.148354947566986,5.770659685134888,112.974,680,4.927536231,680,4.927536231,193.58999633789062,0.008,SS,/players/jacob-wilson/33266/stats/batting,10,AL,Jacob Wilson,805779,33266,33266
HOU,Astros,136.895,538.09,589.918,147.766,103.06,25.8496,1.66078,17.1959,76.4111,66.0537,33.9796,0.748742,106.718,10.0019,3.91254,2.20883,13.0522,16.106,4.54836,0.274612,0.327223,0.424696,0.751919,0.326657,0.0576006,0.180903,0.318406,0.150084,5.22068,0.312303,,,76.2182,6.51485,-0.37,0.392785,0.392785,3.44952,7.4437495470047,5.967731833457947,110.141,685.8,5.005839416,685.8,5.005839416,118.41999816894531,0.01587302,SS,/players/jeremy-pena/21636/stats/batting,21,AL,Jeremy Peña,665161,21636,21636
PHI,Phillies,140.07,521.891,606.406,143.13,84.5386,31.2274,0.89971,26.4646,83.8638,86.7367,74.6291,7.59852,127.613,4.73745,4.16413,0.984263,11.5209,9.74162,4.41806,0.274253,0.367507,0.489663,0.857171,0.366009,0.123068,0.210441,0.584809,0.21541,3.82335,0.313636,,,97.7232,26.0716,0.39,-0.892833,-0.892833,3.44946,24.04857563972473,-10.50888478755951,134.703,866.6,6.19,866.6,6.19,47.7400016784668,0.01515152,OF,/players/bryce-harper/11579/stats/batting,26,NL,Bryce Harper,547180,11579,11579
ATL,Braves,147.734,570.81,633.369,147.364,89.3146,28.0526,2.52604,27.4704,80.9329,87.4888,48.4689,0.906585,163.186,8.51447,5.04276,0.532759,10.1372,2.46555,0.873596,0.258166,0.322907,0.460538,0.783444,0.336969,0.0765255,0.257647,0.297017,0.202372,3.54062,0.311252,,,87.1347,12.2972,-0.75,-0.824469,-0.824469,3.41417,11.147761702537537,1.1498712301254272,115.949,776.3,5.24527027,776.3,5.24527027,61.849998474121094,0,3B,/players/austin-riley/18360/stats/batting,16,NL,Austin Riley,663586,18360,18360
CHC,Cubs,148.748,563.642,641.594,141.689,90.8575,27.5488,1.45484,21.8274,76.0335,79.1934,63.7246,1.41773,90.0446,7.86462,5.43081,0.932462,11.9716,2.50385,0.722923,0.251381,0.332902,0.421596,0.754499,0.328831,0.0993223,0.140345,0.7077,0.170216,2.90246,0.262163,,,84.0274,8.21809,0.48,-0.858341,-0.858341,3.36332,8.751479506492615,2.7754938304424286,112.637,743.8,4.991946308,743.8,4.991946308,119.19999694824219,0.00877193,3B,/players/alex-bregman/17678/stats/batting,17,NL,Alex Bregman,608324,17678,17678
PHI,Phillies,150.096,549.115,657.028,126.952,62.5312,20.1548,1.06201,43.204,96.3405,109.787,97.0667,3.8317,183.37,7.11402,3.17541,0.556341,9.40374,5.98746,2.00746,0.231194,0.352083,0.507803,0.859887,0.367318,0.147736,0.27909,0.52935,0.27661,3.4716,0.257119,,,106.579,28.946,0,-0.699882,-0.699882,3.36159,27.02159172296524,-16.024988174438477,135.599,947.9,6.319333333,947.9,6.319333333,24.270000457763672,0.95061728,DH/OF,/players/kyle-schwarber/16478/stats/batting,26,NL,Kyle Schwarber,656941,16478,16478
MIN,Twins,121.695,471.318,524.422,117.787,60.7091,25.738,2.73304,28.6069,76.0835,76.4368,40.6939,1.94383,143.939,8.51526,3.35099,0.54372,5.31442,14.5213,3.1748,0.24991,0.318769,0.498203,0.816972,0.347461,0.0775976,0.274472,0.282716,0.248293,6.00108,0.295178,,,76.6138,14.6493,-0.26,0.89132,0.89132,3.33613,15.193096041679382,-0.6356019079685211,123.139,725,5.94262295,725,5.94262295,72.62000274658203,0.06349206,OF,/players/byron-buxton/14161/stats/batting,8,AL,Byron Buxton,621439,14161,14161
MIL,Brewers,144.952,578.882,629.198,157.784,97.8253,33.3454,3.21951,23.394,82.7016,85.541,40.2205,2.54751,128.001,4.30034,4.58727,1.20739,9.22774,24.3483,6.43536,0.272567,0.322147,0.46253,0.784677,0.335743,0.0639235,0.203436,0.314219,0.189964,5.79024,0.311035,,,85.9345,11.5899,4.71,1.31137,1.31137,3.3175,13.492302179336548,-2.0007405281066895,116.334,795.6,5.486896551,795.6,5.486896551,19.149999618530273,0.01324503,OF,/players/jackson-chourio/28806/stats/batting,23,NL,Jackson Chourio,694192,28806,28806
SDP,Padres,146.776,568.532,628.872,148.091,94.7752,26.2239,1.46426,25.6278,78.6313,82.7317,51.1244,3.65288,122.33,2.30063,5.71588,0.632329,10.9837,9.43431,2.54757,0.26048,0.321053,0.446988,0.768041,0.329288,0.0812954,0.194523,0.417922,0.186508,4.06242,0.287277,,,82.5944,8.2883,-0.27,-0.110664,-0.110664,3.20748,10.992506220936775,-0.5654429197311401,114.897,753,5.122448979,753,5.122448979,37.41999816894531,0.08805031,3B,/players/manny-machado/11493/stats/batting,29,NL,Manny Machado,592518,11493,11493
NYM,Mets,140.697,569.01,614.242,163.58,115.722,29.4134,2.0898,16.3554,74.9476,72.6164,36.181,1.17621,98.9699,3.70611,4.19997,0.697727,14.2657,6.51469,2.02412,0.287482,0.331868,0.432751,0.764619,0.330848,0.0589035,0.161125,0.365576,0.145269,4.02029,0.321533,,,81.4507,8.87327,-0.81,-0.545489,-0.545489,3.16544,10.758585691452026,-0.25563836097717285,115.527,723,5.127659574,723,5.127659574,94.25,0.05035971,SS,/players/bo-bichette/19612/stats/batting,25,NL,Bo Bichette,666182,19612,19612
