Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Leandro Cedeño","SDP",1.435,6.411,5.94073,1.42013,0.959019,0.290266,0.011831,0.159013,0.635678,0.766093,0.351456,0.0297848,1.73655,0.0653806,0.0452553,0.00817973,0.117673,0.0191845,0.00470261,0.23905,0.0548207,0.270871,0.202387,0.286899,0.372193,0.285893,0.659092,0.133143,2.80083,0.30831,,-0.00697522,0.616126,-0.141383,80.4467,-0.00697522,0,-0.15554814180359244,-0.11777997761964798,-0.00614209,999,,,,,,,-0.4,-0.4,-0.4,-0.4,,,,,,,,,,,,,,,,,,,"Leandro Cedeno","sa873307",660681
"Patrick Wisdom","SEA",2.011,6.846,6.11974,1.12413,0.555768,0.215416,0.0182308,0.334713,0.771132,0.933534,0.599564,0.00381261,2.66785,0.0748684,0.0358321,0.0159943,0.0613458,0.0722646,0.0223384,0.183689,0.0875787,0.389695,0.224737,0.263332,0.388929,0.283754,0.652261,0.20524,4.41263,0.250368,,-0.00279127,0.646043,-0.162865,86.5427,-0.00279127,-0.03,-0.11137594562023878,-0.18516973964869976,-0.00623262,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Patrick Wisdom","13602",621550
"Dustin Harris","CHW",10.467,26.872,24.3921,5.49843,3.73985,1.07845,0.130162,0.549968,2.94862,2.32462,1.93281,0.101927,6.28918,0.254923,0.219838,0.0723473,0.309784,1.02207,0.228074,0.225419,0.0719266,0.234042,0.307323,0.286801,0.347945,0.278192,0.634746,0.122526,5.92806,0.278429,,0.0725547,2.41451,-0.760623,75.9228,0.0725547,0,-0.6900145709514618,-0.29620811343193054,-0.00627504,999,,,,,,,24.2,2.42,24.2,2.42,,,,,,,,,,,,,,,,,,,"Dustin Harris","25705",687957
"Juan Yepez","TOR",5.045,14.945,13.6599,3.22046,2.19097,0.62067,0.0269351,0.381883,1.56667,1.60477,1.00028,0.0202596,2.55363,0.120636,0.134475,0.0297252,0.286139,0.0739976,0.0267826,0.235761,0.0669305,0.170869,0.391708,0.291069,0.369011,0.288411,0.66008,0.133251,3.1413,0.261407,,-0.0178987,1.46684,-0.29903,83.823,-0.0178987,0,-0.3028471749275923,-0.2745627462863922,-0.00644848,999,,,,,,,8.7,1.74,8.7,1.74,,,,,,,,,,,,,,,,,,,"Juan Yepez","18400",660766
"Luke Williams","ATL",13.683,22.436,20.7165,4.26129,2.87073,0.89427,0.105526,0.390771,2.42475,1.78619,1.35682,0.0163803,6.65184,0.16141,0.141095,0.060142,0.259269,0.845134,0.235073,0.205695,0.0604751,0.296481,0.203976,0.258293,0.315638,0.253116,0.573931,0.109943,6.17905,0.280168,,0.0438941,1.55914,-1.09185,58.5068,0.0438941,0,-1.059465266764164,0.24731041491031647,-0.00672231,999,,,,,,,9.2,0.657142857,9.2,0.657142857,,,,,,,,,,,,,,,,,,,"Luke Williams","19931",663897
"Chad Wallach","ATH",4.627,12.209,11.1911,2.14659,1.45684,0.390117,0.00858224,0.291048,1.05908,1.12559,0.758929,0.000515464,3.98999,0.122258,0.0700802,0.0610997,0.20975,0.0293225,0.0132021,0.191812,0.0621614,0.326807,0.190208,0.249356,0.306226,0.246522,0.555582,0.114414,2.39863,0.26583,,-0.0149735,0.783073,-0.659514,51.544,-0.0149735,0,-0.7122416654601693,0.22429819405078888,-0.00692958,999,,,,,,,3.2,0.64,3.2,0.64,,,,,,,,,,,,,,,,,,,"Chad Wallach","17161",595453
"Marco Luciano","NYY",6.377,18.145,16.326,3.02871,1.99284,0.608028,0.0233264,0.40451,1.68514,1.58001,1.59981,0.00899629,6.44579,0.0928052,0.106594,0.0198356,0.257329,0.197134,0.0639329,0.185515,0.0881681,0.355238,0.248194,0.260484,0.299947,0.251039,0.560431,0.114432,3.77708,0.27386,,-0.0110256,1.23035,-0.913618,58.6036,-0.0110256,0,-0.8963286392390728,0.20001102983951569,-0.00734565,999,,,,,,,9.7,1.616666666,9.7,1.616666666,,,,,,,,,,,,,,,,,,,"Marco Luciano","25616",682617
"Gabriel Rincones Jr.","PHI",12.336,47.451,42.3903,9.14039,5.85703,1.94623,0.110978,1.22615,5.24292,4.83861,4.21347,0.217606,12.7493,0.542079,0.242511,0.0626899,0.733744,1.25668,0.21436,0.215625,0.0887962,0.268684,0.330486,0.293236,0.353549,0.284783,0.646785,0.137924,5.24942,0.276168,,0.0949276,4.51752,-1.08919,79.0605,0.0949276,0,-1.0826964750885963,-0.5711111426353455,-0.0076838,999,,,,,,,40.5,3.375,40.5,3.375,,,,,,,,,,,,,,,,,,,"Gabriel Rincones Jr.","sa3020758",687282
"Jack Winkler","HOU",3.588,6.328,5.82966,1.17093,0.816993,0.243782,0.00583921,0.104319,0.617465,0.499487,0.381674,0.00484231,1.74377,0.0631999,0.0357221,0.0177478,0.0915179,0.194885,0.0278036,0.200858,0.0603152,0.275564,0.218879,0.256061,0.298362,0.246475,0.554423,0.0975043,5.1986,0.265506,,0.0192925,0.405634,-0.342068,54.9069,0.0192925,0,-0.31702493876218796,0.02325102873146534,-0.00777314,999,,,,,,,-0.4,-0.1,-0.4,-0.1,,,,,,,,,,,,,,,,,,,"Jack Winkler","29830",676466
"Grae Kessinger","NYM",2.461,7.709,6.97016,1.35943,0.944105,0.256422,0.013573,0.145329,0.709529,0.64657,0.594807,0.0143983,2.0438,0.0644746,0.0533918,0.0261643,0.111726,0.107218,0.0398515,0.195035,0.0771574,0.265119,0.291029,0.262756,0.298269,0.250327,0.561025,0.103234,4.00352,0.251137,,-0.00536632,0.518265,-0.392613,60.3684,-0.00536632,0,-0.3674712139181793,0.02832525037229061,-0.00845773,999,,,,,,,1.6,0.8,1.6,0.8,,,,,,,,,,,,,,,,,,,"Grae Kessinger","25813",666197
"Billy Cook","PIT",5.718,17.375,15.9321,3.41383,2.23816,0.73911,0.0543375,0.382218,1.7652,1.63207,1.07911,0.0499474,5.03019,0.194634,0.111226,0.0579495,0.193163,0.403534,0.109994,0.214274,0.0621068,0.289507,0.214526,0.270691,0.339457,0.267406,0.610148,0.125184,5.05641,0.285169,,0.0128075,1.40903,-0.643964,66.8834,0.0128075,0.16,-0.6691616298630834,0.007584169507026672,-0.00854381,999,,,,,,,6.7,1.116666666,6.7,1.116666666,,,,,,,,,,,,,,,,,,,"Billy Cook","29573",695257
"Carlos Cortes","ATH",41.252,146.245,133.232,30.621,18.9104,7.00581,0.388015,4.31675,15.4747,16.2766,10.6436,0.218658,31.7641,0.902265,1.27499,0.19214,2.35998,0.552686,0.178794,0.229832,0.0727795,0.217198,0.335084,0.28871,0.385441,0.292987,0.674151,0.155609,3.20779,0.267249,,-0.162301,14.8972,-2.38281,83.5522,-0.162301,-0.21,-2.997353360056877,-2.119814708828926,-0.00855876,999,,,,,,,136.4,3.326829268,136.4,3.326829268,,,,,,,,,,,,,,,,,,,"Carlos Cortes","21842",666126
"Kristian Robinson","ARI",4.053,13.523,12.1478,2.61307,1.74333,0.497351,0.0473542,0.325028,1.52669,1.3171,1.16628,0.0296703,4.62312,0.116363,0.0708782,0.0217119,0.212666,0.388719,0.0688177,0.215107,0.0862439,0.341871,0.25227,0.288543,0.344113,0.279715,0.632657,0.129007,5.67364,0.314702,,0.0297812,1.23179,-0.366054,76.2147,0.0297812,0,-0.35143965296447277,-0.18763889372348785,-0.0091227,999,,,,,,,7.8,1.95,7.8,1.95,,,,,,,,,,,,,,,,,,,"Kristian Robinson","sa3006884",677565
"Junior Perez","ATH",10.693,43.159,38.9766,7.87705,4.68428,1.86555,0.107775,1.21945,4.94217,3.90518,3.48146,0.0553186,15.301,0.20548,0.23091,0.264538,0.465576,1.54036,0.208075,0.202097,0.0806659,0.354526,0.227532,0.269592,0.349351,0.271756,0.618942,0.147254,5.97158,0.293453,,0.167964,3.65239,-1.44718,68.9266,0.167964,0,-1.412673905491829,-0.16501542925834656,-0.00943594,999,,,,,,,33.8,3.072727272,33.8,3.072727272,,,,,,,,,,,,,,,,,,,"Junior Perez","sa3005744",678577
"Sandy León","ATL",3.238,7.759,6.88432,1.20213,0.823701,0.204175,0.00315279,0.1711,0.640025,0.677011,0.593715,0.00326964,2.62787,0.0747175,0.0458314,0.0713856,0.127371,0.0194104,0.00962778,0.174618,0.0765195,0.338687,0.22593,0.246172,0.279753,0.236764,0.525925,0.105135,2.12418,0.249572,,-0.00988965,0.436186,-0.480599,47.3054,-0.00988965,0,-0.4944705590605736,0.14254482090473175,-0.00959506,999,,,,,,,1.6,0.533333333,1.6,0.533333333,,,,,,,,,,,,,,,,,,,"Sandy Leon","5273",506702
"Tyler Callihan","PIT",18.79,56.289,51.0196,11.1675,7.52031,2.34327,0.180767,1.12319,5.932,4.88803,3.9368,0.114075,15.7333,0.448155,0.319829,0.564566,0.792649,1.6317,0.255521,0.218887,0.0699391,0.279509,0.250221,0.279096,0.337946,0.271737,0.617042,0.119059,5.4844,0.291284,,0.143859,4.7627,-1.88828,69.8504,0.143859,-0.16,-1.867544800043106,-0.10200617834925652,-0.00990407,999,,,,,,,41.6,2.189473684,41.6,2.189473684,,,,,,,,,,,,,,,,,,,"Tyler Callihan","27497",682997
"Tyler Fitzgerald","SFG",23.48,88.136,80.9271,17.4452,11.7396,3.44937,0.519067,1.73714,9.33481,7.50094,5.06552,0.00872282,26.3968,1.12257,0.547836,0.472964,1.06464,2.30097,0.51781,0.215566,0.0574739,0.299501,0.191899,0.269592,0.335414,0.266349,0.605006,0.119848,5.93688,0.294483,,0.129846,7.07175,-3.3422,70.4361,0.129846,0.05,-2.958382338285446,-0.0707818977534771,-0.00990979,999,,,,,,,66.4,2.886956521,66.4,2.886956521,,,,,,,,,,,,,,,,,,,"Tyler Fitzgerald","26208",666149
"Oliver Dunn","CHW",4.05,11.625,10.454,2.04632,1.39473,0.409197,0.0541609,0.188239,1.15701,0.826802,0.935045,0.0138305,3.88982,0.122398,0.0598979,0.0536511,0.174925,0.293281,0.067188,0.195745,0.080434,0.334608,0.240382,0.268229,0.299269,0.254185,0.567497,0.103524,5.7393,0.288709,,0.0150444,0.817944,-0.555639,59.3851,0.0150444,0,-0.5414370913058519,0.042713843286037445,-0.010089,999,,,,,,,4.2,1.05,4.2,1.05,,,,,,,,,,,,,,,,,,,"Oliver Dunn","26295",686554
"Trey Mancini","LAA",2.948,9.51,8.59591,1.95861,1.32915,0.34448,0.00278308,0.282194,0.93148,1.02928,0.720972,0.0302451,2.40386,0.119744,0.0597176,0.0136596,0.192291,0.0308578,0.0127772,0.227853,0.075812,0.252772,0.299923,0.294779,0.367063,0.290255,0.661842,0.139209,2.12481,0.280826,,-0.013186,0.947636,-0.176044,83.3115,-0.013186,0,-0.20024130586534739,-0.22746913135051727,-0.0102713,999,,,,,,,5.2,1.733333333,5.2,1.733333333,,,,,,,,,,,,,,,,,,,"Trey Mancini","15149",641820
"Eloy Jiménez","TOR",7.139,27.44,25.1375,6.13569,4.2156,1.00891,0,0.91119,3.00293,3.27451,1.87656,0.0441984,5.36448,0.19002,0.202781,0.0331734,0.710172,0.0598005,0.0234183,0.244086,0.0683879,0.195499,0.349813,0.299279,0.392966,0.301276,0.692245,0.148881,2.0755,0.274043,,-0.0388112,2.97983,-0.262422,92.6853,-0.0388112,0,-0.27537884935736656,-0.7711882591247559,-0.0104489,999,,,,,,,26.9,3.842857142,26.9,3.842857142,,,,,,,,,,,,,,,,,,,"Eloy Jimenez","17484",650391
"Brett Wisely","ATL",14.544,48.146,43.6925,9.31996,6.45331,2.07878,0.0739068,0.713966,4.52981,4.06601,3.33035,0.157801,11.6258,0.351272,0.355598,0.416265,0.72233,0.856198,0.254414,0.213308,0.069172,0.241471,0.286461,0.2724,0.313291,0.258895,0.585691,0.0999826,4.35598,0.271411,,0.0011867,3.57171,-2.11711,62.4657,0.0011867,0.05,-2.1406325361458585,0.42407404258847237,-0.0117383,999,,,,,,,32.5,2.166666666,32.5,2.166666666,,,,,,,,,,,,,,,,,,,"Brett Wisely","27735",689172
"Joey Meneses","ATH",15.718,46.978,43.4263,10.8316,7.42778,2.19335,0.000711382,1.20973,4.86988,5.24001,2.74102,0.123557,9.06377,0.368181,0.385405,0.0570649,1.04452,0.100187,0.0406969,0.249424,0.0583469,0.192937,0.302415,0.297112,0.383535,0.295784,0.680647,0.134111,2.07751,0.286891,,-0.0653747,4.89205,-0.658762,85.4787,-0.0653747,0,-0.8694080337882042,-0.8630585074424744,-0.0118232,999,,,,,,,42.8,2.675,42.8,2.675,,,,,,,,,,,,,,,,,,,"Joey Meneses","14366",608841
"Rhylan Thomas","SEA",5.7,18.386,16.9942,4.23092,3.28489,0.799021,0.0212101,0.125805,1.77808,1.49039,0.968473,0.0421475,1.77254,0.0933034,0.140572,0.189425,0.368146,0.575033,0.122423,0.248962,0.0526745,0.0964073,0.546374,0.290862,0.320684,0.269729,0.611547,0.0717219,4.76336,0.269428,,0.0364555,1.52568,-0.646764,76.8812,0.0364555,-0.02,-0.464529424905777,-0.28388886526227,-0.0118275,999,,,,,,,13.2,2.2,13.2,2.2,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"Davis Wendzel","PIT",4.761,15.11,13.752,2.82918,1.90744,0.576316,0.0175341,0.327893,1.35618,1.48937,1.0015,0.011083,3.37165,0.216502,0.109139,0.0308835,0.243262,0.0711978,0.0174075,0.205729,0.0662807,0.22314,0.297036,0.268397,0.321717,0.261594,0.590114,0.115988,2.85306,0.246152,,-0.0134491,1.15404,-0.631319,62.9019,-0.0134491,0,-0.6778191579505801,0.05551880970597267,-0.0122352,999,,,,,,,8.7,1.74,8.7,1.74,,,,,,,,,,,,,,,,,,,"Davis Wendzel","26469",673995
"Kemp Alderman","MIA",4.024,13.716,12.8003,2.9538,2.01515,0.54524,0.0375778,0.355832,1.3802,1.46297,0.676363,0.00468525,3.80416,0.141064,0.0752997,0.0229692,0.273082,0.219784,0.0445618,0.23076,0.0493119,0.277352,0.177795,0.275412,0.362624,0.278458,0.638036,0.131863,4.59714,0.298083,,0.00703911,1.23538,-0.385272,74.9971,0.00703911,0,-0.39941628789529204,-0.18629629909992218,-0.013237,999,,,,,,,9.7,2.425,9.7,2.425,,,,,,,,,,,,,,,,,,,"Kemp Alderman","sa3022562",694580
"Donovan Solano",,7.155,20.711,18.9622,4.62961,3.38069,0.834239,0.0297627,0.38491,2.04168,2.0937,1.22309,0.00631168,4.67276,0.363897,0.129491,0.0323127,0.44575,0.0317508,0.0144365,0.244149,0.0590551,0.225617,0.261749,0.300628,0.352179,0.288459,0.652807,0.10803,2.22707,0.302457,,-0.0323152,2.03358,-0.413585,82.8649,-0.0323152,0,-0.4517579972743988,-0.3804931044578552,-0.0134338,999,,,,,,,14.9,2.128571428,14.9,2.128571428,,,,,,,,,,,,,,,,,,,"Donovan Solano","8623",456781
"Ryan Ward","LAD",5.282,17.359,15.9694,3.40994,2.08076,0.66716,0.0585465,0.603472,1.99204,2.07134,1.16193,0.0648444,4.5271,0.0970223,0.109921,0.0207196,0.268878,0.232309,0.0561278,0.213529,0.0669355,0.260793,0.256662,0.269282,0.376007,0.279173,0.645289,0.162477,4.62688,0.256327,,0.00185692,1.57357,-0.477525,77.337,0.00185692,0,-0.46441197651438415,-0.24453704059123993,-0.013445,999,,,,,,,16.1,3.22,16.1,3.22,,,,,,,,,,,,,,,,,,,"Ryan Ward","sa1169792",669899
"Wade Meckler","LAA",11.545,33.919,30.6359,7.36223,5.55697,1.35042,0.184692,0.270146,3.37936,2.57151,2.80291,0.0661227,7.14938,0.186636,0.201474,0.0921219,0.751275,0.527339,0.121901,0.240314,0.0826354,0.210778,0.392049,0.306022,0.322905,0.280338,0.628927,0.0825909,4.6689,0.30285,,-0.000437292,3.10679,-0.900999,76.4799,-0.000437292,0,-0.9407104578567669,-0.37388667464256287,-0.0150563,999,,,,,,,22,1.833333333,22,1.833333333,,,,,,,,,,,,,,,,,,,"Wade Meckler","31490",685133
"Scott Kingery","CHC",3.429,7.383,6.79977,1.28607,0.866759,0.241676,0.0235282,0.154102,0.688489,0.601431,0.40491,0.00599847,2.37906,0.0403749,0.044687,0.0916907,0.0886976,0.1748,0.0257978,0.189134,0.0548436,0.322234,0.170198,0.237505,0.299584,0.236643,0.537089,0.110451,5.40851,0.262557,,0.0157733,0.414319,-0.458039,49.4851,0.0157733,0,-0.42625107429921627,0.027127424255013466,-0.0157039,999,,,,,,,-1.4,-0.466666666,-1.4,-0.466666666,,,,,,,,,,,,,,,,,,,"Scott Kingery","17975",664068
"Aaron Schunk","ATL",6.615,17.283,16.1604,3.58419,2.51402,0.738933,0.0728302,0.258407,1.61588,1.55303,0.834275,0.0306625,4.3548,0.11519,0.120169,0.052984,0.266109,0.18639,0.0661277,0.221789,0.0482714,0.25197,0.191576,0.263125,0.324498,0.257232,0.587623,0.102709,4.39869,0.28505,,-0.0124648,1.25881,-0.783314,61.3266,-0.0124648,0,-0.8046471895650029,0.06350308656692505,-0.0169976,999,,,,,,,12.3,1.757142857,12.3,1.757142857,,,,,,,,,,,,,,,,,,,"Aaron Schunk","25524",668845
"Jose Miranda","SDP",10.306,39.58,36.715,8.38071,5.80396,1.56861,0.0560006,0.952145,3.7711,4.14535,2.03942,0.0523315,7.11689,0.474254,0.295587,0.0557589,0.82997,0.124466,0.0571885,0.228264,0.0515266,0.17981,0.286561,0.275638,0.351839,0.274384,0.627477,0.123575,2.53446,0.256675,,-0.0530912,3.43396,-1.24272,77.2853,-0.0530912,-0.05,-1.1186482422053814,-0.36808641627430916,-0.0173827,999,,,,,,,29,2.9,29,2.9,,,,,,,,,,,,,,,,,,,"Jose Miranda","20538",669304
"Tristin English","ATL",1.947,6.957,6.47945,1.45265,1.02047,0.275181,0.0127828,0.144218,0.643809,0.70559,0.326377,0.00253193,1.60586,0.0904908,0.0490169,0.0116635,0.142033,0.0180562,0.00514958,0.224193,0.0469134,0.230826,0.203241,0.269175,0.337381,0.266225,0.606557,0.113188,2.78519,0.273822,,-0.00796969,0.557504,-0.264519,67.4866,-0.00796969,0,-0.27605850994586945,-0.12781083583831787,-0.0176395,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Tristin English","26148",663536
"Tristan Peters","CHW",8.224,29.818,27.0599,5.96347,3.99003,1.27086,0.152798,0.549779,2.94189,2.61972,2.25845,0.0683751,6.14296,0.204136,0.242265,0.0532713,0.456638,0.449123,0.0914086,0.22038,0.0757411,0.206015,0.367648,0.283089,0.33959,0.27397,0.622678,0.119209,4.74089,0.262681,,0.0102445,2.57701,-0.946219,73.0145,0.0102445,-0.05,-0.9381344066932797,-0.26152263954281807,-0.0177379,999,,,,,,,24.9,3.1125,24.9,3.1125,,,,,,,,,,,,,,,,,,,"Tristan Peters","30063",671976
"Ethan Murray","MIL",3.816,14.908,13.5448,2.71524,1.87179,0.577171,0.0323485,0.233932,1.27678,1.29506,1.04585,0.00118146,4.29245,0.137404,0.0873284,0.0925876,0.267896,0.184567,0.0377596,0.200463,0.0701533,0.287929,0.243648,0.263138,0.299664,0.251362,0.562802,0.0992011,3.97823,0.272498,,0.00128964,1.01477,-0.746724,58.5309,0.00128964,0,-0.7314306191401556,0.058888886123895645,-0.0180632,999,,,,,,,8.7,2.175,8.7,2.175,,,,,,,,,,,,,,,,,,,"Ethan Murray","sa3017051",696140
"Jase Bowen","SDP",3.215,11.15,10.2833,2.17733,1.47644,0.405403,0.0584413,0.237052,1.16042,0.96914,0.61289,0.00366389,3.40268,0.11555,0.0724224,0.0657954,0.151329,0.277258,0.0422621,0.211734,0.0549677,0.305174,0.18012,0.262154,0.331679,0.260876,0.593834,0.119946,5.98535,0.288903,,0.0236128,0.845095,-0.472364,68.0323,0.0236128,0,-0.3988426961004734,-0.14884258806705475,-0.0180809,999,,,,,,,4.2,1.4,4.2,1.4,,,,,,,,,,,,,,,,,,,"Jase Bowen","sa3011267",687749
"Petey Halpin","CLE",26.161,63.28,58.1151,12.417,8.22387,2.64365,0.282821,1.26661,6.11803,5.82572,4.24629,0.0451053,18.3564,0.360993,0.41784,0.139782,0.829787,1.02817,0.216649,0.213661,0.0671032,0.290082,0.231325,0.269626,0.334269,0.265646,0.603895,0.120608,4.86284,0.286568,,0.0325039,5.04125,-2.43577,68.7217,0.0325039,0.23,-2.3003190979361534,-0.058370813727378845,-0.0184874,999,,,,,,,41.2,1.584615384,41.2,1.584615384,,,,,,,,,,,,,,,,,,,"Petey Halpin","27931",690984
"Michael Siani","LAD",10.29,26.508,23.7001,4.84977,3.68512,0.777204,0.149898,0.23755,2.97921,1.59484,2.10356,0.0517569,6.62605,0.209,0.152172,0.343118,0.444822,1.06052,0.233863,0.20463,0.0793558,0.249964,0.317469,0.273738,0.280142,0.24953,0.553881,0.0755122,6.58517,0.271487,,0.0770797,1.76495,-1.36717,57.0307,0.0770797,0.05,-1.2729062885046005,0.20879628136754036,-0.0186395,999,,,,,,,14.8,1.48,14.8,1.48,,,,,,,,,,,,,,,,,,,"Michael Siani","22557",672279
"Ben Gamel","ATL",18.883,79.781,70.3251,15.4367,10.4115,3.14083,0.167098,1.71725,8.34028,7.54625,8.14293,0.23401,21.8536,0.55924,0.459566,0.294129,1.38609,0.535348,0.182994,0.219504,0.102066,0.27392,0.372613,0.303683,0.342174,0.287126,0.645858,0.12267,3.30369,0.29058,,-0.092507,7.74722,-1.67952,81.8051,-0.092507,-0.15,-1.812963105738163,-1.0242129266262054,-0.0187071,999,,,,,,,70.4,3.705263157,70.4,3.705263157,,,,,,,,,,,,,,,,,,,"Ben Gamel","12160",592325
"Dairon Blanco","TEX",7.662,16.768,15.2807,3.39764,2.37534,0.571997,0.106,0.344303,2.26743,1.11116,0.952334,0.0164011,4.50002,0.233429,0.0838524,0.217636,0.174317,1.45866,0.300335,0.222347,0.0567947,0.268369,0.211629,0.276936,0.341249,0.272005,0.618185,0.118902,8.07142,0.290233,,0.145338,1.42242,-0.55885,73.3236,0.145338,-0.03,-0.38186870515346527,-0.38472223095595837,-0.0193845,999,,,,,,,9.6,1.2,9.6,1.2,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Sterlin Thompson","COL",6.55,26.267,23.9636,5.83061,3.93756,1.2085,0.129189,0.555361,2.90142,2.72525,1.7273,0.0371773,6.33816,0.388483,0.148533,0.039094,0.490156,0.452203,0.102681,0.243311,0.0657593,0.241298,0.272523,0.302975,0.374049,0.296782,0.677024,0.130738,4.9741,0.306369,,0.00867402,2.75661,-0.347036,75.2377,0.00867402,0,-0.7622203854843974,-0.30324074625968933,-0.0195981,999,,,,,,,27.9,3.985714285,27.9,3.985714285,,,,,,,,,,,,,,,,,,,"Sterlin Thompson","sa3019999",694514
"Drew Gilbert","SFG",39.381,145.168,131.284,28.9617,19.3814,6.23331,0.543965,2.803,14.8429,13.3349,10.8026,0.253867,30.1005,1.92034,0.956544,0.204393,2.4323,1.84917,0.504818,0.220603,0.0744141,0.207349,0.358883,0.287552,0.340421,0.27752,0.627973,0.119818,4.33917,0.263332,,-0.0471633,12.9645,-4.1882,78.089,-0.0471633,0.37,-3.8170500323176384,-1.210101842880249,-0.0201941,999,,,,,,,122.7,3.146153846,122.7,3.146153846,,,,,,,,,,,,,,,,,,,"Drew Gilbert","31545",687551
"Dominic Fletcher","PIT",5.164,16.166,14.8976,3.29934,2.36165,0.673049,0.0498959,0.214744,1.43622,1.41601,0.861123,0.026601,3.52108,0.177825,0.115872,0.113624,0.285415,0.135059,0.0506577,0.221468,0.0532675,0.217808,0.244562,0.270258,0.31659,0.258871,0.586848,0.0951212,3.8009,0.273515,,-0.0160075,1.19896,-0.711175,61.0369,-0.0160075,-0.06,-0.7625431586056948,0.019691359251737595,-0.0209746,999,,,,,,,7.7,1.54,7.7,1.54,,,,,,,,,,,,,,,,,,,"Dominic Fletcher","26149",666150
"A.J. Vukovich","ARI",5.866,23.394,21.7243,4.95441,3.36095,0.938665,0.0750408,0.579759,2.40452,2.57803,1.37207,0.0565697,7.4301,0.139744,0.125352,0.0325256,0.43153,0.241212,0.0527385,0.228058,0.0586506,0.317607,0.184664,0.27679,0.358236,0.276832,0.635027,0.130178,4.15885,0.316092,,-0.00514981,2.07617,-0.688014,74.2396,-0.00514981,0,-0.719401266425848,-0.27157407999038696,-0.0217569,999,,,,,,,21.3,3.55,21.3,3.55,,,,,,,,,,,,,,,,,,,"A.J. Vukovich","sa3014525",691021
"Nicky Lopez","COL",10.884,31.373,28.1419,7.01345,5.67114,1.12931,0.179192,0.0338128,3.19466,2.10253,2.35601,0.0458143,4.53663,0.241958,0.189158,0.424225,0.847038,0.672181,0.227458,0.249217,0.0750968,0.144603,0.51933,0.310757,0.305686,0.276626,0.616443,0.0564685,4.9619,0.293748,,-0.0129993,2.77905,-0.927914,61.43,-0.0129993,0.02,-1.4471650533378124,0.18796295300126076,-0.0220396,999,,,,,,,22,2,22,2,,,,,,,,,,,,,,,,,,,"Nicky Lopez","19339",670032
"Adrian Del Castillo","ARI",60.58,228.173,206.421,46.8291,28.9731,10.4612,0.620627,6.77415,23.7526,27.741,17.7856,0.668682,64.3648,1.94002,1.66388,0.362278,3.34801,0.475109,0.169223,0.226862,0.0779481,0.282088,0.276326,0.292149,0.382005,0.293583,0.674154,0.155144,2.8226,0.292487,,-0.291356,23.3531,-3.60732,85.7146,-0.291356,0.39,-4.154576450586319,-3.661131739616394,-0.0229525,999,,,,,,,217.7,3.568852459,217.7,3.568852459,,,,,,,,,,,,,,,,,,,"Adrian Del Castillo","29554",680728
"Jorge Barrosa","ARI",35.212,122.152,111.151,25.063,17.1373,5.91958,0.44321,1.56293,12.5342,10.5519,8.43956,0.218926,28.5656,0.948183,0.750105,0.862788,2.11244,2.66666,0.721482,0.225485,0.0690906,0.233853,0.295444,0.284038,0.328901,0.270824,0.612939,0.103416,4.97633,0.287382,,0.0642091,10.2449,-4.18828,70.1242,0.0642091,0.98,-4.26106534153223,-0.029162287712097168,-0.0231432,999,,,,,,,95.1,2.717142857,95.1,2.717142857,,,,,,,,,,,,,,,,,,,"Jorge Barrosa","23968",678489
"Orlando Arcia","MIN",35.101,130.879,120.108,25.7377,17.7029,5.13991,0,2.89487,11.6875,12.9393,8.33711,0.0769621,28.2845,0.653891,0.843004,0.267716,2.8829,0.232553,0.102503,0.214288,0.0637009,0.216112,0.294759,0.267263,0.329388,0.262873,0.596651,0.115101,1.92433,0.254455,,-0.171183,10.1319,-5.33245,64.869,-0.171183,0.01,-5.590352579951286,0.8405792210251093,-0.02508,999,,,,,,,95.3,2.722857142,95.3,2.722857142,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Zach Dezenzo","HOU",29.872,114.161,104.382,23.6379,15.6883,4.56545,0.151117,3.23307,12.3768,12.0176,8.02549,0.0481326,35.2017,0.954473,0.64052,0.158144,1.76668,1.4956,0.425349,0.226455,0.0702998,0.308352,0.227986,0.286115,0.366008,0.286001,0.652123,0.139553,3.82791,0.306434,,-0.0376026,10.9814,-2.50758,82.1346,-0.0376026,-0.29,-2.4414297714829445,-1.7388183176517487,-0.0256817,999,,,,,,,102,3.4,102,3.4,,,,,,,,,,,,,,,,,,,"Zach Dezenzo","31562",701305
