Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
,,2.77851,0,0,70,0,0,,70,293.023,66.2632,44.4337,40.6821,10.7602,49.6376,31.8353,0.890638,3.48541,5.23056,1.40141,6.38197,4.09311,1.5592,1.38345,0.169398,0.108644,0.06075369566679001,,0.257131,0.281306,0.646297,5.22899,206.1,2.9442857142857144,202,2.8857142857142857,-0.406249,-0.529045,0,999,-1,,Osiel Rodriguez,682640,sa3009991,sa3009991
,,2.39207,0,0,70,0,0,,70,316.361,82.1116,49.9167,45.7022,9.85296,26.5775,30.9515,0.961572,3.65027,5.876,1.61519,3.4171,3.97948,0.858681,1.26681,0.0840101,0.0978362,-0.013826094567775726,,0.291425,0.294539,0.636115,5.68855,130.8,1.8685714285714288,169,2.414285714285714,-0.406279,-0.584279,0,999,-1,,Gabriel Jackson,682791,sa3009463,sa3009463
,,3.13292,0,0,70,0,0,,70,312.201,71.1532,42.9152,39.2919,10.0984,52.345,33.8835,0.94893,3.71237,5.05181,1.50052,6.73007,4.35645,1.54485,1.29837,0.167664,0.108531,0.05913311988115311,,0.259111,0.287774,0.683413,5.12624,200.4,2.862857142857143,210,3,-0.406356,-0.504626,0,999,-1,,Ray Gaither,668877,sa3017270,sa3017270
,,2.99478,0,0,70,0,0,,70,312.268,75.591,44.1343,40.408,10.0142,42.9203,29.4984,0.949131,3.56834,5.19532,1.50128,5.51833,3.79265,1.45501,1.28754,0.137447,0.0944651,0.04298216849565506,,0.270741,0.289821,0.669325,5.18577,184.4,2.6342857142857143,207,2.9571428571428573,-0.40639,-0.538932,0,999,-1,,Yorlin Calderon,683583,sa3010371,sa3010371
,,2.56093,0,0,70,0,0,,70,290.657,68.7928,46.3137,42.4034,9.9885,40.5454,31.3072,0.883445,3.44833,5.45186,1.43,5.21298,4.02521,1.29508,1.28424,0.139496,0.107712,0.03178395330905914,,0.268826,0.286337,0.624579,5.32123,195.6,2.794285714285714,200,2.857142857142857,-0.406433,-0.581854,0,999,-1,,Chandler Jozwiak,685001,sa3017307,sa3017307
BOS,Red Sox,3.21312,0,0,70,0,0,,70,316.1,72.1942,42.5621,38.9685,10.3668,52.9849,33.1743,0.960781,3.72139,5.01024,1.50526,6.81234,4.26527,1.59717,1.33287,0.16762,0.104949,0.06267175823450089,,0.258571,0.286433,0.691282,5.12779,202.8,2.8971428571428572,215,3.0714285714285716,-0.406693,-0.51453,0,999,3,AL,Jacob Webb,701288,sa3017547,sa3017547
MIN,Twins,3.09396,0,0,70,0,0,,70,308.333,69.7848,42.9165,39.2931,10.6075,52.7312,32.6778,0.937173,3.64046,5.05196,1.46375,6.77973,4.20143,1.61367,1.36382,0.17102,0.105982,0.06503824144601822,,0.256547,0.283584,0.679656,5.15499,195.7,2.7957142857142854,202,2.8857142857142857,-0.406763,-0.50459,0,999,8,AL,Xavier Kolhosser,828492,sa3035617,sa3035617
ATH,Athletics,3.10663,0,0,70,0,0,,70,321.103,78.8461,43.9014,40.1948,9.9424,43.1491,29.2478,0.975986,3.63352,5.1679,1.5442,5.54775,3.76043,1.4753,1.27831,0.134378,0.0910854,0.04329245537519455,,0.273561,0.293045,0.681633,5.15795,176.6,2.5228571428571427,207,2.9571428571428573,-0.406774,-0.546625,0,999,10,AL,Lincoln Henzman,669205,sa3005187,sa3005187
CLE,Guardians,2.33395,0,0,70,0,0,,70,364.583,84.8834,53.3805,48.8736,13.4021,45.0581,51.2212,1.10814,4.71942,6.28375,1.94435,5.79319,6.58558,0.879677,1.72313,0.123588,0.140492,-0.016904398798942566,,0.275022,0.285717,0.704985,6.73418,59.10000000000002,0.8442857142857146,103,1.4714285714285715,-0.407275,-0.433251,0,999,5,AL,Santiago Peraza,808071,sa3021002,sa3021002
,,2.31228,0,0,70,0,0,,70,318.435,81.1056,50.8012,46.5121,10.6671,29.3995,33.268,0.967878,3.74389,5.98012,1.63391,3.77993,4.27732,0.883715,1.37148,0.0923248,0.104473,-0.012148648500442505,,0.288198,0.291844,0.639306,5.8624,119.1,1.7014285714285713,154,2.2,-0.407333,-0.563572,0,999,-1,,Henry Gomez,683510,sa3009993,sa3009993
,,3.13534,0,0,70,0,0,,70,318.561,76.0521,43.4417,39.7739,10.6278,48.8148,29.9445,0.96826,3.63536,5.11379,1.51424,6.27619,3.85001,1.63017,1.36643,0.153235,0.0939993,0.05923594534397125,,0.266867,0.29008,0.686528,5.1533,181.1,2.587142857142857,203,2.9,-0.407349,-0.489861,0,999,-1,,Cruz Noriega,679200,sa3005702,sa3005702
,,2.3249,0,0,70,0,0,,70,345.929,86.8197,52.4158,47.9903,11.6263,32.0784,40.4946,1.05144,4.2107,6.17018,1.81878,4.12437,5.20645,0.792165,1.49481,0.0927313,0.117061,-0.02432924509048462,,0.288223,0.291992,0.674533,6.29372,76.19999999999999,1.0885714285714283,126,1.8,-0.407406,-0.481194,0,999,-1,,Reilin Ramirez,807826,sa3022115,sa3022115
CHW,White Sox,2.17981,0,0,70,0,0,,70,306.727,71.1755,51.2606,46.9327,11.0624,39.1027,40.8382,0.932292,3.89616,6.0342,1.6002,5.02748,5.25063,0.957502,1.42231,0.127483,0.133142,-0.005658313632011414,,0.27167,0.283783,0.629394,5.98956,141.1,2.0157142857142856,150,2.142857142857143,-0.407433,-0.532516,0,999,4,AL,Morris Austin,809459,sa3022955,sa3022955
TEX,Rangers,2.22964,0,0,70,0,0,,70,322.292,77.1046,51.8236,47.4481,11.3386,36.9983,41.1704,0.979599,4.03649,6.10047,1.68964,4.75693,5.29334,0.898663,1.45782,0.114798,0.127743,-0.012945115566253662,,0.278271,0.287504,0.648933,6.12122,121.5,1.7357142857142858,146,2.085714285714286,-0.407434,-0.524127,0,999,13,AL,Mailon Felix,829463,sa3067089,sa3067089
,,2.86236,0,0,70,0,0,,70,305.916,72.3217,44.7823,41.0013,9.34315,44.7866,33.5869,0.929826,3.65034,5.2716,1.51298,5.75828,4.31832,1.33345,1.20126,0.146402,0.109791,0.03661034256219864,,0.269175,0.293539,0.658489,5.18656,196.10000000000002,2.8014285714285716,209,2.9857142857142858,-0.407777,-0.582656,0,999,-1,,Brayhans Barreto,810980,sa3022316,sa3022316
,,2.26108,0,0,70,0,0,,70,298.927,74.0689,49.9085,45.6947,11.8364,34.0946,29.2211,0.908583,3.4483,5.87504,1.47557,4.38359,3.757,1.16678,1.52183,0.114056,0.0977532,0.016303271055221558,,0.278185,0.282455,0.615568,5.75932,149.99999999999997,2.1428571428571423,166,2.3714285714285714,-0.407947,-0.584789,0,999,-1,,Albert Rivas,691309,sa3018286,sa3018286
KCR,Royals,2.25381,0,0,70,0,0,,70,317.309,77.7069,51.272,46.9431,11.6191,36.3042,36.4582,0.964456,3.83971,6.03554,1.63093,4.66769,4.68748,0.995778,1.49389,0.114413,0.114898,-0.00048513710498809814,,0.280519,0.288482,0.642433,5.98276,119.59999999999997,1.7085714285714282,146,2.085714285714286,-0.40801,-0.531749,0,999,7,AL,Gijs Van Den Brink,806923,sa3023616,sa3023616
CIN,Reds,9.07403,0,33,33,0,0,,198,825.012,214.793,144.452,132.256,34.0485,91.7207,70.1794,2.50761,9.17186,6.01163,1.43925,4.16913,3.18997,1.30695,1.54766,0.111175,0.0850648,0.026110321283340454,,0.288057,0.291574,0.592152,5.64646,435,2.196969696969697,495,2.5,-0.408037,-1.73834,0,999,18,NL,David Lorduy,800124,sa3019135,sa3019135
,,2.27907,0,0,70,0,0,,70,321.227,81.6855,51.2958,46.9649,12.1357,30.8993,31.658,0.976364,3.71402,6.03834,1.61919,3.97277,4.07031,0.976036,1.5603,0.0961915,0.0985532,-0.002361766993999481,,0.285758,0.286425,0.643958,6.02201,111.19999999999999,1.5885714285714283,148,2.1142857142857143,-0.408055,-0.53014,0,999,,,Juan Zapata,679033,sa3005452,sa3005452
SDP,Padres,3.35678,0,0,70,0,0,,70,321.825,69.9196,41.8448,38.3118,10.3643,61.2914,38.1804,0.978182,3.93403,4.92581,1.54429,7.88032,4.90891,1.60531,1.33255,0.190449,0.118637,0.07181233167648315,,0.249971,0.286247,0.707931,5.11366,209,2.9857142857142858,216,3.085714285714286,-0.408069,-0.454571,0,999,29,NL,Eli Villalobos,681871,20408,20408
,,9.74891,0,33,33,0,0,,198,880.234,225.94,143.327,131.226,34.023,115.575,84.2463,2.67546,10.0947,5.96482,1.5666,5.25343,3.82938,1.37188,1.5465,0.131301,0.0957089,0.035591885447502136,,0.287494,0.301616,0.635522,5.63095,409.4,2.0676767676767676,498,2.515151515151515,-0.408265,-1.65419,0,999,-1,,Zach Thompson,605507,16094,16094
LAA,Angels,10.9556,0,33,33,0,0,,198,931.768,217.434,133.511,122.238,31.0114,141.562,112.198,2.83209,11.4446,5.55629,1.66481,6.43465,5.09989,1.26172,1.40961,0.151929,0.120414,0.03151494264602661,,0.26906,0.293324,0.685221,5.61469,434.70000000000005,2.1954545454545458,502,2.5353535353535355,-0.408281,-0.88056,0,999,1,AL,Keythel Key,700322,sa3016282,sa3016282
,,4.444,0,0,70,0,0,,70,368,71.6937,37.5363,34.3671,9.19934,83.705,53.3895,1.11853,4.81931,4.41862,1.7869,10.7621,6.86436,1.56782,1.18277,0.22746,0.14508,0.08237937092781067,,0.231426,0.288143,0.780247,4.94667,214.10000000000002,3.0585714285714287,227,3.242857142857143,-0.408294,-0.14532,0,999,,,Alex Speas,666208,21859,21859
,,3.20296,0,0,70,0,0,,70,319.073,74.7818,42.906,39.2834,10.3108,50.0086,31.6738,0.969817,3.69663,5.05072,1.52079,6.42968,4.07234,1.57886,1.32567,0.156731,0.0992681,0.0574626624584198,,0.263592,0.288611,0.690603,5.13705,192,2.742857142857143,212,3.0285714285714285,-0.408442,-0.504886,0,999,,,Theo Denlinger,690281,sa3016908,sa3016908
KCR,Royals,2.38743,0,0,70,0,0,,70,378,89.6453,53.6413,49.1123,14.6897,44.645,49.5647,1.14892,4.77634,6.31444,1.98871,5.74007,6.3726,0.900742,1.88867,0.118109,0.131124,-0.013015002012252808,,0.276975,0.283575,0.72122,6.91654,24.5,0.35,80,1.1428571428571428,-0.408448,-0.43375,0,999,7,AL,Sthiven Benitez,821823,sa3024889,sa3024889
PIT,Pirates,2.83696,0,0,70,0,0,,70,301.391,69.7614,44.626,40.8582,9.24945,45.9961,34.802,0.916073,3.65279,5.2532,1.49376,5.91378,4.47454,1.32165,1.18921,0.152612,0.115471,0.037141457200050354,,0.265316,0.291356,0.654237,5.18678,200.3,2.8614285714285717,208,2.9714285714285715,-0.408578,-0.588593,0,999,27,NL,Alexis Torres,800225,sa3019375,sa3019375
NYM,Mets,3.20799,0,0,70,0,0,,70,311.424,67.5629,42.1936,38.6311,11.5981,61.662,34.0722,0.946568,3.71213,4.96686,1.45193,7.92798,4.38072,1.80974,1.49119,0.198,0.109408,0.08859235048294067,,0.246904,0.279294,0.696055,5.14663,203.59999999999997,2.908571428571428,204,2.914285714285714,-0.408895,-0.446531,0,999,25,NL,Eli Ankeney,690716,sa3020390,sa3020390
,,2.39244,0,0,70,0,0,,70,297.067,73.08,48.4811,44.3878,10.3909,35.3041,30.7734,0.902929,3.48402,5.707,1.48362,4.5391,3.95658,1.14723,1.33597,0.118842,0.103591,0.01525166630744934,,0.278072,0.288738,0.620028,5.52436,173.2,2.474285714285714,188,2.6857142857142855,-0.409107,-0.581714,0,999,-1,,Jeral Vizcaino,800498,sa3018866,sa3018866
MIN,Twins,2.9809,0,0,70,0,0,,70,303.915,68.5174,43.5345,39.8589,10.0491,51.576,34.4616,0.923742,3.66254,5.12471,1.47113,6.6312,4.43077,1.49662,1.29203,0.169706,0.113392,0.056313298642635345,,0.257787,0.286377,0.668589,5.16169,205.6,2.9371428571428573,210,3,-0.409172,-0.558741,0,999,8,AL,Anderson Ramos,823414,sa3024098,sa3024098
ARI,Diamondbacks,2.85358,0,0,70,0,0,,70,299.186,69.1405,44.2798,40.5413,9.46807,44.8358,33.3314,0.909371,3.58597,5.21245,1.46388,5.76461,4.28547,1.34515,1.21732,0.149859,0.111407,0.038452260196208954,,0.263624,0.286935,0.652256,5.19464,206.9,2.955714285714286,212,3.0285714285714285,-0.409245,-0.534126,0,999,15,NL,Sandro Santana,811139,sa3021030,sa3021030
SEA,Mariners,2.59265,0,0,70,0,0,,70,311.854,80.8974,47.731,43.7011,10.1544,31.62,26.9199,0.947876,3.47989,5.61871,1.54025,4.06543,3.46113,1.1746,1.30557,0.101394,0.0863221,0.015071429312229156,,0.287426,0.295156,0.64194,5.42037,158.4,2.262857142857143,194,2.7714285714285714,-0.409273,-0.621353,0,999,11,AL,Aneury Lora,699699,sa3019365,sa3019365
,,3.35055,0,0,70,0,0,,70,323.573,73.6372,42.0484,38.4982,10.7972,56.2696,33.1753,0.983495,3.78355,4.94977,1.52589,7.23466,4.2654,1.69613,1.38821,0.173901,0.102528,0.07137253880500793,,0.256921,0.286225,0.706289,5.11658,191.29999999999998,2.7328571428571427,208,2.9714285714285715,-0.409695,-0.449878,0,999,-1,,Eddy Demurias,681493,sa3007852,sa3007852
MIA,Marlins,2.21295,0,0,70,0,0,,70,311.571,72.7485,51.2729,46.9439,9.87216,36.9806,43.8159,0.947015,4.0346,6.03565,1.66521,4.75465,5.63347,0.844,1.26928,0.118691,0.140629,-0.02193804830312729,,0.275854,0.289929,0.635481,5.96268,135.2,1.9314285714285713,150,2.142857142857143,-0.409733,-0.531686,0,999,20,NL,Natanael Polanco,702417,sa3016715,sa3016715
WSN,Nationals,2.38568,0,0,70,0,0,,70,289.436,70.1034,47.9356,43.8884,10.9498,36.6474,28.9075,0.879736,3.35907,5.64279,1.41444,4.71181,3.71668,1.26775,1.40784,0.126616,0.0998751,0.02674136310815811,,0.272596,0.282258,0.610356,5.50446,178.7,2.5528571428571425,185,2.642857142857143,-0.409949,-0.610542,0,999,24,NL,Austin Amaral,694544,sa3022903,sa3022903
TEX,Rangers,2.65801,0,0,70,0,0,,70,302.778,73.8692,46.4045,42.4866,9.17375,37.6974,32.3005,0.920287,3.58184,5.46256,1.51671,4.84681,4.15292,1.16708,1.17948,0.124505,0.10668,0.017824687063694,,0.276772,0.294037,0.640388,5.29958,182.9,2.612857142857143,201,2.8714285714285714,-0.409957,-0.57795,0,999,13,AL,Jesus Lafalaise,821611,sa3024950,sa3024950
CLE,Guardians,3.13119,0,0,70,0,0,,70,312.107,70.0969,42.922,39.2981,9.53974,53.4601,36.6228,0.948642,3.80189,5.05261,1.52457,6.87345,4.70864,1.45975,1.22654,0.171288,0.117341,0.053947389125823975,,0.258011,0.290189,0.683322,5.11186,196,2.8,203,2.9,-0.409985,-0.504435,0,999,5,AL,Trey Benton,668998,sa3015034,sa3015034
,,3.33189,0,0,70,0,0,,70,326.295,77.4238,42.4362,38.8533,10.2768,48.557,30.6367,0.991767,3.72247,4.99543,1.54372,6.24304,3.939,1.58493,1.32131,0.148813,0.0938927,0.05492059886455536,,0.265209,0.288059,0.700568,5.12888,187.8,2.682857142857143,213,3.0428571428571427,-0.410013,-0.440937,0,999,-1,,Sal Romano,607219,13690,13690
,,2.54805,0,0,70,0,0,,70,301.777,76.6155,47.3589,43.3603,10.9472,33.8864,25.4439,0.917244,3.34745,5.5749,1.45799,4.35682,3.27136,1.33181,1.4075,0.11229,0.0843136,0.02797607332468033,,0.280658,0.287827,0.630675,5.43392,166.5,2.3785714285714286,191,2.7285714285714286,-0.410569,-0.589043,0,999,-1,,Steven Sanchez,692669,sa3016595,sa3016595
,,2.23152,0,0,70,0,0,,70,331.9,77.4932,52.4076,47.9828,12.3634,40.6474,44.3832,1.0088,4.22229,6.16922,1.74109,5.2261,5.70641,0.91583,1.58958,0.122469,0.133724,-0.011255569756031036,,0.273543,0.282824,0.664343,6.35293,108.19999999999999,1.5457142857142856,132,1.8857142857142857,-0.410978,-0.481788,0,999,-1,,Allan Saathoff,802697,sa3020711,sa3020711
PHI,Phillies,3.08637,0,0,70,0,0,,70,310.84,70.4642,43.2038,39.5561,9.23475,50.9599,36.5157,0.944792,3.78783,5.08579,1.52828,6.55199,4.69488,1.39556,1.18732,0.163943,0.117474,0.04646831750869751,,0.260461,0.291095,0.678099,5.12146,204.3,2.9185714285714286,212,3.0285714285714285,-0.411106,-0.496532,0,999,26,NL,Ethan Chenault,694839,sa3023445,sa3023445
LAD,Dodgers,2.22817,0,0,70,0,0,,70,315.112,74.7538,51.3668,47.0299,10.6593,36.7932,41.3661,0.957776,3.98326,6.0467,1.65886,4.73055,5.3185,0.889452,1.37048,0.116762,0.131274,-0.014512136578559875,,0.27711,0.288312,0.639872,6.00702,126.69999999999999,1.8099999999999998,146,2.085714285714286,-0.411122,-0.525339,0,999,22,NL,Joseilyn Gonzalez,805120,sa3018910,sa3018910
,,9.36173,0,33,33,0,0,,198,841.96,219.779,142.69,130.642,29.4559,79.6738,77.7147,2.55912,9.56119,5.93828,1.50249,3.62153,3.53249,1.02521,1.3389,0.0946289,0.0923021,0.002326756715774536,,0.29122,0.294821,0.604101,5.58669,432.5,2.1843434343434343,509,2.5707070707070705,-0.411241,-1.65419,0,999,,,Jorge Bautista,682926,sa3008406,sa3008406
PHI,Phillies,3.60767,0,0,70,0,0,,70,333.465,71.8806,40.8071,37.3617,9.91112,64.4398,40.5208,1.01356,4.10795,4.80365,1.60573,8.28512,5.20982,1.59029,1.27429,0.193243,0.121515,0.07172861695289612,,0.248863,0.288922,0.726656,5.0473,200.8,2.8685714285714288,213,3.0428571428571427,-0.411475,-0.39305,0,999,26,NL,Andrew Bechtold,657510,sa829787,sa829787
,,2.33205,0,0,70,0,0,,70,309.147,79.3746,49.9688,45.7499,11.6854,30.3447,27.5291,0.939646,3.47747,5.88213,1.5272,3.90147,3.53946,1.10228,1.5024,0.0981564,0.0890487,0.00910767912864685,,0.285376,0.286685,0.628808,5.76714,131.99999999999997,1.8857142857142852,161,2.3,-0.41148,-0.581014,0,999,-2,,Jack Owen,671116,sa3017490,sa3017490
,,2.2235,0,0,70,0,0,,70,315.394,76.03,51.4298,47.0875,12.1018,36.686,36.7416,0.958634,3.83314,6.05411,1.61102,4.71677,4.72391,0.998487,1.55595,0.116318,0.116494,-0.00017621368169784546,,0.276654,0.282829,0.640117,6.07336,123.79999999999998,1.7685714285714282,145,2.0714285714285716,-0.411704,-0.521083,0,999,-1,,Alejandro Lugo,684126,sa3009253,sa3009253
,,3.11644,0,0,70,0,0,,70,316.008,73.4046,43.3878,39.7245,8.6682,47.3875,36.4023,0.9605,3.82705,5.10744,1.56867,6.09268,4.68029,1.30177,1.11448,0.149957,0.115194,0.03476250171661377,,0.266172,0.294627,0.680026,5.11513,191.5,2.7357142857142858,207,2.9571428571428573,-0.411835,-0.491374,0,999,-1,,Triston Polley,687423,sa3010258,sa3010258
TBR,Rays,2.97751,0,0,70,0,0,,70,315.085,75.7918,44.5234,40.7643,8.99982,43.6923,33.6896,0.957695,3.72994,5.24112,1.56402,5.61758,4.33152,1.29691,1.15712,0.138668,0.106922,0.031745925545692444,,0.272961,0.296888,0.670488,5.16188,183.70000000000002,2.6242857142857146,207,2.9571428571428573,-0.412013,-0.592492,0,999,12,AL,Kaleb Corbett,804254,sa3029367,sa3029367
DET,Tigers,3.0712,0,0,70,0,0,,70,311.408,71.8148,43.3866,39.7235,9.75097,49.4241,33.9819,0.946517,3.70901,5.1073,1.51138,6.35452,4.36911,1.45442,1.2537,0.158712,0.109124,0.04958821088075638,,0.262369,0.289286,0.677301,5.14924,191.8,2.74,204,2.914285714285714,-0.412223,-0.491406,0,999,6,AL,Donye Evans,692288,sa3023037,sa3023037
NYM,Mets,2.99578,0,0,70,0,0,,70,297.934,61.2802,42.8601,39.2414,10.0633,61.6103,40.4369,0.905564,3.80983,5.04532,1.4531,7.92133,5.19903,1.52362,1.29385,0.206792,0.135724,0.07106749713420868,,0.241558,0.28139,0.671665,5.14003,228.4,3.262857142857143,212,3.0285714285714285,-0.412238,-0.506172,0,999,25,NL,Ryan Ammons,686825,sa3023523,sa3023523
,,2.21406,0,0,70,0,0,,70,329.784,77.1792,52.4372,48.0099,14.0837,42.6193,40.0845,1.00237,4.06297,6.1727,1.6752,5.47963,5.15372,1.06324,1.81076,0.129234,0.121548,0.007686302065849304,,0.270201,0.275606,0.66457,6.42501,99.60000000000002,1.4228571428571433,122,1.7428571428571429,-0.412344,-0.479644,0,999,-1,,Patrick Pridgen,695231,sa3020564,sa3020564
,,2.80533,0,0,70,0,0,,70,304.441,74.7371,45.1781,41.3637,11.0871,41.0536,26.0903,0.925341,3.39091,5.31819,1.44039,5.27832,3.35446,1.57352,1.42548,0.134849,0.0856991,0.04915027320384979,,0.271811,0.285658,0.652353,5.28468,182.7,2.61,202,2.8857142857142857,-0.412458,-0.567617,0,999,-1,,Jacob Maton,681388,sa3020898,sa3020898
,,2.79042,0,0,70,0,0,,70,297.423,69.0535,44.7119,40.9369,10.4283,46.012,31.2316,0.904012,3.50209,5.26331,1.43264,5.91583,4.01549,1.47325,1.34078,0.154702,0.105007,0.04969484359025955,,0.262871,0.284244,0.648571,5.24578,202.6,2.894285714285714,207,2.9571428571428573,-0.412529,-0.58533,0,999,-1,,Grayson Thurman,806362,sa3020756,sa3020756
,,3.25357,0,0,70,0,0,,70,321.352,72.5468,42.6713,39.0685,10.0631,57.1932,36.4616,0.976744,3.87343,5.0231,1.55726,7.35341,4.68791,1.56859,1.29383,0.177977,0.113463,0.0645136684179306,,0.258158,0.292307,0.698873,5.09855,199.2,2.8457142857142856,214,3.057142857142857,-0.412917,-0.511467,0,999,-1,,Chipper Menard,828598,sa3067376,sa3067376
TBR,Rays,10.0039,0,33,33,0,0,,198,872.177,203.31,137.608,125.99,30.9682,130.375,106.905,2.65097,10.7748,5.72681,1.56674,5.92613,4.85932,1.21954,1.40765,0.149482,0.122573,0.026909373700618744,,0.269464,0.290551,0.646808,5.63451,462.10000000000014,2.3338383838383847,493,2.48989898989899,-0.412954,-1.22807,0,999,12,AL,Jeremy Pilon,802508,sa3023614,sa3023614
DET,Tigers,2.22063,0,0,70,0,0,,70,314.24,77.1639,51.3799,47.0418,13.2418,35.9516,32.1279,0.955128,3.67143,6.04824,1.56131,4.62234,4.13073,1.11901,1.70252,0.114408,0.10224,0.012167945504188538,,0.277128,0.278834,0.638125,6.1014,121.90000000000003,1.741428571428572,145,2.0714285714285716,-0.413123,-0.524456,0,999,6,AL,Ethan Sloan,826942,sa3025548,sa3025548
MIN,Twins,2.82077,0,0,70,0,0,,70,297.828,68.7526,44.4644,40.7103,11.1619,48.7271,30.0001,0.905243,3.46485,5.23418,1.41075,6.26491,3.85716,1.62423,1.4351,0.163608,0.10073,0.06287830322980881,,0.260069,0.281653,0.653083,5.25007,202.29999999999998,2.8899999999999997,206,2.942857142857143,-0.413131,-0.528029,0,999,8,AL,Xander Hamilton,687295,sa3023094,sa3023094
BOS,Red Sox,2.33911,0,0,70,0,0,,70,295.316,72.808,48.8663,44.7405,11.6902,35.773,28.0184,0.897607,3.37863,5.75235,1.44038,4.59938,3.60237,1.27676,1.50303,0.121135,0.0948762,0.026258379220962524,,0.275873,0.282357,0.615203,5.62968,159.59999999999997,2.2799999999999994,173,2.4714285714285715,-0.413281,-0.60579,0,999,3,AL,Danny Kirwin,814460,sa3023553,sa3023553
,,3.3918,0,0,70,0,0,,70,320.278,68.1882,41.4163,37.9195,10.9073,64.3963,37.85,0.973479,3.91028,4.87537,1.51483,8.27952,4.86643,1.70136,1.40237,0.201064,0.118179,0.08288519084453583,,0.244825,0.281875,0.711946,5.11062,207.89999999999998,2.9699999999999998,209,2.9857142857142858,-0.413449,-0.382054,0,999,,,Gabriel Ponce,676362,sa3009985,sa3009985
SEA,Mariners,2.42379,0,0,70,0,0,,70,316.053,80.628,49.6008,45.4129,9.41698,29.7783,33.6508,0.960638,3.73671,5.83881,1.63255,3.82864,4.32653,0.88492,1.21075,0.0942192,0.106472,-0.012252815067768097,,0.289336,0.297369,0.639775,5.63552,142.70000000000002,2.0385714285714287,179,2.557142857142857,-0.41354,-0.604085,0,999,11,AL,Ben Hernandez,690989,sa3014541,sa3014541
MIL,Brewers,2.86702,0,0,70,0,0,,70,311.645,76.1859,45.2202,41.4023,9.97538,42.2772,30.3643,0.947238,3.59171,5.32315,1.52215,5.43564,3.90399,1.39233,1.28255,0.135658,0.0974325,0.0382256880402565,,0.274357,0.2937,0.66242,5.23505,179.4,2.5628571428571427,202,2.8857142857142857,-0.413991,-0.566015,0,999,23,NL,Jesus Flores,808222,sa3021519,sa3021519
PHI,Phillies,2.73753,0,0,70,0,0,,70,297.11,67.5501,45.1805,41.3659,9.58744,48.2701,35.9022,0.903059,3.65347,5.31847,1.47789,6.20615,4.616,1.34449,1.23267,0.162465,0.120838,0.0416271910071373,,0.262276,0.290254,0.64725,5.23176,194.2,2.774285714285714,196,2.8,-0.414074,-0.567527,0,999,26,NL,Danyony Pulido,699707,sa3015502,sa3015502
PIT,Pirates,3.05109,0,0,70,0,0,,70,303.718,67.6311,42.8856,39.2647,11.1335,54.012,32.1032,0.923145,3.58315,5.04832,1.42478,6.94439,4.12755,1.68245,1.43145,0.177836,0.105701,0.07213527709245682,,0.252325,0.27847,0.675585,5.189,205.89999999999998,2.9414285714285713,207,2.9571428571428573,-0.414254,-0.505457,0,999,27,NL,Justin Meis,701568,sa3017207,sa3017207
WSN,Nationals,2.31062,0,0,70,0,0,,70,301.356,75.4597,49.6052,45.417,12.0129,33.729,27.7864,0.915964,3.42118,5.83933,1.47494,4.33659,3.57253,1.21387,1.54451,0.111924,0.0922046,0.019719861447811127,,0.279327,0.282732,0.620642,5.73987,150.39999999999998,2.148571428571428,169,2.414285714285714,-0.414453,-0.603808,0,999,24,NL,Luke Young,805272,sa3020819,sa3020819
COL,Rockies,3.07683,0,0,70,0,0,,70,315.689,74.2751,43.7046,40.0146,8.92205,45.6149,34.8644,0.95953,3.77369,5.14474,1.55914,5.86477,4.48257,1.30835,1.14712,0.144493,0.110439,0.03405401110649109,,0.268092,0.293703,0.677039,5.14473,189.9,2.712857142857143,208,2.9714285714285715,-0.414707,-0.553122,0,999,19,NL,Bryson Hammer,694811,sa3022664,sa3022664
MIA,Marlins,2.21431,0,0,70,0,0,,70,310.797,73.1281,51.2072,46.8838,10.9258,36.9704,40.4069,0.944662,3.91577,6.02792,1.62193,4.75333,5.19517,0.914952,1.40475,0.118953,0.13001,-0.011057093739509583,,0.274428,0.284577,0.634451,6.00747,134.89999999999998,1.9271428571428568,149,2.1285714285714286,-0.414751,-0.536125,0,999,20,NL,Samuel Vasquez,679029,sa3005849,sa3005849
TEX,Rangers,3.23752,0,0,70,0,0,,70,319.62,72.9222,42.6586,39.0569,10.3674,54.6259,34.2002,0.971479,3.78448,5.02161,1.53032,7.02333,4.39717,1.59724,1.33295,0.170909,0.107003,0.06390617787837982,,0.258924,0.288747,0.696092,5.12768,201.2,2.874285714285714,216,3.085714285714286,-0.414766,-0.511822,0,999,13,AL,Joey Danielson,828506,sa3025479,sa3025479
MIA,Marlins,9.89827,0,33,33,0,0,,198,874.503,220.262,139.787,127.985,31.8211,104.688,86.1548,2.65804,10.11,5.81749,1.54756,4.75853,3.91613,1.21511,1.44641,0.119711,0.0985186,0.021192334592342377,,0.283026,0.293645,0.636314,5.62551,421.6,2.1292929292929292,496,2.505050505050505,-0.414861,-1.3996,0,999,20,NL,Julio Mendez,801249,sa3019580,sa3019580
