Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIA,Marlins,113.884,377.705,422.553,87.2743,54.1833,19.1959,1.60137,12.2938,47.5818,46.4309,38.7273,1.01202,130.326,2.98364,2.44278,0.693949,4.95343,4.61206,1.59576,0.231065,0.305754,0.388012,0.693767,0.303347,0.0916507,0.308425,0.297157,0.156948,4.25676,0.315669,0.0820863,,46.5974,-3.33052,0.426335,-0.35746,-0.275374,0.446905,-4.258490711450577,-5.431916326284409,92.0467,418.4,3.670175438,418.4,3.670175438,2.24605,1.76906,0.343369,2.24605,-1.76906,4.54217,565.9400024414062,0.11111111,OF,/players/owen-caissie/27496/stats/batting,20,NL,Owen Caissie,683357,27496,27496
TBR,Rays,95.7181,321.023,358.809,76.2011,52.019,14.8506,0.958243,8.37323,40.8173,36.4757,32.3509,1.00163,75.1431,3.47913,1.75885,0.196895,4.48545,11.0686,3.57503,0.237369,0.312402,0.367849,0.680251,0.299941,0.0901619,0.209424,0.430523,0.130479,5.05255,0.283484,-0.164824,,38.5758,-3.82024,0.926807,0.17635,0.0115258,0.442129,-3.9102073134854436,-3.9120697379112244,90.7524,343.7,3.580208333,343.7,3.580208333,1.48499,-0.548971,0.917214,1.48499,0.548971,3.77705,999,0.02816901,OF,/players/jake-fraley/19260/stats/batting,12,AL,Jake Fraley,641584,19260,19260
TBR,Rays,73.8477,225.904,255.783,48.6927,33.4201,9.97359,0.85842,4.44053,25.1627,23.6657,26.5374,0.21832,66.0574,1.08266,2.09166,0.167365,4.77831,1.55923,0.22265,0.215546,0.298545,0.326266,0.62481,0.279427,0.10375,0.258256,0.401732,0.11072,3.54773,0.28097,-0.258401,,23.2391,-6.9836,-2.53946,-0.180859,-0.439261,0.442016,-7.49521416425705,3.158670425415039,76.6601,208.5,2.817567567,208.5,2.817567567,2.08028,1.56743,1.00702,2.08028,-1.56743,3.6573,999,0.02777778,C,/players/hunter-feduccia/23372/stats/batting,12,AL,Hunter Feduccia,676439,23372,23372
PIT,Pirates,83.618,307.131,327.667,83.8233,63.5118,16.2782,1.69903,2.33431,33.5998,29.3173,15.0952,0.146188,55.0943,2.77957,1.8624,0.799002,5.43926,13.7925,3.56634,0.272924,0.311129,0.359789,0.670918,0.294485,0.0460687,0.168141,0.273988,0.0868658,5.71902,0.323929,-0.267766,,33.7761,-4.94026,1.38782,0.761705,0.49394,0.432682,-5.163047641515732,-1.509497880935669,85.4334,309.4,3.683333333,309.4,3.683333333,2.31606,0.0793817,1.65191,2.31606,-0.0793817,2.79745,656.3499755859375,0.00729927,OF,/players/jake-mangum/26202/stats/batting,27,NL,Jake Mangum,663968,26202,26202
NYM,Mets,105.745,396.894,434.961,95.1202,58.031,17.5563,1.21441,18.3185,49.7473,58.2283,30.3544,0.392652,114.258,4.24314,3.28955,0.180051,7.44171,1.13718,0.248348,0.239662,0.298352,0.42848,0.726832,0.31358,0.0697866,0.262686,0.265665,0.188818,2.9687,0.286995,-0.529621,,51.5792,0.185211,0.482276,-0.483179,-1.0128,0.432603,-0.9506213925778866,-9.542069882154465,100.121,466,4.396226415,466,4.396226415,3.03009,0.18381,0.486828,3.03009,-0.18381,4.3509,628.0499877929688,0.3697479,3B/DH,/players/mark-vientos/22184/stats/batting,25,NL,Mark Vientos,668901,22184,22184
STL,Cardinals,44.9246,134.675,155.113,32.6176,22.6716,7.16035,0.145646,2.64005,17.4547,14.3907,15.363,0.29706,21.0922,2.83433,0.88934,1.35124,2.60217,5.185,1.65512,0.242196,0.330479,0.356336,0.686815,0.30655,0.099044,0.13598,0.728371,0.11414,4.6272,0.26806,-0.0387214,,17.5085,-0.819243,-0.363467,0.0913586,0.0526372,0.429895,-0.8104808963835239,-0.23741595447063446,95.292,156.2,3.471111111,156.2,3.471111111,1.95265,-0.634703,1.62531,1.95265,0.634703,2.83292,999,0.03846154,2B/3B,/players/jose-fermin/21746/stats/batting,28,NL,José Fermín,665877,21746,21746
DET,Tigers,92.7386,335.549,356.324,77.6656,53.3264,14.4413,1.20033,8.6976,38.0371,40.5565,13.3084,0.161351,86.2919,4.36483,2.62357,0.477551,6.81201,5.24943,1.25975,0.231458,0.267922,0.359412,0.627333,0.272716,0.0373493,0.242173,0.154226,0.127954,4.76588,0.283605,0.21276,,30.4321,-11.6702,0.561748,0.0663439,0.279104,0.418378,-11.414253920316696,3.239385724067688,72.1566,289.4,3.111827956,289.4,3.111827956,1.7555,-0.551839,0.655031,1.7555,0.551839,4.12663,744.510009765625,0,SS,/players/javier-baez/12979/stats/batting,6,AL,Javier Báez,595879,12979,12979
MIL,Brewers,50.8397,172.667,194.493,37.5424,25.4659,7.34304,1.17496,3.55852,21.9916,17.9213,19.0196,0.204953,52.349,1.21975,1.26749,0.319681,2.61657,6.62866,1.86569,0.217427,0.297578,0.335391,0.632969,0.281835,0.0977906,0.269156,0.363324,0.117964,5.89019,0.287934,0.0260848,,18.0509,-4.92999,1.24964,0.261322,0.287407,0.413871,-4.459882944822311,2.0342072248458862,79.4057,171.1,3.35490196,171.1,3.35490196,2.38519,-0.79447,1.37481,2.38519,0.79447,3.16693,999,0.01886792,OF,/players/blake-perkins/19921/stats/batting,23,NL,Blake Perkins,663368,19921,19921
ATH,Athletics,53.7041,169.282,185.391,40.7567,27.217,8.79125,0.566401,4.18214,20.0275,19.2584,12.668,0.0248702,36.1514,2.24206,1.02267,0.17545,3.00057,2.77683,0.844782,0.240762,0.300552,0.373502,0.674054,0.295925,0.0683315,0.195001,0.350415,0.13274,4.41379,0.281405,-0.290445,,19.3269,-2.57839,0.69614,-0.0685309,-0.358976,0.41258,-2.989806205034256,0.7479374073445797,87.9934,177.9,3.294444444,177.9,3.294444444,0.938449,-0.1631,1.423,0.938449,0.1631,3.10266,999,0.02298851,2B/3B,/players/andy-ibanez/18819/stats/batting,10,AL,Andy Ibáñez,628451,18819,18819
HOU,Astros,83.1294,293.934,327.763,61.8875,35.8321,12.6563,2.47425,10.9248,38.5619,36.7432,27.6396,1.24175,123.43,4.11081,1.60265,0.476038,2.83809,9.2502,2.45043,0.210549,0.286103,0.381946,0.668049,0.290956,0.084328,0.376583,0.223929,0.171397,6.36298,0.316181,-0.261638,,32.8468,-5.88095,-0.26031,0.408586,0.146949,0.405887,-5.436128124594688,-1.8778305053710938,85.5476,313.2,3.773493975,313.2,3.773493975,3.46048,2.00987,0.807437,3.46048,-2.00987,3.92342,741.780029296875,0,OF,/players/zach-cole/31583/stats/batting,21,AL,Zach Cole,805904,31583,31583
COL,Rockies,76.3468,271.907,308.705,74.5329,54.4043,14.4843,1.20428,4.44001,38.9765,28.32,23.5391,0.212155,41.2554,9.40255,2.18028,1.67554,6.7178,11.7083,3.8986,0.274112,0.350047,0.385227,0.735274,0.325979,0.0762512,0.13364,0.57057,0.111115,5.47794,0.306897,0.189479,,39.715,3.23916,-0.90816,0.169891,0.35937,0.405471,-1.3828969299793243,-4.924720764160156,95.2381,342.5,4.506578947,342.5,4.506578947,3.44315,-0.475693,1.48741,3.44315,0.475693,3.01679,744.5999755859375,0.24778761,OF,/players/tyler-freeman/22532/stats/batting,19,NL,Tyler Freeman,671289,22532,22532
MIN,Twins,52.3718,171.785,193.236,42.3473,29.3644,8.69915,0.86812,3.41562,22.4468,18.3415,15.4495,0.35298,36.4036,4.19831,1.6707,0.132492,3.22412,2.80506,0.821682,0.246514,0.321047,0.36691,0.687957,0.304062,0.0799518,0.188389,0.424396,0.120396,4.78444,0.291326,0.00355796,,21.4213,-1.41099,1.50281,-0.0967133,-0.0931554,0.397821,-1.6321890279650688,-1.1303809881210327,93.2425,183.1,3.521153846,183.1,3.521153846,1.813,0.503562,1.43018,1.813,-0.503562,3.09309,999,0,OF,/players/alan-roden/31564/stats/batting,8,AL,Alan Roden,702176,31564,31564
CHC,Cubs,17.6045,47.1706,51.3506,10.8233,7.23255,2.50178,0.0700506,1.01897,5.99481,5.84425,3.87477,0.0576613,15.0744,0.15135,0.118396,0.0355585,0.653657,0.89952,0.159434,0.229451,0.289378,0.350264,0.639642,0.281909,0.0754571,0.293557,0.257044,0.120812,4.48807,0.314287,-0.045436,,4.76892,-1.29855,3.71333,0.0406675,-0.00476852,0.395105,-1.3178444169461727,3.44165962934494,78.3649,46.6,2.588888888,46.6,2.588888888,3.50339,0.977333,1.89131,3.50339,-0.977333,2.47826,999,0.22222222,OF,/players/kevin-alcantara/25971/stats/batting,17,NL,Kevin Alcántara,682634,25971,25971
MIA,Marlins,80.5709,266.867,309.961,64.0279,47.0972,11.6711,0.942394,4.31726,30.3337,29.3297,32.2425,0.220928,48.8633,6.64849,2.82383,1.37943,5.56599,1.70375,0.361137,0.239925,0.333522,0.339254,0.672776,0.302905,0.104021,0.157643,0.65985,0.0993291,3.33298,0.275787,-0.167594,,34.0699,-2.55433,-1.70109,-0.373349,-0.540943,0.393958,-3.5739831924438477,-2.887949824333191,91.7439,290.3,3.583950617,290.3,3.583950617,2.07139,0.991828,1.00845,2.07139,-0.991828,3.6554,747.9299926757812,0.18918919,C/1B,/players/liam-hicks/29844/stats/batting,20,NL,Liam Hicks,689414,29844,29844
BOS,Red Sox,45.295,160.328,184.446,37.8139,22.835,7.68289,0.129813,7.16614,20.5645,23.3333,21.6838,1.73038,46.5293,1.41946,0.93526,0.0794685,3.28373,0.319038,0.158657,0.235854,0.330414,0.419484,0.749898,0.325221,0.117562,0.252266,0.466025,0.18363,1.95535,0.284917,-0.15893,,23.6155,1.82187,0.871935,-0.293011,-0.451941,0.387159,0.5002914071083069,-3.064523220062256,104.38,210.8,4.684444444,210.8,4.684444444,3.16359,-0.427798,1.29425,3.16359,0.427798,3.27434,744.8400268554688,0,1B,/players/triston-casas/22514/stats/batting,3,AL,Triston Casas,671213,22514,22514
STL,Cardinals,59.5035,214.386,232.606,51.6964,35.5624,10.9857,0.637185,4.51118,24.9428,23.2845,13.826,0.181491,59.8269,2.56475,1.43965,0.389716,2.88494,2.86443,0.996838,0.241137,0.293206,0.361451,0.654657,0.28712,0.0594395,0.257203,0.2311,0.120314,4.27933,0.31148,0.0051636,,22.5862,-4.89799,0.476721,-0.177116,-0.171953,0.383573,-5.135734677314758,1.0123742818832397,81.9446,215.7,3.595,215.7,3.595,3.83619,-0.283845,1.25335,3.83619,0.283845,3.32887,999,0.01149425,2B/SS,/players/thomas-saggese/27883/stats/batting,28,NL,Thomas Saggese,695336,27883,27883
MIN,Twins,17.7843,60.1,71.3268,12.9023,8.40533,2.5867,0.30782,1.60243,8.98007,6.95813,10.2236,0.101663,24.3997,0.756317,0.182212,0.0647201,0.798141,1.67491,0.332962,0.21468,0.335132,0.347952,0.683084,0.308504,0.143335,0.342083,0.419006,0.133272,5.51648,0.329633,-0.0701078,,8.16427,-0.263545,1.83717,0.0713248,0.00121702,0.379384,-0.30959050660021603,1.5627243518829346,96.3029,77.1,4.283333333,77.1,4.283333333,2.89278,0.60643,1.78879,2.89278,-0.60643,2.61494,999,0,OF,/players/emmanuel-rodriguez/sa3014693/stats/batting,8,AL,Emmanuel Rodriguez,691181,sa3014693,sa3014693
MIN,Twins,19.4635,70.4325,78.8005,17.1516,11.2874,3.90587,0.155482,1.80279,9.42462,7.75885,7.25062,0.0867453,17.6774,0.811028,0.228709,0.0776662,1.16976,2.06823,0.354721,0.243518,0.320278,0.380177,0.700455,0.309131,0.0920123,0.224331,0.410163,0.136659,4.95748,0.299892,-0.129583,,9.05981,-0.251077,1.46339,0.141218,0.0116344,0.378935,-0.2916572615504265,1.2831704020500183,96.7344,83.4,4.389473684,83.4,4.389473684,2.88624,-0.137099,1.83681,2.88624,0.137099,2.55093,999,0,OF,/players/walker-jenkins/sa3022894/stats/batting,8,AL,Walker Jenkins,805805,sa3022894,sa3022894
SEA,Mariners,62.2905,205.198,233.564,48.9208,31.7586,9.59939,0.369443,7.19333,27.3545,26.9422,23.3351,0.823073,61.6503,3.11118,1.68235,0.237092,4.46543,2.68837,0.820693,0.238408,0.323011,0.393956,0.716967,0.314389,0.099909,0.263955,0.378508,0.155548,3.80593,0.302292,-0.170186,,27.8504,0.253046,-0.676535,-0.17723,-0.347415,0.374033,1.7575092315673828,-6.140610158443451,107.646,245.1,3.953225806,245.1,3.953225806,1.85619,-0.548914,1.1324,1.85619,0.548914,3.49014,999,0.30769231,OF,/players/rob-refsnyder/13770/stats/batting,11,AL,Rob Refsnyder,608701,13770,13770
COL,Rockies,117.628,440.329,471.486,112.656,65.7775,21.8569,5.06012,19.9611,60.1052,64.767,24.4085,0.836,118.616,3.85238,2.7033,0.192406,4.51126,9.10142,3.10704,0.255844,0.299,0.464462,0.763462,0.325586,0.0517694,0.251579,0.205778,0.208618,6.06688,0.30446,-0.320783,,60.5066,4.79692,-0.251961,-0.0673928,-0.388176,0.37164,-3.199401408433914,-8.854636549949646,94.9692,565.8,4.794915254,565.8,4.794915254,2.65826,-0.114731,0.316989,2.65826,0.114731,4.57735,245.4600067138672,0.10071942,OF,/players/mickey-moniak/19956/stats/batting,19,NL,Mickey Moniak,666160,19956,19956
CHC,Cubs,91.9883,319.174,354.341,82.9534,55.9507,15.553,1.01319,10.4365,39.8317,41.6762,29.4553,1.99389,65.3241,2.57764,2.56049,0.573274,7.09845,1.8193,0.672058,0.2599,0.325034,0.413073,0.738107,0.319984,0.0831269,0.184354,0.45091,0.153173,3.24671,0.294815,-0.171855,,43.8615,1.99345,-1.44295,-0.479035,-0.650891,0.367284,1.2423300743103027,-9.644923448562622,104.521,388.9,4.227173913,388.9,4.227173913,2.74581,2.80724,0.909003,2.74581,-2.80724,3.788,639.530029296875,0.85714286,DH,/players/moises-ballesteros/28820/stats/batting,17,NL,Moisés Ballesteros,694208,28820,28820
COL,Rockies,92.9931,334.61,369.749,87.1403,62.3883,14.5681,4.18148,6.00238,44.9015,33.3978,23.7637,0.355871,64.1868,5.96137,1.96666,3.44754,5.44208,14.6059,3.13376,0.260423,0.319041,0.382769,0.701811,0.307796,0.0642698,0.173596,0.370227,0.122346,7.04385,0.304586,0.378918,,42.1099,-1.57884,0.535966,1.0321,1.41102,0.362814,-6.134305477142334,-2.6212085485458374,82.7823,385,4.139784946,385,4.139784946,3.66749,0.324257,1.2762,3.66749,-0.324257,3.29841,567.3800048828125,0.04545455,OF,/players/jake-mccarthy/21622/stats/batting,19,NL,Jake McCarthy,664983,21622,21622
SDP,Padres,64.4375,234.609,257.053,55.2602,38.559,10.7193,0.712082,5.26981,27.5138,25.6857,19.3221,1.03507,44.2878,0.716243,1.80329,0.602675,3.64105,5.4861,0.971923,0.235542,0.293618,0.354688,0.648306,0.283741,0.0751676,0.17229,0.436284,0.119147,4.65381,0.267536,-0.220478,,24.255,-6.11787,0.264133,0.319192,0.0987149,0.360847,-6.091864049434662,0.9189856052398682,79.6238,224.3,3.5046875,224.3,3.5046875,1.7491,0.474159,1.17602,1.7491,-0.474159,3.43198,999,0,2B/3B,/players/sung-mun-song/sa3012529/stats/batting,29,NL,Sung-Mun Song,823550,sa3012529,sa3012529
CLE,Guardians,56.1134,189.965,212.752,41.1398,26.1241,8.78476,0.860001,5.37096,22.8969,20.6261,19.7784,0.19833,58.2655,1.12502,1.24415,0.639607,2.85803,3.95322,1.19344,0.216565,0.292501,0.356683,0.649184,0.286471,0.0929643,0.273866,0.339452,0.140118,4.83104,0.28038,-0.161723,,20.5463,-4.59205,0.230144,-0.00724262,-0.168966,0.356478,-4.414902091026306,0.5765225142240524,83.0673,186.2,3.325,186.2,3.325,2.20064,1.28108,1.21369,2.20064,-1.28108,3.38175,999,0.01265823,2B/OF,/players/daniel-schneemann/25180/stats/batting,5,AL,Daniel Schneemann,682177,25180,25180
SFG,Giants,23.4804,81.0708,88.1356,17.7582,11.3247,3.81982,0.18306,2.43068,9.55374,8.19176,5.36043,0.00470927,26.1492,0.826219,0.249557,0.628633,0.862747,2.75254,0.444491,0.219046,0.273634,0.360626,0.63426,0.277908,0.0608202,0.296692,0.204994,0.14158,5.36897,0.290622,-0.0762982,,7.89884,-2.51507,2.98262,0.252909,0.176611,0.356185,-2.363385573029518,2.8618347495794296,75.6165,73.9,3.213043478,73.9,3.213043478,5.70041,1.94418,1.76802,5.70041,-1.94418,2.64264,999,0,2B/SS,/players/tyler-fitzgerald/26208/stats/batting,30,NL,Tyler Fitzgerald,666149,26208,26208
WSN,Nationals,34.9512,112.206,123.29,26.8294,19.2457,5.21751,0.744552,1.62163,12.1263,11.1049,8.82616,0.570299,20.3363,0.501631,0.739241,1.01644,2.10093,2.83732,0.62528,0.239108,0.295708,0.342235,0.637943,0.279937,0.0715888,0.164947,0.434011,0.103127,5.33196,0.277046,-0.0463133,,11.2526,-3.31507,-0.135236,0.126534,0.0802208,0.351662,-3.226364493370056,2.561619222164154,77.3713,111.1,3.174285714,111.1,3.174285714,1.85068,-0.104889,1.7187,1.85068,0.104889,2.7084,999,0.05882353,C,/players/drew-millas/25643/stats/batting,24,NL,Drew Millas,686452,25643,25643
ARI,Diamondbacks,98.8031,345.992,397.991,81.1472,51.0805,16.9004,1.04134,12.1251,46.0085,46.7221,46.8913,1.1523,101.726,1.51359,3.4351,0.158736,7.17673,2.51089,0.932366,0.234535,0.325645,0.394534,0.720179,0.315888,0.11782,0.255599,0.460956,0.159999,3.40446,0.292993,-0.477661,,47.9412,0.915508,-0.473468,-0.528805,-1.00647,0.35133,-0.537320077419281,-9.270040512084961,100.995,425.3,4.295959595,425.3,4.295959595,1.98718,0.317176,0.367732,1.98718,-0.317176,4.50969,999,0.56626506,1B/OF,/players/pavin-smith/19892/stats/batting,15,NL,Pavin Smith,656976,19892,19892
STL,Cardinals,48.8511,153.943,169.801,37.6709,27.0154,6.86105,0.83204,2.96244,18.753,16.281,10.4647,0.313351,27.5939,2.1664,1.23751,1.98927,2.67979,3.86576,0.967506,0.244706,0.299752,0.357816,0.657568,0.288756,0.0616289,0.162507,0.379238,0.113109,5.30171,0.278505,-0.0861813,,16.7135,-3.34986,2.0743,0.117278,0.0310966,0.347748,-3.3667975775897503,1.018876552581787,83.0689,153.8,3.13877551,153.8,3.13877551,3.18081,2.0599,1.54687,3.18081,-2.0599,2.9375,999,0,OF,/players/nathan-church/31357/stats/batting,28,NL,Nathan Church,701675,31357,31357
CIN,Reds,63.3737,215.131,236.046,51.7396,36.628,8.61327,0.602387,5.89589,26.5622,24.5584,16.2501,0.0389313,60.1231,2.86854,1.65668,0.140051,3.99262,8.54011,2.35516,0.240503,0.300366,0.368359,0.668725,0.294032,0.0688427,0.254709,0.27028,0.127856,5.38709,0.304067,-0.144184,,24.2449,-3.64582,0.299156,0.37578,0.231596,0.346184,-4.768876239657402,0.2991562466849693,82.1261,232.9,3.696825396,232.9,3.696825396,1.50458,-1.42995,1.34048,1.50458,1.42995,3.21269,999,0.00900901,OF,/players/dane-myers/22054/stats/batting,18,NL,Dane Myers,667472,22054,22054
COL,Rockies,59.358,203.702,227.681,49.7888,33.4659,10.1868,1.60766,4.5284,26.367,22.6975,16.0073,0.296218,59.9284,4.27537,1.17797,2.51801,4.31547,3.83006,0.966258,0.244419,0.311203,0.376904,0.688107,0.302442,0.0703059,0.263212,0.267107,0.132484,5.54818,0.322314,-0.0108276,,24.9403,-1.96192,0.818561,0.017438,0.0066104,0.344407,-5.629290099255741,1.4205163717269897,79.1146,228.2,3.86779661,228.2,3.86779661,2.52947,-1.45234,1.28701,2.52947,1.45234,3.28399,999,0,2B/SS,/players/ryan-ritter/31500/stats/batting,19,NL,Ryan Ritter,690022,31500,31500
ATL,Braves,38.9027,131.142,143.305,29.1818,19.6943,5.50381,0.0683912,3.91537,14.3483,15.6032,10.2337,0.118933,28.3206,0.52909,1.22956,0.170561,2.58933,0.412385,0.176751,0.222521,0.279071,0.355101,0.634172,0.277807,0.071412,0.197625,0.361351,0.132579,2.20932,0.252323,-0.118394,,12.8314,-4.10113,0.0737766,-0.190188,-0.308582,0.343776,-4.483250916004181,3.0755266323685646,75.4208,119.4,3.061538461,119.4,3.061538461,3.74251,0.495006,1.47123,3.74251,-0.495006,3.03837,999,0.2195122,C,/players/jonah-heim/16930/stats/batting,16,NL,Jonah Heim,641680,16930,16930
MIA,Marlins,92.4323,314.288,352.666,69.5031,40.503,13.6669,1.5882,13.7449,41.0235,42.2791,32.1167,0.724595,106.286,3.74089,1.96196,0.558362,5.45726,6.76925,2.44426,0.221145,0.299229,0.405938,0.705166,0.30673,0.0910685,0.301378,0.302173,0.184793,5.03829,0.284163,0.296318,,39.8591,-1.81104,1.25995,-0.14644,0.149879,0.340302,-2.2058207392692566,-6.2013431787490845,94.3641,377.3,4.101086956,377.3,4.101086956,2.55312,0.239609,0.638526,2.55312,-0.239609,4.14863,999,0.20224719,DH/OF,/players/christopher-morel/21897/stats/batting,20,NL,Christopher Morel,666624,21897,21897
PIT,Pirates,28.0587,94.5075,104.308,22.019,14.341,5.15456,0.637453,1.88604,11.4195,9.95796,8.186,0.0977924,22.7403,0.728804,0.821526,0.0637208,1.21239,0.655492,0.334563,0.232987,0.296745,0.360888,0.657632,0.288821,0.0784794,0.218012,0.359977,0.127901,4.14438,0.284755,0.00337112,,10.2724,-2.05233,1.28496,-0.158792,-0.155421,0.336981,-2.435915067791939,2.2592183351516724,81.5533,96.1,3.432142857,96.1,3.432142857,2.15622,-0.171155,1.69077,2.15622,0.171155,2.74564,999,0,C,/players/endy-rodriguez/25332/stats/batting,27,NL,Endy Rodríguez,682848,25332,25332
ATL,Braves,104.677,367.773,394.365,93.1175,67.8358,18.1554,1.24174,5.88462,42.4856,37.691,19.8171,0.148019,49.8575,1.77073,2.83333,2.17119,7.64758,3.53381,1.0549,0.253193,0.292471,0.357314,0.649785,0.284213,0.0502507,0.126425,0.397476,0.104121,4.07463,0.27705,-0.0160148,,37.3623,-9.23495,-1.32009,-0.314606,-0.330621,0.331915,-9.767948180437088,-0.10854637622833252,79.8091,337.9,3.218095238,337.9,3.218095238,2.1467,-1.69195,0.872865,2.1467,1.69195,3.83618,744.5999755859375,0,2B/OF,/players/mauricio-dubon/16530/stats/batting,16,NL,Mauricio Dubón,643289,16530,16530
BAL,Orioles,51.5148,193.475,207.096,46.0374,29.9332,9.50906,0.822865,5.7723,22.9863,22.852,10.836,0.0254003,49.7112,1.58493,1.06823,0.132654,3.67128,2.99863,1.46224,0.237951,0.282457,0.38511,0.667567,0.289952,0.0523235,0.240039,0.217979,0.14716,4.5948,0.289553,0.113691,,20.5854,-3.88461,-0.740596,-0.278528,-0.164837,0.327833,-3.6491166949272156,-0.27457237243652344,85.7253,197.6,3.8,197.6,3.8,2.08362,0.123959,1.28671,2.08362,-0.123959,3.28439,999,0.05882353,3B/OF,/players/jeremiah-jackson/22239/stats/batting,2,AL,Jeremiah Jackson,669236,22239,22239
TOR,Blue Jays,27.681,104.014,116.653,23.3732,13.391,4.45406,0.0535485,5.47453,14.2506,15.5918,10.7355,0.303808,26.8904,1.45625,0.405124,0.0418652,1.76195,0.167155,0.0747554,0.224711,0.304987,0.426459,0.731446,0.317231,0.092029,0.230516,0.399231,0.201749,1.98905,0.248404,-0.101711,,14.179,0.395498,1.27206,-0.164066,-0.265777,0.314145,0.23963141441345215,-1.1842013597488403,103.676,119.4,4.264285714,119.4,4.264285714,4.24057,0.156351,1.51566,4.24057,-0.156351,2.97912,744.6099853515625,0.54545455,OF,/players/anthony-santander/14551/stats/batting,14,AL,Anthony Santander,623993,14551,14551
HOU,Astros,39.2915,99.2931,114.056,20.3323,14.3621,3.83784,0.11414,2.01819,10.86,10.1768,9.36829,0.127426,23.5292,3.43356,1.38026,0.581115,2.55222,0.70904,0.158107,0.20477,0.291994,0.306697,0.598692,0.270323,0.0821374,0.206294,0.398157,0.101927,3.21442,0.243778,-0.0519278,,9.51955,-3.95709,-0.0119067,-0.101426,-0.153354,0.300665,-4.006787016987801,3.019847998395562,71.3347,81.3,2.084615384,81.3,2.084615384,2.31152,1.00106,1.59393,2.31152,-1.00106,2.87476,999,0.18181818,C,/players/cesar-salazar/21587/stats/batting,21,AL,César Salazar,663967,21587,21587
KCR,Royals,36.2237,118.065,132.915,27.7293,19.2988,5.79667,0.264328,2.3695,14.2678,13.1694,11.8435,0.0723335,21.6472,1.47707,1.181,0.348301,2.57967,1.89101,0.71303,0.234864,0.309654,0.348647,0.658301,0.292384,0.0891058,0.162865,0.547114,0.113783,3.98214,0.266302,0.0228144,,13.4742,-2.23072,1.34064,-0.12866,-0.105846,0.29731,-2.374158203601837,0.7816305160522461,85.5608,115,3.194444444,115,3.194444444,1.68051,-0.703686,1.60395,1.68051,0.703686,2.8614,999,0.01351351,2B/OF,/players/nick-loftin/27630/stats/batting,7,AL,Nick Loftin,679845,27630,27630
HOU,Astros,31.2749,106.244,116.24,23.3851,17.0896,4.08871,0.0424988,2.16425,10.7965,10.337,7.34369,0.0491848,22.9269,0.992275,1.23247,0.427655,2.22627,0.939511,0.344457,0.220108,0.273901,0.320504,0.594405,0.262919,0.063177,0.197238,0.320308,0.100396,2.96249,0.257581,-0.217882,,9.00299,-4.73165,1.41824,-0.120686,-0.338567,0.293395,-4.96457713842392,3.831422805786133,66.2341,79.1,2.551612903,79.1,2.551612903,3.57045,0.891649,1.64421,3.57045,-0.891649,2.80772,999,0,C,/players/christian-vazquez/9774/stats/batting,21,AL,Christian Vázquez,543877,9774,9774
BAL,Orioles,45.7583,169.753,183.962,43.5193,29.1779,8.35547,0.235112,5.75079,20.7962,22.2987,11.0487,0.0638388,45.6624,1.29222,1.79015,0.0775886,3.5537,1.12184,0.257445,0.256368,0.30378,0.409992,0.713772,0.309137,0.06006,0.248217,0.241966,0.153624,3.1081,0.314397,0.0499586,,21.1512,-0.585249,1.05763,-0.154733,-0.104774,0.291757,-0.3344110697507858,-3.1456292867660522,98.9409,193.9,4.215217391,193.9,4.215217391,3.51534,1.48954,1.4397,3.51534,-1.48954,3.0804,999,0.37078652,1B,/players/ryan-mountcastle/18373/stats/batting,2,AL,Ryan Mountcastle,663624,18373,18373
NYY,Yankees,42.9273,131.38,147.908,28.8555,19.0861,6.29612,0.646596,2.82666,14.8656,14.6245,13.1412,0.1714,28.4385,1.71935,1.5042,0.163312,2.21555,1.31892,0.303739,0.219634,0.29589,0.341946,0.637836,0.282693,0.0888474,0.192272,0.462092,0.122312,4.17126,0.256142,-0.132419,,13.8303,-3.64611,-0.518839,-0.0835753,-0.215995,0.28332,-3.9039447903633118,1.6672754883766174,78.9036,129.6,3.013953488,129.6,3.013953488,2.20898,1.22251,1.47694,2.20898,-1.22251,3.03075,999,0.02564103,C,/players/jc-escarra/20084/stats/batting,9,AL,J.C. Escarra,641555,20084,20084
SDP,Padres,44.1691,157.382,174.666,39.21,28.0379,7.18817,0.112561,3.87143,18.5467,18.2421,10.3352,0.134267,32.056,5.44227,1.41685,0.0896859,4.12241,0.206903,0.109453,0.249139,0.314977,0.37004,0.685017,0.302625,0.0591712,0.183527,0.322411,0.120901,2.00178,0.287606,-0.0642836,,19.159,-1.47916,1.9546,-0.29181,-0.356094,0.280713,-1.8846591114997864,-1.2831037044525146,92.5956,164.3,3.734090909,164.3,3.734090909,4.52346,0.845875,1.4759,4.52346,-0.845875,3.03213,999,0.03846154,1B,/players/ty-france/17982/stats/batting,29,NL,Ty France,664034,17982,17982
