Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIN,Twins,133.926,497.689,540.535,119.74,82.1791,22.4225,1.54098,13.597,54.4033,59.7374,34.7365,1.14795,93.6654,2.87104,4.66001,0.578952,10.2863,4.616,1.21493,0.240591,0.291407,0.373798,0.665205,0.289584,0.0642632,0.173283,0.370858,0.133207,3.74791,0.268656,-0.588997,,53.5678,-10.3006,-3.63594,-0.35755,-0.946547,0.968503,-11.605305135250092,2.467076063156128,83.2695,501.5,3.742537313,501.5,3.742537313,1.88019,-1.13956,0.199637,1.88019,1.13956,4.73382,524.02001953125,0.00632911,3B/SS,/players/brooks-lee/31595/stats/batting,8,AL,Brooks Lee,686797,31595,31595
CIN,Reds,126.847,464.231,504.932,112.224,82.5827,19.1975,2.05374,8.39,51.5754,46.5703,33.1548,0.834,99.6848,3.84277,2.89025,0.813896,9.99959,10.5114,3.1025,0.241742,0.296005,0.346162,0.642167,0.282898,0.0656618,0.197422,0.332596,0.10442,4.66195,0.289194,0.25,,47.2985,-12.3632,5.63848,0.047827,0.297827,0.965022,-14.96310493350029,7.595984697341919,74.4992,428.4,3.373228346,428.4,3.373228346,1.78684,-1.8345,0.607315,1.78684,1.8345,4.19025,999,0,3B,/players/kebryan-hayes/18577/stats/batting,18,NL,Ke'Bryan Hayes,663647,18577,18577
NYM,Mets,61.6194,202.817,221.939,47.4234,32.7941,9.00578,0.940621,4.68288,21.4889,23.1764,14.6418,0.18031,49.3856,2.03131,1.68967,0.759364,4.41456,1.07784,0.528267,0.233824,0.289794,0.356771,0.646565,0.28376,0.0659721,0.222519,0.296478,0.122947,3.46972,0.284108,-0.0144103,,20.9449,-5.27883,2.78483,-0.326143,-0.340553,0.958527,-5.6821582317352295,7.539413690567017,79.6364,189.1,3.05,189.1,3.05,1.78192,-0.449165,1.2364,1.78192,0.449165,3.35146,999,0.01111111,C,/players/luis-torrens/15905/stats/batting,25,NL,Luis Torrens,620443,15905,15905
MIA,Marlins,124.365,471.981,519.073,114.967,69.7025,25.7849,1.01589,18.4637,62.3274,64.7652,37.5491,1.85556,102.003,5.97465,3.34655,0.222176,9.62052,12.5953,3.0014,0.243584,0.305465,0.419879,0.725344,0.31337,0.0723387,0.19651,0.368116,0.176295,4.78985,0.271947,-0.723984,,61.4654,0.13286,-6.59754,0.554712,-0.169272,0.951168,-0.838077038526535,-7.134922504425049,98.9129,570.6,4.601612903,570.6,4.601612903,1.44867,1.38008,0.293789,1.44867,-1.38008,4.60828,85.11000061035156,0.46323529,C/DH,/players/agustin-ramirez/26546/stats/batting,20,NL,Agustín Ramírez,682663,26546,26546
LAD,Dodgers,55.8993,177.712,201.408,39.5415,24.5095,8.2653,0.259001,6.50771,24.1654,24.9438,18.8003,0.373893,57.4941,3.35646,1.40832,0.131534,2.5569,0.77429,0.2084,0.222504,0.306534,0.381786,0.68832,0.302683,0.0933439,0.28546,0.326995,0.159283,2.96478,0.286955,-0.078009,,22.1019,-1.69604,1.22349,-0.236093,-0.314102,0.950561,-2.067115604877472,4.5413501262664795,92.6358,202.9,3.623214285,202.9,3.623214285,2.22258,2.08642,1.09995,2.22258,-2.08642,3.5334,744.5499877929688,0.02,C,/players/dalton-rushing/31382/stats/batting,22,NL,Dalton Rushing,687221,31382,31382
MIL,Brewers,93.2694,318.11,358.641,72.1339,46.7732,13.8117,2.70386,8.84522,41.9191,33.8314,32.6245,0.35976,107.25,3.18568,2.17042,2.54986,3.7451,12.3298,2.78381,0.226758,0.303137,0.370592,0.673728,0.29652,0.0909671,0.299046,0.304191,0.143834,6.49763,0.309957,-0.197986,,37.5613,-4.81486,0.0947091,0.783128,0.585142,0.947337,-3.8928269743919373,1.2200135961174965,89.4652,349.9,3.762365591,349.9,3.762365591,1.058,-0.32961,0.942972,1.058,0.32961,3.7427,692.6799926757812,0,OF,/players/garrett-mitchell/27555/stats/batting,23,NL,Garrett Mitchell,669003,27555,27555
COL,Rockies,127.907,464.088,521.92,117.325,78.4376,22.8352,4.1246,11.9275,66.2868,50.5257,41.3399,0.780434,118.703,12.3631,2.77417,1.35483,8.43577,14.6967,4.7607,0.252807,0.328542,0.396889,0.725432,0.31862,0.0792073,0.227435,0.348264,0.144082,6.017,0.313466,0.23614,,64.0272,2.35825,-3.91809,0.122558,0.358699,0.922405,-5.705047190189362,-2.643809199333191,90.1974,567,4.4296875,567,4.4296875,3.68859,-0.590258,0.663437,3.68859,0.590258,4.11542,258.0899963378906,0,OF,/players/willi-castro/17338/stats/batting,19,NL,Willi Castro,650489,17338,17338
CLE,Guardians,108.946,398.172,432.676,89.8769,58.3144,18.8254,1.56746,11.1696,44.0387,44.2898,26.061,0.797064,134.825,4.78867,2.82292,0.830535,7.49632,8.39699,3.15191,0.225723,0.27956,0.365033,0.644593,0.281161,0.0602323,0.311608,0.193295,0.139309,4.83858,0.308655,0.271339,,39.9198,-11.2042,0.0919074,-0.194734,0.0766048,0.920062,-10.423676535487175,4.524351060390472,79.4095,375.7,3.44678899,375.7,3.44678899,1.84786,0.422638,0.578431,1.84786,-0.422638,4.22876,747.72998046875,0,SS,/players/gabriel-arias/22563/stats/batting,5,AL,Gabriel Arias,672356,22563,22563
MIA,Marlins,116.496,414.464,453.516,100.378,64.2413,21.1547,1.69348,13.2881,53.3532,50.3406,30.9084,0.304075,122.754,4.1233,3.51884,0.501615,5.24919,8.35302,2.49112,0.242186,0.298907,0.397582,0.696489,0.302772,0.0681527,0.270672,0.25179,0.155396,4.99396,0.308893,-0.442948,,49.8,-3.7865,-1.82639,-0.00291294,-0.445861,0.918626,-4.932783395051956,-1.1771916151046753,91.6524,455.1,3.923275862,455.1,3.923275862,2.21978,-0.367629,0.372312,2.21978,0.367629,4.50358,728.7999877929688,0.03529412,3B,/players/connor-norby/29592/stats/batting,20,NL,Connor Norby,681393,29592,29592
ARI,Diamondbacks,94.6806,317.547,353.106,74.9178,47.8463,17.1375,2.08977,7.84423,41.776,34.8077,27.8162,0.725063,95.1922,4.41822,2.36708,0.956791,3.56788,11.6617,2.95442,0.235926,0.304281,0.377165,0.681446,0.298477,0.078776,0.269586,0.292211,0.141238,6.01299,0.309269,0.109861,,37.5429,-4.17923,0.170845,0.598584,0.708445,0.911018,-3.866809070110321,1.0231654793024063,89.0676,348.3,3.666315789,348.3,3.666315789,6.4144,-0.977833,0.949436,6.4144,0.977833,3.73408,266,0.25,3B/SS,/players/jordan-lawlar/29976/stats/batting,15,NL,Jordan Lawlar,691783,29976,29976
MIN,Twins,82.4815,277.076,318.975,69.7929,51.1676,14.4623,0.960392,3.2026,36.8435,24.3459,33.1686,0.256726,55.9146,4.6182,1.76287,2.34926,6.41054,13.5037,3.47104,0.251891,0.33977,0.345695,0.685465,0.307859,0.103985,0.175295,0.593201,0.0938043,5.48259,0.303067,-0.36448,,36.3436,-1.34572,1.09002,0.69374,0.329259,0.910973,-1.2278195321559906,-0.8469439744949341,95.8583,321.7,3.923170731,321.7,3.923170731,1.73802,0.105776,1.44546,1.73802,-0.105776,3.07272,747.9600219726562,0,OF,/players/austin-martin/27462/stats/batting,8,AL,Austin Martin,668885,27462,27462
PHI,Phillies,134.859,513.798,562.256,120.065,71.2257,23.9543,1.02165,23.8638,67.9248,77.9977,37.3365,0.954972,145.455,5.45758,5.19039,0.473454,7.74255,11.2729,3.37592,0.233682,0.289898,0.423619,0.713517,0.307005,0.0664048,0.2587,0.256687,0.189937,4.56951,0.275122,-0.0737005,,63.6731,-2.76173,0.101198,0.125663,0.0519627,0.901008,-3.7576870284974575,-6.142268866300583,94.2831,597.4,4.425185185,597.4,4.425185185,3.06881,0.342818,0.753628,3.06881,-0.342818,3.99516,215.6199951171875,0.03759398,OF,/players/adolis-garcia/19287/stats/batting,26,NL,Adolis García,666969,19287,19287
DET,Tigers,102.413,355.594,396.906,83.0094,55.0931,15.7106,4.54793,7.65778,47.5659,35.6448,33.2659,0.626047,86.4467,4.02032,2.97992,1.04578,3.96739,13.2739,3.40297,0.233439,0.303884,0.367805,0.671689,0.294926,0.083813,0.217802,0.384814,0.134366,6.80349,0.284916,0.353134,,41.0554,-5.84214,0.805876,0.655488,1.00862,0.898004,-4.859261393547058,-0.0245322585105896,87.4564,386.2,3.786274509,386.2,3.786274509,1.36856,-0.308418,0.919604,1.36856,0.308418,3.77386,500.0799865722656,0.01657459,3B/OF,/players/zach-mckinstry/19392/stats/batting,6,AL,Zach McKinstry,656716,19392,19392
ATH,Athletics,96.5962,344.353,377.075,80.1938,51.1136,17.2908,0.873894,10.9156,40.4136,41.4171,22.5452,0.600667,106.345,5.9863,2.60535,1.58534,4.83137,3.78134,1.81077,0.232882,0.289556,0.383267,0.672823,0.293078,0.0597896,0.282026,0.212001,0.150384,3.70267,0.301606,0.099577,,38.4383,-6.11603,0.995533,-0.507096,-0.407519,0.897493,-6.630207061767578,2.640423834323883,86.0374,351.4,3.622680412,351.4,3.622680412,1.39767,-0.576837,0.563464,1.39767,0.576837,4.24872,695.6699829101562,0,2B/3B,/players/max-muncy/29779/stats/batting,10,AL,Max Muncy,691777,29779,29779
SFG,Giants,72.8977,257.947,283.592,61.5453,39.0144,12.0986,0.421336,10.0109,30.6961,32.5804,19.1243,0.48434,66.1595,3.02172,2.4777,1.02206,4.31195,1.26956,0.527912,0.238597,0.296179,0.405198,0.701377,0.303839,0.0674358,0.233291,0.289063,0.166601,2.96435,0.279692,-0.0114045,,31.3866,-2.12198,0.802915,-0.36284,-0.374244,0.884945,-2.5764445662498474,1.6278890371322632,93.4298,283.1,3.878082191,283.1,3.878082191,3.98107,0.25681,0.951285,3.98107,-0.25681,3.73162,999,0.01010101,2B/3B,/players/casey-schmitt/27577/stats/batting,30,NL,Casey Schmitt,669477,27577,27577
KCR,Royals,108.011,355.628,411.566,83.8465,54.9478,18.3412,2.56672,7.99084,48.7488,40.9992,46.2695,0.746004,92.5223,5.02699,2.73179,1.91007,5.90814,13.354,4.35191,0.235771,0.329894,0.369189,0.699083,0.31035,0.112423,0.224805,0.50009,0.133418,5.62831,0.29419,0.0257673,,47.7259,-0.903756,0.429077,0.19215,0.217917,0.875331,-0.8022541552782059,-4.571446269750595,97.9028,425.4,3.938888888,425.4,3.938888888,2.82407,-2.15816,0.83062,2.82407,2.15816,3.89251,648.4000244140625,0.01652893,OF,/players/isaac-collins/25477/stats/batting,7,AL,Isaac Collins,686555,25477,25477
STL,Cardinals,130.468,450.502,507.05,99.1436,71.4836,17.8559,2.72298,7.08117,55.7308,38.5516,38.3235,0.283695,114.005,8.08734,3.74009,6.39786,5.35232,32.8008,5.71521,0.220074,0.290729,0.318953,0.609683,0.272437,0.0755813,0.22484,0.336156,0.0988793,7.04864,0.276335,-0.0704238,,43.1902,-16.7217,2.84995,3.44326,3.37284,0.872914,-13.49228024482727,4.863352537155151,71.8581,422.4,3.249230769,422.4,3.249230769,2.04467,-0.0406999,1.85926,2.04467,0.0406999,2.52099,366,0,OF,/players/victor-scott-ii/31349/stats/batting,28,NL,Victor Scott II,687363,31349,31349
BOS,Red Sox,108.463,386.127,422.373,93.8444,59.1889,21.9879,1.64183,11.0258,49.4989,46.8836,30.2786,1.46126,102.453,2.13741,3.22718,0.602849,6.23653,5.32215,1.98115,0.24304,0.299358,0.394153,0.693512,0.300473,0.0716868,0.242565,0.295537,0.151113,4.56052,0.300203,0.109971,,45.592,-4.31462,-0.909951,-0.341981,-0.23201,0.859699,-6.538061544299126,0.4033534526824951,87.3326,418.9,3.878703703,418.9,3.878703703,2.09299,-0.31448,0.432926,2.09299,0.31448,4.42277,598.52001953125,0,3B,/players/marcelo-mayer/29668/stats/batting,3,AL,Marcelo Mayer,691785,29668,29668
MIL,Brewers,107.127,391.493,425.854,96.7534,70.5788,15.4803,2.5363,8.15788,45.5023,41.215,27.3274,0.215899,77.7402,3.76053,2.25547,1.01746,6.82912,11.4011,4.24322,0.24714,0.300919,0.362152,0.663071,0.291466,0.0641709,0.182551,0.351522,0.115012,5.34811,0.287788,0.407775,,42.8533,-7.46456,-0.790704,-0.127208,0.280567,0.843749,-6.783961325883865,0.8624868392944336,86.0032,390.7,3.651401869,390.7,3.651401869,2.37487,0.783532,0.857524,2.37487,-0.783532,3.85663,624.8099975585938,0.00617284,2B/3B,/players/luis-rengifo/19858/stats/batting,23,NL,Luis Rengifo,650859,19858,19858
MIN,Twins,129.958,476.351,539.895,117.461,76.5673,20.1884,1.01738,19.6878,60.2181,64.4664,55.1261,1.17779,100.38,4.33006,3.57629,0.511637,12.6157,0.732301,1.05701,0.246585,0.327999,0.417229,0.745228,0.325143,0.102105,0.185925,0.549173,0.170644,2.06954,0.271698,-0.783828,,69.0916,5.29883,-2.35412,-1.17661,-1.96044,0.839264,2.980642318725586,-13.360005140304565,107.765,607,4.669230769,607,4.669230769,2.5825,-2.3022,0.46273,2.5825,2.3022,4.38303,642.9000244140625,0.7480916,1B,/players/josh-bell/13145/stats/batting,8,AL,Josh Bell,605137,13145,13145
KCR,Royals,121.188,447.129,494.439,107.096,66.0958,20.3284,1.49842,19.1736,58.7152,63.8899,37.6218,1.83334,110.549,6.40472,2.9466,0.336918,8.64233,3.56,0.993844,0.23952,0.305853,0.420331,0.726184,0.314025,0.0760898,0.223585,0.340317,0.180811,3.76378,0.274456,-0.09858,,58.8111,0.389268,-1.78304,-0.409884,-0.508464,0.834929,-0.2590516656637192,-8.314324021339417,100.427,531.3,4.39090909,531.3,4.39090909,3.57099,0.778275,0.35874,3.57099,-0.778275,4.52168,173.6999969482422,0.10144928,OF,/players/jac-caglianone/35041/stats/batting,7,AL,Jac Caglianone,695506,35041,35041
MIA,Marlins,60.3828,208.776,230.515,45.4081,29.0995,8.89147,0.545892,6.87124,24.5708,25.3322,17.3281,0.438414,64.6905,2.45178,1.68047,0.27916,3.49053,2.00092,0.583062,0.217497,0.283135,0.364051,0.647187,0.283394,0.0751711,0.280635,0.267861,0.146554,3.93778,0.277454,0.0131312,,21.6859,-5.55125,2.08055,-0.158382,-0.14525,0.826374,-6.0525151044130325,6.460174083709717,78.3782,198.6,3.31,198.6,3.31,2.3171,-0.606062,1.05048,2.3171,0.606062,3.59937,999,0,C,/players/joseph-mack/sa3017374/stats/batting,20,NL,Joe Mack,691788,sa3017374,sa3017374
HOU,Astros,118.362,420.995,469.649,101.111,68.3099,19.9538,2.3225,10.525,53.5217,47.9678,39.4272,0.791931,124.455,6.03168,2.6206,0.573952,7.9699,7.22254,1.69665,0.240172,0.312466,0.373603,0.686069,0.302069,0.0839504,0.264996,0.316799,0.133431,5.04308,0.313842,0.125291,,51.3034,-4.18924,0.418613,0.00386376,0.129155,0.822539,-3.633264034986496,-4.4918027222156525,93.2029,460.1,3.899152542,460.1,3.899152542,2.12624,-0.983512,0.378495,2.12624,0.983512,4.49534,366.67999267578125,0.0075188,OF,/players/cam-smith/35108/stats/batting,21,AL,Cam Smith,701358,35108,35108
TOR,Blue Jays,80.5792,282.407,315.338,72.7106,51.2223,14.1913,1.12241,6.17458,36.4894,34.1527,24.9714,1.01796,50.3686,1.98934,2.64594,3.32436,6.65694,2.80174,1.09857,0.257467,0.319445,0.38126,0.700705,0.306512,0.0791892,0.159729,0.495773,0.123792,3.89198,0.291173,0.0149689,,35.5846,-1.67508,2.08328,-0.398955,-0.383986,0.822223,-1.7619524002075195,-1.0550925731658936,96.2924,313.4,3.869135802,313.4,3.869135802,2.42452,1.78136,1.04616,2.42452,-1.78136,3.60512,999,0.00625,OF,/players/nathan-lukes/18123/stats/batting,14,AL,Nathan Lukes,664770,18123,18123
MIN,Twins,88.2465,300.388,336.327,75.0838,53.4334,11.8684,0.244913,9.53708,34.8819,38.05,25.2164,0.542277,61.0241,7.02479,3.52626,0.171261,7.42561,1.00524,0.313753,0.249956,0.319272,0.386344,0.705616,0.30977,0.0749758,0.181443,0.41322,0.136389,2.3952,0.28089,-0.549382,,38.8426,-0.897059,-1.63517,-0.489456,-1.03884,0.814763,-2.1587530374526978,-1.4535959959030151,97.1748,346.7,3.939772727,346.7,3.939772727,1.28631,-0.998696,0.898879,1.28631,0.998696,3.80149,686.489990234375,0.31914894,C,/players/victor-caratini/14968/stats/batting,8,AL,Victor Caratini,605170,14968,14968
SDP,Padres,68.1654,222.689,247.833,51.7003,35.271,9.33672,0.229548,6.86304,27.8365,27.812,22.0457,0.0778218,56.0187,1.52982,1.4084,0.160464,7.38635,0.973063,0.146979,0.232164,0.303933,0.36861,0.672543,0.296671,0.0889537,0.226034,0.393541,0.136446,2.84156,0.278121,-0.015215,,25.9866,-3.29674,-0.292844,-0.25355,-0.268765,0.809869,-3.635602056980133,3.163512885570526,88.5058,234,3.44117647,234,3.44117647,2.62532,0.0319009,1.01522,2.62532,-0.0319009,3.64637,999,1,C,/players/luis-campusano/22217/stats/batting,29,NL,Luis Campusano,669134,22217,22217
WSN,Nationals,85.0962,286.872,320.4,70.1961,54.0433,12.1622,1.76071,2.22983,34.7729,23.9189,21.3438,0.26383,59.2704,4.71526,1.72188,5.74776,5.974,16.0005,4.54405,0.244695,0.305909,0.322685,0.628594,0.280638,0.0666159,0.184988,0.360108,0.07799,6.14132,0.299288,0.536379,,29.4249,-8.43285,2.98436,0.812154,1.34853,0.807767,-7.0622769594192505,4.2975722551345825,77.8512,264.4,3.110588235,264.4,3.110588235,1.39417,0.675971,1.5286,1.39417,-0.675971,2.96186,999,0.00884956,OF,/players/jacob-young/29931/stats/batting,24,NL,Jacob Young,696285,29931,29931
MIN,Twins,73.981,259.498,285.342,59.569,32.9058,11.7043,1.88064,13.0783,33.2703,35.6776,20.7483,0.375339,69.5179,2.57855,1.52787,0.989453,3.44633,3.22553,0.998756,0.229555,0.291525,0.440349,0.731874,0.314338,0.0727139,0.24363,0.29846,0.210793,4.83362,0.260555,0.0698118,,34.0125,0.297132,1.31947,-0.132653,-0.0628412,0.807361,0.04521844536066055,-1.9751007556915283,100.321,320.3,4.328378378,320.3,4.328378378,2.26174,0.248906,0.859717,2.26174,-0.248906,3.85371,700.5,0.00746269,1B,/players/kody-clemens/20572/stats/batting,8,AL,Kody Clemens,665019,20572,20572
PIT,Pirates,73.3998,241.375,271.706,52.429,33.7104,10.7886,0.752608,7.17734,28.5304,26.7792,21.2051,0.744712,71.3694,5.48744,2.04215,1.59606,3.26807,3.48084,1.19275,0.21721,0.292924,0.357348,0.650271,0.286526,0.0780442,0.262671,0.297117,0.140138,4.26002,0.274468,-0.135087,,26.2517,-5.85241,-0.0970751,-0.186127,-0.321214,0.801953,-6.7679407596588135,5.5664933770895,79.9808,234.5,3.212328767,234.5,3.212328767,1.55982,-0.336848,0.951705,1.55982,0.336848,3.73106,747.719970703125,0,C/OF,/players/henry-davis/29617/stats/batting,27,NL,Henry Davis,680779,29617,29617
TBR,Rays,108.571,415.396,447.704,118.565,99.5002,15.4185,2.91505,0.731319,55.3303,32.1036,24.4942,0.41683,47.9498,0.842765,2.76841,4.20238,8.45734,41.575,8.88745,0.285426,0.324468,0.341861,0.666328,0.294456,0.0547106,0.107102,0.510829,0.0564342,6.98496,0.318915,-0.212184,,46.139,-6.76065,0.324181,3.85405,3.64186,0.80041,-3.245422601699829,-4.083626329898834,86.9842,451,4.137614678,451,4.137614678,1.43283,-0.025281,2.62315,1.43283,0.025281,1.50246,183.66000366210938,0.02608696,OF,/players/chandler-simpson/31912/stats/batting,12,AL,Chandler Simpson,802415,31912,31912
WSN,Nationals,96.6471,310.153,351.094,70.6974,54.1348,10.946,0.976019,4.64072,39.7916,27.6423,31.8031,0.262143,81.6188,1.61405,2.56271,4.96131,4.98191,24.0841,5.35291,0.227944,0.300793,0.314417,0.615211,0.275969,0.0905826,0.23247,0.389653,0.0864738,6.31307,0.291697,-0.237815,,30.9131,-10.5715,2.45016,2.04845,1.81064,0.784833,-8.736671805381775,4.726611375808716,74.6532,305.8,3.152577319,305.8,3.152577319,2.61025,-1.29588,1.65108,2.61025,1.29588,2.79857,598.260009765625,0,SS,/players/nasim-nunez/25979/stats/batting,24,NL,Nasim Nuñez,683083,25979,25979
CIN,Reds,106.362,388.323,438.306,91.2148,56.3398,19.2257,1.36657,14.2827,50.7583,53.3326,42.0925,0.219607,94.932,5.20821,2.27679,0.404783,5.70081,7.8845,2.08017,0.234894,0.316317,0.401783,0.7181,0.314761,0.0960346,0.216589,0.443397,0.166889,4.51792,0.273405,-0.302297,,52.3963,0.6071,0.862693,0.0422834,-0.260013,0.778543,-2.168324112892151,-4.8047484159469604,96.3265,464.6,4.383018867,464.6,4.383018867,4.4372,0.836305,0.357334,4.4372,-0.836305,4.52355,328.32000732421875,0.11258278,1B/OF,/players/spencer-steer/26323/stats/batting,18,NL,Spencer Steer,668715,26323,26323
SEA,Mariners,81.755,286.488,322.028,69.3224,48.7121,13.573,1.48708,5.55028,38.5001,28.09,20.7406,0.16199,69.9565,8.64745,2.47819,3.67385,4.94576,17.3545,4.38818,0.241974,0.310065,0.357853,0.667918,0.295785,0.0644062,0.217238,0.296478,0.115879,6.52863,0.298756,-0.191098,,33.5346,-4.51547,0.918804,1.15934,0.968247,0.76365,-0.9939348101615906,-2.6258358359336853,94.8302,314.2,3.831707317,314.2,3.831707317,3.12813,0.440417,1.4023,3.12813,-0.440417,3.13027,718.4199829101562,0,OF,/players/victor-robles/18363/stats/batting,11,AL,Victor Robles,645302,18363,18363
KCR,Royals,95.2099,349.565,389.593,80.5557,49.502,17.198,1.66246,12.1932,47.2286,42.8545,31.4616,0.166675,101.584,4.54301,3.58461,0.438649,5.07199,13.2767,4.55511,0.230446,0.299522,0.393799,0.693321,0.302347,0.080755,0.260744,0.309709,0.163353,5.64649,0.285591,0.137708,,42.6464,-3.38701,-0.283387,0.226548,0.364256,0.758985,-3.132949084043503,-2.634249359369278,92.405,395.8,4.166315789,395.8,4.166315789,3.01009,-0.56179,0.766518,3.01009,0.56179,3.97798,724.9199829101562,0.02439024,OF,/players/lane-thomas/16939/stats/batting,7,AL,Lane Thomas,657041,16939,16939
CHW,White Sox,109.398,382.56,428.382,97.2991,71.131,17.5346,0.345582,8.2879,41.6759,43.736,36.4125,0.423044,78.0624,5.3444,3.50513,0.559828,8.81062,0.935817,0.619076,0.254337,0.325032,0.366972,0.692004,0.306267,0.0850001,0.182226,0.466453,0.112635,2.06665,0.296986,-0.377824,,48.2557,-2.36091,-1.92306,-0.808815,-1.18664,0.753115,-3.6687169075012207,-3.4686360359191895,95.0977,409.7,3.758715596,409.7,3.758715596,2.1831,-0.398681,0.78334,2.1831,0.398681,3.95555,485.9599914550781,0.28712871,C/DH,/players/edgar-quero/28022/stats/batting,4,AL,Edgar Quero,700337,28022,28022
CHC,Cubs,76.6015,256.508,285.676,59.2489,38.8244,12.008,0.785864,7.6307,29.591,34.4519,19.4739,0.30225,61.1203,5.16912,2.11129,2.4145,4.11881,1.05561,0.243038,0.230983,0.296164,0.373169,0.669333,0.293591,0.0681676,0.213949,0.318615,0.142186,3.27027,0.271864,-0.275447,,29.2403,-4.51456,-1.54234,-0.305401,-0.580848,0.750662,-5.1762173771858215,2.8446491956710815,86.3899,263,3.415584415,263,3.415584415,2.82832,1.73181,0.863047,2.82832,-1.73181,3.84927,738.47998046875,0.03571429,C,/players/miguel-amaya/21693/stats/batting,17,NL,Miguel Amaya,665804,21693,21693
TEX,Rangers,73.6484,249.696,270.778,55.1313,33.2852,11.0624,0.72848,10.0553,27.23,34.34,16.6929,0.0640978,66.7781,1.20654,2.40953,0.772763,3.41302,2.10265,0.548067,0.220794,0.27048,0.391742,0.662222,0.286104,0.0616481,0.246616,0.249976,0.170948,3.66005,0.257178,-0.556954,,26.0694,-5.92507,-1.4885,-0.141395,-0.69835,0.725559,-6.11241888999939,3.8842798471450806,83.0356,244.6,3.305405405,244.6,3.305405405,3.13878,1.18729,0.899828,3.13878,-1.18729,3.80023,999,0.22826087,C,/players/kyle-higashioka/5517/stats/batting,13,AL,Kyle Higashioka,543309,5517,5517
KCR,Royals,117.858,401.346,444.277,94.0763,64.4844,18.014,4.28012,7.29781,50.7715,39.6978,27.4832,0.296302,86.9831,4.07919,3.29599,8.07256,7.05394,8.28149,2.97814,0.234402,0.288027,0.355165,0.643192,0.281824,0.0618605,0.195786,0.31596,0.120763,5.94636,0.279605,0.696953,,41.2294,-11.2654,1.09834,-0.195414,0.501539,0.722723,-10.889509975910187,2.9171403646469116,78.3067,366,3.101694915,366,3.101694915,1.79429,-1.47174,0.612271,1.79429,1.47174,4.18364,999,0,OF,/players/kyle-isbel/21614/stats/batting,7,AL,Kyle Isbel,664728,21614,21614
COL,Rockies,67.1264,239.383,267.449,61.5358,42.7176,13.2911,1.03286,4.49428,30.6762,25.6059,22.7943,1.11205,62.8132,2.92206,2.17876,0.17122,5.19068,2.45097,0.723478,0.25706,0.326447,0.377535,0.703982,0.308944,0.0852286,0.23486,0.362891,0.120475,4.2199,0.327347,-0.0700239,,30.7085,-0.892708,2.80594,-0.250519,-0.320543,0.71907,-5.528960168361664,3.659032106399536,83.5688,268.2,4.002985074,268.2,4.002985074,3.45195,0.873288,1.25509,3.45195,-0.873288,3.32655,999,0.02325581,3B,/players/kyle-karros/33252/stats/batting,19,NL,Kyle Karros,691720,33252,33252
