Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Brock Wilken","MIL",10,42,36,7,4,1,0,1,4,5,5,0,14,0,0,0,,0,0,0.190964,0.121365,0.333887,0.363492,0.296221,0.347362,0.287947,0.643583,0.156399,3.18512,0.2649,-0.00164459,-0.0431542,4.10643,-0.856192,83.5926,-0.0447987,0.0382247,-0.8615382425487041,0.18822472542524338,0.074078,999,,,,,,,30.5,3.05,30.5,3.05,,,,,,,,,,,,,,,,,,,"Brock Wilken","sa3022499",694385
"David Fry","CLE",45,192,172,38,23,7,1,6,20,23,16,1,53,3,1,0,,1,0,0.218296,0.0806349,0.273057,0.295304,0.293763,0.376911,0.293375,0.670674,0.158615,3.80421,0.273194,-0.0957263,-0.0916838,19.6592,-3.0743,87.8232,-0.18741,-0.00282301,-2.9487013667821884,-2.9528230545111,0.0724066,999,,,,,,,182.1,4.046666666,182.1,4.046666666,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Rafael Flores Jr.","PIT",11,47,42,10,7,2,0,1,5,5,4,0,13,0,0,0,,0,0,0.245507,0.0779243,0.283367,0.274994,0.308881,0.386127,0.304554,0.695008,0.14062,3.18404,0.326459,-0.0103583,-0.0348754,5.18449,-0.321656,92.3306,-0.0452337,-0.500754,-0.46882064640522003,-0.37575364112854004,0.0719805,999,,,,,,,41.2,3.745454545,41.2,3.745454545,,,,,,,,,,,,,,,,,,,"Rafael Flores Jr.","31991",804668
"Chas McCormick","CHC",11,49,43,10,7,2,0,1,6,5,4,0,13,1,0,0,,2,1,0.228206,0.0867071,0.269399,0.321853,0.306317,0.364611,0.296161,0.670929,0.136406,5.03027,0.292479,-0.0559264,-0.0298147,5.11764,-0.672087,90.2575,-0.0857411,0.0448234,-0.6515379920601845,-0.2801766097545624,0.0714681,999,,,,,,,44.2,4.018181818,44.2,4.018181818,,,,,,,,,,,,,,,,,,,"Chas McCormick","19599",676801
"Jorge Barrosa","ARI",23,98,88,20,14,4,0,1,10,9,8,0,22,1,1,1,,2,1,0.227364,0.0855897,0.228767,0.374134,0.297369,0.337695,0.281527,0.635064,0.11033,4.66049,0.287105,-0.00943409,-0.124293,9.07089,-2.50856,77.4562,-0.133727,0.815165,-2.7521999180316925,0.16516482830047607,0.0689022,999,,,,,,,73,3.173913043,73,3.173913043,,,,,,,,,,,,,,,,,,,"Jorge Barrosa","23968",678489
"Maximo Acosta","MIA",15,63,57,13,9,2,0,1,7,6,5,0,16,1,0,0,,2,1,0.224461,0.0727884,0.246667,0.295088,0.286081,0.343989,0.278293,0.63007,0.119528,5.54526,0.281858,0.00528301,0.015318,5.66587,-1.77807,74.8839,0.020601,0.00365958,-1.8547658864408731,0.4286595934536308,0.0685411,999,,,,,,,50,3.333333333,50,3.333333333,,,,,,,,,,,,,,,,,,,"Maximo Acosta","27963",691185
"Korey Lee","CHW",34,134,125,28,18,5,0,4,14,14,7,0,36,1,0,0,,2,1,0.22025,0.0553861,0.269407,0.205585,0.267255,0.355627,0.272269,0.622882,0.135377,4.19897,0.278155,0.0385803,-0.0729077,11.4298,-4.45055,71.8427,-0.0343275,-0.90281,-4.494611218571663,1.7221896052360535,0.0672872,999,,,,,,,108.9,3.202941176,108.9,3.202941176,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"LaMonte Wade Jr.",,16,70,59,13,9,2,0,2,8,7,9,0,16,1,1,0,,0,0,0.224821,0.134725,0.225789,0.596683,0.337729,0.36285,0.312116,0.700579,0.138029,3.27511,0.272975,-0.110786,-0.0885498,8.21766,-0.0533835,99.1154,-0.199336,-0.199716,-0.2725195437669754,-1.4497162997722626,0.0661825,999,,,,,,,68.4,4.275,68.4,4.275,,,,,,,,,,,,,,,,,,,"LaMonte Wade Jr.","18126",664774
"Walker Jenkins","MIN",8,35,31,7,5,2,0,1,4,4,3,0,8,0,0,0,,1,0,0.239449,0.0960582,0.221184,0.434291,0.321287,0.363927,0.304239,0.685214,0.124478,5.00879,0.296313,-0.00315537,0.0138038,3.88498,-0.250537,93.3644,0.0106484,-0.228103,-0.2630804134532809,-0.3031034618616104,0.0653224,999,,,,,,,34.3,4.2875,34.3,4.2875,,,,,,,,,,,,,,,,,,,"Walker Jenkins","sa3022894",805805
"Taylor Trammell","HOU",8,35,30,7,4,2,0,1,4,4,4,0,11,0,0,0,,1,0,0.215079,0.111918,0.300177,0.372841,0.308277,0.39176,0.307607,0.700036,0.17668,4.8381,0.280745,-0.014924,0.00148993,3.9807,-0.154819,97.018,-0.013434,-0.155551,-0.13644516561180353,-0.4305510073900223,0.0652393,999,,,,,,,38.3,4.7875,38.3,4.7875,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Nelson Rada","LAA",16,70,61,15,12,2,0,0,7,6,6,0,17,1,0,1,,3,1,0.239989,0.0927633,0.237829,0.390042,0.320841,0.305016,0.284307,0.625857,0.0650262,5.65755,0.319727,-0.0092451,0.0515056,6.63718,-1.63386,79.214,0.0422605,0.142606,-1.6726535968482494,-0.10739436745643616,0.064379,999,,,,,,,52.7,3.29375,52.7,3.29375,,,,,,,,,,,,,,,,,,,"Nelson Rada","sa3018421",703185
"Jose Siri","LAA",8,35,32,6,4,1,0,1,4,4,2,0,13,0,0,0,,1,0,0.20112,0.0649732,0.362968,0.179005,0.260489,0.36968,0.274295,0.630169,0.168561,5.83721,0.281613,0.0145682,0.0584391,3.0341,-1.10142,72.3174,0.0730072,0.367194,-1.068942904472351,0.4921938478946686,0.0642414,999,,,,,,,21.8,2.725,21.8,2.725,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Bryan Torres","STL",5,21,18,5,4,1,0,0,2,2,2,0,4,0,0,0,,1,0,0.269394,0.112409,0.171511,0.655405,0.353327,0.352229,0.316321,0.705556,0.0828343,4.51369,0.32328,-0.00544195,-0.000382548,2.537,0.055691,104.423,-0.0058245,-0.175383,0.10427311388775706,-0.20038261637091637,0.06165,999,,,,,,,20.8,4.16,20.8,4.16,,,,,,,,,,,,,,,,,,,"Bryan Torres","sa885119",663494
"Ryan Kreidler","MIN",24,105,91,18,12,4,0,2,11,9,11,0,32,1,1,1,,3,1,0.195974,0.105838,0.309016,0.342498,0.291353,0.303628,0.269966,0.594981,0.107655,5.03519,0.280233,0.0104701,-0.0170641,8.73321,-3.67335,69.7553,-0.00659397,-0.0868756,-3.7495155623182654,0.7381244078278542,0.0616472,999,,,,,,,79.1,3.295833333,79.1,3.295833333,,,,,,,,,,,,,,,,,,,"Ryan Kreidler","25867",668952
"Joey Wiemer","WSN",32,140,125,26,17,5,0,4,15,14,12,0,42,2,1,0,,3,1,0.207613,0.0859175,0.299454,0.286914,0.284094,0.341703,0.277129,0.625797,0.13409,4.50551,0.27807,-0.0356785,0.0264531,12.4585,-4.08355,75.4478,-0.00922548,0.622854,-4.083146205171943,0.022853612899780273,0.061136,999,,,,,,,117.6,3.675,117.6,3.675,,,,,,,,,,,,,,,,,,,"Joey Wiemer","27690",686894
"Will Wagner","SDP",5,21,19,5,3,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.253107,0.0996585,0.173903,0.573069,0.333087,0.363858,0.310099,0.696945,0.110751,3.56868,0.29789,-0.00622009,-0.0361722,2.43091,-0.0504025,101.752,-0.0423923,0.0184908,0.0012023672461509705,-0.10650917887687683,0.060709,999,,,,,,,17.9,3.58,17.9,3.58,,,,,,,,,,,,,,,,,,,"Will Wagner","29634",695238
"Luis Urías","ARI",6,28,24,6,4,1,0,1,3,3,3,0,5,1,0,0,,0,0,0.230959,0.0970891,0.187808,0.516958,0.321424,0.35993,0.304127,0.681354,0.128971,3.12097,0.265091,-0.0032223,-0.0320972,3.10545,-0.202962,92.9378,-0.0353195,-0.177415,-0.2696847580373287,-0.07741526514291763,0.0597983,999,,,,,,,33.9,5.65,33.9,5.65,,,,,,,,,,,,,,,,,,,"Luis Urias","16622",649966
"Nate Eaton","BOS",15,63,57,14,9,3,0,1,7,7,4,0,16,1,0,0,,2,1,0.240324,0.0647689,0.246124,0.263156,0.297777,0.374626,0.294357,0.672404,0.134302,5.91047,0.303394,-0.000507696,0.114402,6.48755,-0.956383,83.1196,0.113894,0.123254,-1.139525830745697,-0.4517460837960243,0.0590431,999,,,,,,,55.5,3.7,55.5,3.7,,,,,,,,,,,,,,,,,,,"Nate Eaton","25055",681987
"John Rave","KCR",21,91,81,18,12,4,1,2,11,9,8,0,24,0,1,1,,3,1,0.228653,0.0923513,0.262575,0.351714,0.302828,0.371871,0.296635,0.674699,0.143218,5.93779,0.294326,-0.0166925,0.0831089,9.5392,-1.21316,85.868,0.0664164,-0.159369,-1.4493003487586975,-1.1343686133623123,0.0561085,999,,,,,,,82.8,3.942857142,82.8,3.942857142,,,,,,,,,,,,,,,,,,,"John Rave","26284",670231
"Max Schuemann","NYY",5,21,18,4,3,1,0,0,2,2,2,0,5,0,0,0,,1,0,0.229252,0.103649,0.230642,0.449393,0.322773,0.33574,0.296556,0.658513,0.106488,5.34321,0.291829,-0.00296896,0.0144551,2.2,-0.281317,89.9581,0.0114861,-0.128461,-0.23706087190657854,0.046538859605789185,0.0544573,999,,,,,,,15.2,3.04,15.2,3.04,,,,,,,,,,,,,,,,,,,"Max Schuemann","24488",680474
"Chris Taylor","LAA",32,140,124,27,17,6,0,3,15,13,12,0,45,2,1,0,,3,1,0.213764,0.0860465,0.322142,0.267107,0.2931,0.335255,0.279398,0.628356,0.121492,4.81026,0.307383,-0.110929,0.0146338,12.7164,-3.82569,76.6402,-0.0962956,-0.257576,-3.9615869596600533,-0.25757575035095215,0.0531044,999,,,,,,,117.7,3.678125,117.7,3.678125,,,,,,,,,,,,,,,,,,,"Chris Taylor","13757",621035
"Adrian Del Castillo","ARI",29,124,111,26,16,6,0,4,13,15,10,0,35,1,1,0,,0,0,0.2304,0.0845124,0.281763,0.299941,0.299731,0.388578,0.299893,0.688309,0.158178,3.38856,0.298612,-0.0435857,-0.128548,13.2834,-1.32085,90.0371,-0.172134,-0.0174841,-1.6316081434488297,-1.9674841947853565,0.05284,999,,,,,,,122.6,4.227586206,122.6,4.227586206,,,,,,,,,,,,,,,,,,,"Adrian Del Castillo","29554",680728
"Tyler Fitzgerald","SFG",5,21,19,4,3,1,0,1,2,2,1,0,6,0,0,0,,1,0,0.232807,0.0626561,0.290701,0.215534,0.290234,0.379152,0.292546,0.669386,0.146345,5.62843,0.307668,0.0124597,0.0262345,2.13164,-0.349672,88.3822,0.0386942,0.0845676,-0.2504640705883503,0.05956757441163063,0.0519521,999,,,,,,,20.6,4.12,20.6,4.12,,,,,,,,,,,,,,,,,,,"Tyler Fitzgerald","26208",666149
"Jared Oliva","SFG",6,28,25,6,4,1,0,1,3,3,2,0,7,0,0,0,,2,0,0.232359,0.0642233,0.23466,0.273687,0.29365,0.355359,0.286231,0.649009,0.123,7.54459,0.290532,-0.0100622,0.18131,2.69861,-0.609809,84.0557,0.171248,0.0262617,-0.3578765094280243,-0.07373829558491707,0.0511514,999,,,,,,,30.7,5.116666666,30.7,5.116666666,,,,,,,,,,,,,,,,,,,"Jared Oliva","19968",666931
"Joshua Báez","STL",5,21,19,4,3,1,0,1,2,2,2,0,6,0,0,0,,1,0,0.233711,0.0789614,0.279801,0.282206,0.304923,0.382202,0.301698,0.687124,0.148491,6.08019,0.305531,0,0.070071,2.28767,-0.193638,94.406,0.070071,0.0942672,-0.06916031986474991,-0.13073276728391647,0.0510316,999,,,,,,,23.6,4.72,23.6,4.72,,,,,,,,,,,,,,,,,,,"Joshua Baez","sa3017022",695491
"Kameron Misner","KCR",8,35,31,6,4,1,0,1,4,3,4,0,11,0,0,0,,1,0,0.209216,0.107473,0.321031,0.334776,0.298621,0.351896,0.288927,0.650517,0.142681,5.8415,0.296559,-0.013887,0.0691295,3.44989,-0.685626,80.5584,0.0552425,0.196654,-0.7467533610761166,0.021654322743415833,0.0490634,999,,,,,,,28.8,3.6,28.8,3.6,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Brett Wisely","ATL",5,21,19,4,3,1,0,0,2,2,2,0,5,0,0,0,,0,0,0.23645,0.0834749,0.227171,0.367454,0.304658,0.357889,0.29201,0.662548,0.121439,4.3938,0.292478,-0.00921075,-0.0101109,2.1225,-0.358812,85.1507,-0.0193216,0.023796,-0.38891006633639336,0.14879603870213032,0.0469165,999,,,,,,,12.3,2.46,12.3,2.46,,,,,,,,,,,,,,,,,,,"Brett Wisely","27735",689172
"Thairo Estrada","BAL",3,14,13,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.257402,0.0429535,0.19058,0.225383,0.29974,0.391287,0.300768,0.691027,0.133885,4.60548,0.297847,0.000536086,-0.0147463,1.51454,-0.139667,93.1758,-0.0142103,0.0469616,-0.12681430391967297,0.09696158021688461,0.0462457,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Thairo Estrada","16426",642731
"Christian Franklin","WSN",16,70,61,14,10,2,0,1,8,6,8,0,17,1,0,0,,2,1,0.233061,0.107546,0.245631,0.437835,0.324721,0.345749,0.300744,0.67047,0.112688,5.16436,0.303043,-0.00925277,-0.0676913,7.57137,-0.69967,91.6247,-0.0769441,-0.359217,-0.7717985063791275,-1.1092173755168915,0.0458259,999,,,,,,,60.6,3.7875,60.6,3.7875,,,,,,,,,,,,,,,,,,,"Christian Franklin","sa3017510",681047
"Tanner Murray","CHW",13,56,52,12,8,3,0,1,6,6,3,0,13,1,0,0,,0,0,0.22961,0.0480017,0.237038,0.202506,0.272729,0.345541,0.270906,0.61827,0.115931,3.33313,0.285506,-0.00731925,-0.0837801,4.70044,-1.91639,70.9035,-0.0910993,0.371032,-2.0115452334284782,0.5210322737693787,0.044702,999,,,,,,,45.3,3.484615384,45.3,3.484615384,,,,,,,,,,,,,,,,,,,"Tanner Murray","sa3016805",695020
"Kyle Farmer","ATL",15,63,58,13,9,3,0,1,6,6,4,0,14,1,0,0,,0,0,0.233155,0.0600305,0.223631,0.268436,0.291736,0.358002,0.285956,0.649738,0.124848,3.27137,0.28281,-0.0245684,-0.14452,6.05781,-1.38613,81.0032,-0.169088,-0.166885,-1.5875431448221207,-0.09188452363014221,0.0426232,999,,,,,,,47.9,3.193333333,47.9,3.193333333,,,,,,,,,,,,,,,,,,,"Kyle Farmer","14813",571657
"Miles Mastrobuoni","SEA",3,14,12,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.237413,0.0999157,0.194862,0.51275,0.314435,0.325257,0.286947,0.639692,0.0878439,4.94631,0.291415,-0.00562095,0.0194159,1.35744,-0.296767,88.742,0.0137949,0.0362182,-0.17196886707097292,0.0862182267010212,0.0405267,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Miles Mastrobuoni","20017",670156
"Tre' Morgan","TBR",6,28,24,6,4,1,0,0,3,3,3,0,6,0,0,0,,0,0,0.245964,0.110932,0.206481,0.537252,0.336761,0.357797,0.309148,0.694558,0.111833,4.17585,0.300693,0,-0.04362,3.21958,-0.088832,96.6217,-0.04362,0.0870968,-0.15510688349604607,-0.41290322691202164,0.0404855,999,,,,,,,21.5,3.583333333,21.5,3.583333333,,,,,,,,,,,,,,,,,,,"Tre' Morgan","sa3022919",691003
"Gabriel Rincones Jr.","PHI",8,35,31,7,4,1,0,1,4,4,4,0,10,0,0,0,,1,0,0.216334,0.10155,0.271651,0.373824,0.304531,0.370474,0.297046,0.675005,0.15414,4.85747,0.274444,-0.00321402,0.00807308,3.6806,-0.454915,87.461,0.00485906,0.10125,-0.5152887450531125,-0.2737499997019768,0.0384101,999,,,,,,,34.4,4.3,34.4,4.3,,,,,,,,,,,,,,,,,,,"Gabriel Rincones Jr.","sa3020758",687282
"Shay Whitcomb","HOU",3,14,13,3,2,1,0,1,2,2,1,0,4,0,0,0,,0,0,0.223716,0.0700012,0.297047,0.235657,0.286239,0.393035,0.295124,0.679274,0.169319,4.71213,0.285117,-0.00235686,0.00737145,1.45039,-0.203817,88.419,0.00501459,0.0219411,-0.1860793475061655,0.0719410628080368,0.0376223,999,,,,,,,19.1,6.366666666,19.1,6.366666666,,,,,,,,,,,,,,,,,,,"Shay Whitcomb","27789",694376
"Nick Madrigal","LAA",3,14,13,3,3,1,0,0,1,1,1,0,2,0,0,0,,0,0,0.26159,0.0531238,0.109903,0.483371,0.318027,0.34026,0.293375,0.658287,0.0786695,4.64132,0.291024,-0.00608878,0.000774687,1.43052,-0.223692,85.461,-0.00531409,0.0700457,-0.24521606275811791,0.12004571780562401,0.0364935,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Nick Madrigal","20521",663611
"Grant McCray","SFG",8,35,32,7,5,1,0,1,4,4,3,0,11,0,0,0,,1,0,0.222991,0.0771409,0.303736,0.253974,0.287319,0.359086,0.284055,0.646405,0.136095,6.64464,0.306394,-0.00114518,0.0689428,3.31143,-0.824085,82.5653,0.0677977,0.0223889,-0.6554310321807861,-0.1526110488921404,0.0364659,999,,,,,,,30.4,3.8,30.4,3.8,,,,,,,,,,,,,,,,,,,"Grant McCray","25690",687529
"Tyler Callihan","PIT",8,35,32,7,5,1,0,1,4,3,3,0,10,0,0,0,,1,0,0.228549,0.0741389,0.277998,0.266689,0.291354,0.351568,0.283638,0.642921,0.123019,5.73408,0.30626,-0.00451519,0.0322535,3.29958,-0.835939,78.0027,0.0277384,0.0417874,-0.8847582116723061,0.06678740680217743,0.03545,999,,,,,,,30.4,3.8,30.4,3.8,,,,,,,,,,,,,,,,,,,"Tyler Callihan","27497",682997
"Trey Sweeney","DET",3,14,13,3,2,1,0,0,2,1,1,0,4,0,0,0,,0,0,0.22363,0.0845989,0.26782,0.31588,0.294297,0.357725,0.287132,0.652022,0.134096,4.99437,0.28751,-0.00412147,0.000603952,1.35955,-0.294656,82.0877,-0.00351752,0.0077936,-0.2990817823447287,0.15779360104352236,0.0348445,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Trey Sweeney","29575",700242
"Mason McCoy","SDP",6,28,25,5,3,1,0,0,3,2,2,0,9,0,0,0,,1,0,0.203176,0.080106,0.313265,0.255713,0.271654,0.310356,0.258897,0.58201,0.10718,5.56331,0.288812,-0.00190109,0.027441,2.07723,-1.23119,66.6768,0.0255399,0.184781,-1.080318758264184,0.48478084802627563,0.03438,999,,,,,,,13.8,2.3,13.8,2.3,,,,,,,,,,,,,,,,,,,"Mason McCoy","22232",669200
"Ben Gamel","ATL",8,35,30,7,4,1,0,1,4,4,4,0,10,0,0,0,,0,0,0.226523,0.114972,0.29512,0.389578,0.321582,0.362798,0.304233,0.684379,0.136274,3.45358,0.312118,-0.0218119,-0.0753691,3.88484,-0.250683,93.5239,-0.097181,-0.107464,-0.3658246695995331,-0.48246389627456665,0.0323481,999,,,,,,,33.5,4.1875,33.5,4.1875,,,,,,,,,,,,,,,,,,,"Ben Gamel","12160",592325
"Jonah Bride","TEX",3,14,12,3,2,1,0,0,1,1,2,0,3,0,0,0,,0,0,0.217845,0.120996,0.229699,0.526757,0.321119,0.333414,0.29473,0.654533,0.115569,2.43832,0.271006,-0.00538519,-0.0255645,1.44591,-0.208299,88.9774,-0.0309497,-0.0076259,-0.21282872557640076,0.042374104261398315,0.0318604,999,,,,,,,13.7,4.566666666,13.7,4.566666666,,,,,,,,,,,,,,,,,,,"Jonah Bride","24703",681146
"Luis Vázquez","BAL",3,14,13,3,2,1,0,0,1,2,1,0,3,0,0,0,,0,0,0.233386,0.0611497,0.244963,0.249628,0.290512,0.36162,0.286514,0.652133,0.128234,4.12823,0.290976,-0.000942354,-0.0259772,1.35253,-0.30168,83.3572,-0.0269196,0.0299376,-0.3015366345643997,0.1299375593662262,0.0317433,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Luis Vazquez","23442",676679
"Stuart Fairchild","CLE",6,28,25,5,4,1,0,1,3,3,2,0,8,1,0,0,,1,0,0.219665,0.0791549,0.274592,0.288264,0.296537,0.352387,0.287996,0.648925,0.132723,5.89696,0.288687,-0.011462,0.0516725,2.73873,-0.569681,84.1179,0.0402105,0.0143596,-0.48391926661133766,-0.18564037140458822,0.0300957,999,,,,,,,26.2,4.366666666,26.2,4.366666666,,,,,,,,,,,,,,,,,,,"Stuart Fairchild","20321",656413
"Zac Veen","COL",28,119,108,27,18,5,1,3,14,13,9,0,28,1,1,0,,4,1,0.249939,0.0748062,0.235445,0.317723,0.311373,0.395212,0.307986,0.706585,0.145274,5.87958,0.309124,-0.00792695,0.0792423,13.571,-0.489774,82.9124,0.0713154,-0.0534757,-2.3387078046798706,-1.3284758254885674,0.0298727,741.8499755859375,,,,,,,126.4,4.514285714,126.4,4.514285714,,,,,,,,,,,,,,,,,,,"Zac Veen","27770",691728
"Alika Williams","PIT",3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.239923,0.0650067,0.205021,0.317073,0.296886,0.343326,0.283091,0.640211,0.103402,4.47744,0.29288,-0.00558973,-0.0193558,1.31361,-0.340596,77.6278,-0.0249455,0.0653448,-0.3961646854877472,0.2153448536992073,0.0291553,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Alika Williams","27604",675961
"Eduardo Valencia","DET",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.237101,0.0707989,0.22769,0.310944,0.296793,0.400091,0.302177,0.696883,0.16299,2.90972,0.276426,-0.000819777,-0.00826123,0.699684,-0.0565254,92.4514,-0.009081,-0.0122727,-0.06602147594094276,0.11272727232426405,0.0273157,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Eduardo Valencia","sa3006622",680664
"Brett Sullivan","COL",13,51,47,11,7,2,1,1,5,5,4,0,9,0,1,0,,1,0,0.23636,0.0698821,0.168741,0.414138,0.292504,0.366074,0.287506,0.658577,0.129713,5.47587,0.269598,-0.0163992,-0.0249216,4.98761,-1.06206,68.8831,-0.0413209,-0.238692,-1.9295725412666798,0.761307880282402,0.0272489,999,,,,,,,49.4,3.8,49.4,3.8,,,,,,,,,,,,,,,,,,,"Brett Sullivan","18217",664954
"Mark Canha","TEX",15,63,55,13,9,3,0,1,6,6,6,0,13,2,1,0,,1,0,0.235942,0.090925,0.208339,0.436429,0.324394,0.349263,0.300874,0.673656,0.11332,3.30683,0.285661,-0.0656954,-0.0665388,6.82086,-0.623076,93.2099,-0.132234,-0.342982,-0.6364201009273529,-1.2679817378520966,0.027006,999,,,,,,,61.8,4.12,61.8,4.12,,,,,,,,,,,,,,,,,,,"Mark Canha","11445",592192
"Tomás Nido","DET",3,13,12,3,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.229618,0.0438867,0.252771,0.173622,0.269239,0.340892,0.267377,0.610131,0.111274,2.78929,0.289588,-0.0177222,-0.0136814,1.03772,-0.474699,68.4794,-0.0314036,0.0322565,-0.5069329962134361,0.28225645050406456,0.0268193,999,,,,,,,7.8,2.6,7.8,2.6,,,,,,,,,,,,,,,,,,,"Tomas Nido","13755",621512
"Enmanuel Valdez","PIT",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.238104,0.0946773,0.222753,0.425033,0.313304,0.405536,0.313658,0.718839,0.167432,3.93823,0.280233,-0.000993879,-0.0068887,0.830532,0.00342773,98.5676,-0.00788257,0.0201629,-0.01976644527167082,0.045162903144955635,0.0264261,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Enmanuel Valdez","21716",665839
"Spencer Jones","NYY",5,21,19,4,2,1,0,1,3,3,2,0,8,0,0,0,,1,0,0.222748,0.078752,0.376583,0.209123,0.2887,0.410388,0.302479,0.699088,0.18764,5.95882,0.325695,-0.00176658,0.0219935,2.30099,-0.180319,94.0386,0.0202269,-0.11745,-0.12732236459851265,-0.34245000034570694,0.0258864,999,,,,,,,23.6,4.72,23.6,4.72,,,,,,,,,,,,,,,,,,,"Spencer Jones","sa3019969",682987
"Nick Sogard","BOS",5,21,18,5,3,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.2443,0.105296,0.211916,0.496873,0.328892,0.340105,0.300151,0.668997,0.095805,4.40386,0.308236,-0.0139937,-0.0104936,2.26129,-0.220019,87.1103,-0.0244873,-0.102576,-0.3435186371207237,-0.12757633253932,0.0257511,999,,,,,,,18.9,3.78,18.9,3.78,,,,,,,,,,,,,,,,,,,"Nick Sogard","25483",686765
"Brandon Valenzuela","TOR",3,13,12,2,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.202952,0.0825898,0.269451,0.306511,0.272082,0.328218,0.265352,0.6003,0.125266,3.18487,0.258299,-0.00110686,-0.0140966,1.01667,-0.49575,67.9385,-0.0152034,0.0580755,-0.49889331962913275,0.3080754727125168,0.0255513,999,,,,,,,2.2,0.733333333,2.2,0.733333333,,,,,,,,,,,,,,,,,,,"Brandon Valenzuela","sa3005729",678218
"Kyren Paris","LAA",3,14,12,3,2,0,0,0,2,1,1,0,5,0,0,0,,1,0,0.205191,0.0928204,0.335496,0.276666,0.288769,0.352983,0.28432,0.641752,0.147792,6.95697,0.2919,0,0.045639,1.32759,-0.326618,79.2233,0.045639,0.0123419,-0.2971893586218357,0.06234188191592693,0.0252722,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Kyren Paris","26420",677347
"Jhostynxon Garcia","PIT",44,189,173,40,26,8,1,5,22,20,12,0,53,2,1,1,,2,1,0.231076,0.0650275,0.2783,0.23366,0.288256,0.378731,0.291166,0.666987,0.147655,5.01305,0.298924,0,-0.156575,18.9729,-3.35891,83.1596,-0.156575,-0.388635,-3.92889541387558,-2.113635152578354,0.0251224,999,,,,,,,169.9,3.861363636,169.9,3.861363636,,,,,,,,,,,,,,,,,,,"Jhostynxon Garcia","28142",691373
"Paul DeJong","NYY",3,14,13,3,2,0,0,1,1,2,1,0,4,0,0,0,,0,0,0.204301,0.0618587,0.320016,0.193299,0.261936,0.364816,0.273324,0.626752,0.160516,3.47271,0.2638,-0.00998199,-0.0141704,1.2026,-0.451606,73.955,-0.0241524,0.114957,-0.45391157269477844,0.21495725214481354,0.024852,999,,,,,,,16.2,5.4,16.2,5.4,,,,,,,,,,,,,,,,,,,"Paul DeJong","18015",657557
"Garrett Stubbs","PHI",5,19,17,4,3,1,0,0,2,2,2,0,5,0,0,0,,0,0,0.22188,0.0803231,0.245491,0.327194,0.294652,0.326301,0.276495,0.620953,0.104422,4.44324,0.283491,-0.00919706,-0.0115724,1.69871,-0.56992,73.3826,-0.0207695,-0.0478591,-0.6264743003994226,0.3271408900618553,0.0245556,999,,,,,,,14.3,2.86,14.3,2.86,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
