mlbam_id,name,position,age,pa_projected,pa_fullseason,games_missed_estimate,pa_disagreement,injury_risk_tier
829703.0,Emmanuel Cedeno,2B,,1.0,600,161.76176470588234,,HIGH
815921.0,Yohendry Sanchez,C,,1.0,450,161.70545454545456,,HIGH
811210.0,Kade Kretzschmar,OF,,1.0,600,161.76176470588234,,HIGH
701540.0,J.R. Freethy,2B/OF,,240.75,600,104.64485294117648,293.53066279351464,MODERATE
821523.0,Victor Leal,C/1B,,200.66666666666666,450,102.89454545454547,345.83281124458586,MODERATE
806238.0,Gabriel Gomes,C,,300.5,450,73.4890909090909,423.556961930742,LOW
808287.0,Luis Guevara,3B/SS,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
808302.0,Juan Ortega,C/1B,,200.66666666666666,450,102.89454545454547,345.83281124458586,MODERATE
701481.0,Ryan Campos,C,,252.0,450,87.77454545454545,300.45631962067296,LOW
804558.0,Raudi Rodriguez,OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
678832.0,Yunior Garcia,1B/OF,,1.0,600,161.76176470588234,,HIGH
826932.0,Cobb Hightower,SS,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
687811.0,Chris Lanzilli,OF,,1.0,600,161.76176470588234,,HIGH
814842.0,Neurelin Montero,C,,1.0,450,161.70545454545456,,HIGH
703143.0,Cristhian Vaquero,OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
695046.0,Drew Brutcher,OF,,258.5,600,100.41617647058824,305.14313581225014,LOW
800953.0,Brady Day,3B,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
808503.0,Jeremy Almonte,C,,200.66666666666666,450,102.89454545454547,345.83281124458586,MODERATE
683031.0,Jean Ramirez,OF,,1.0,600,161.76176470588234,,HIGH
699293.0,Yohairo Cuevas,1B/OF,,256.5,600,100.89264705882353,303.64946896051043,LOW
800463.0,Jean Joseph,OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
691726.0,Kevin Sim,1B/3B,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
