name,mlbam_id,espn_id,primary_position,PA,pos_adj_werth,werth_mean_sim,werth_std_sim,werth_q10_sim,werth_q90_sim,werth_skew_sim,risk_adj_werth_mc,waiver_floor,draft_value_mc
Willi Castro,650489,34230.0,OF,521.92,-1.8312616022881958,-1.8312616022881958,1.6763930283141513,-4.067151902799443,0.3290446995064635,-0.05261887913065224,-1.7624367810558474,-4.139623131043089,2.377186349987241
Jonathan Aranda,666018,40810.0,1B,568.471,-2.1102136432299514,-2.1102136432299514,2.414774589570121,-5.239005634412061,0.9398987002762884,0.01194371709497952,-1.8098950765170463,-4.017505808029069,2.2076107315120232
Colt Keith,690993,4683384.0,2B,493.361,-2.8612591463102266,-2.8612591463102266,2.4571258308000976,-5.991587993263763,0.31914061065475996,-0.018458020045956935,-1.8150827523064683,-2.730910267246295,0.9158275149398267
Jeremy Peña,665161,41273.0,SS,589.918,-1.8247885834797466,-1.8247885834797466,1.2360687886195552,-3.402596430018727,-0.24259716432867443,0.0427753657563913,-1.822370882934359,-4.7964571447799536,2.9740862618455948
Trevor Story,596115,32150.0,SS,575.073,-2.0808696694795805,-2.0808696694795805,2.7853406785746464,-5.76750327607047,1.4969280255425712,-0.005184285871571278,-1.8333741857820383,-4.7964571447799536,2.9630829589979153
Esmerlyn Valdez,699013,,1B,36.9616,-22.236765942185276,-22.236765942185276,17.449976378677032,-37.27814176484485,3.389094145868962,1.2137141938847016,-1.8471444685500906,-4.017505808029069,2.170361339478979
Yanquiel Fernández,692585,,UTIL,76.6728,-20.581744605316594,-20.581744605316594,12.924799137698942,-33.580689880990604,-1.6360271597565286,0.9145480944528254,-1.8583755813140936,-2.730910267246295,0.8725346859322014
Jordan Westburg,676059,4298641.0,2B,394.563,-4.360936275315744,-4.360936275315744,3.7212948108541815,-9.103268468166878,0.5098548672472936,0.03869974799255273,-1.9165872416987264,-2.730910267246295,0.8143230255475686
Jeff McNeil,643446,33900.0,2B,535.294,-2.534892527050525,-2.534892527050525,1.778758249828423,-4.796846519572315,-0.29582349965420457,-0.014481681588324724,-1.9197505465532079,-2.730910267246295,0.8111597206930872
Marcell Ozuna,542303,31668.0,UTIL,520.412,-2.965261809741773,-2.965261809741773,2.3173852541189697,-5.931232203980676,0.029423013531997493,0.04413634199337147,-1.9241354987483203,-2.730910267246295,0.8067747684979747
Liover Peguero,678894,42451.0,2B,29.3533,-19.231090679925114,-19.231090679925114,11.735325522307374,-30.946835872741644,-1.5565983476754437,0.9630097381292502,-1.9344851454911465,-2.730910267246295,0.7964251217551486
Andrés Giménez,665926,37729.0,2B,558.213,-2.59224858198498,-2.59224858198498,1.8278376263196534,-4.829891298458723,-0.19287722907391355,0.07834178836479005,-1.9373886991380236,-2.730910267246295,0.7935215681082715
Andy Ibáñez,628451,34947.0,2B,185.391,-14.422744102603346,-14.422744102603346,9.64112744185349,-25.62014204290648,-0.8184976810417147,0.6645541738783122,-1.9540804184561498,-2.730910267246295,0.7768298487901453
Alex Freeland,690976,4727589.0,2B,69.7518,-17.89877593053687,-17.89877593053687,10.814074436554046,-29.264962679451873,-2.5027148471632867,0.8839739537926282,-2.0301152997499896,-2.730910267246295,0.7007949674963054
Brice Matthews,694728,4838117.0,2B,65.6704,-18.36983142401808,-18.36983142401808,11.18656097956339,-30.77923604226627,-2.522659479427446,0.820354913427369,-2.0349669452296038,-2.730910267246295,0.6959433220166913
Sam Antonacci,803011,,2B,26.8669,-19.196268662765036,-19.196268662765036,11.221785813350568,-30.698856066305165,-3.0392563791223424,0.981952893717393,-2.044162309966508,-2.730910267246295,0.686747957279787
Ronny Mauricio,677595,40978.0,2B,140.21,-15.627783950883636,-15.627783950883636,9.862021850096761,-27.077108581701836,-1.4363693711864967,0.6600121954367869,-2.069538077467558,-2.730910267246295,0.6613721897787372
Connor Joe,656582,35440.0,1B,27.7721,-22.62693098598131,-22.62693098598131,16.65909875958034,-36.81974113355917,2.1216641569069017,1.2725843489856214,-2.0856721337610216,-4.017505808029069,1.9318336742680478
Giancarlo Stanton,519317,30583.0,UTIL,391.955,-6.464052876384192,-6.464052876384192,4.664821683442261,-12.612515265447634,-0.3525661654955302,-0.020369358326909445,-2.1695862995199224,-2.730910267246295,0.5613239677263726
Nolan Gorman,669357,41174.0,2B,496.697,-3.77492800365491,-3.77492800365491,2.4790041609007596,-7.02879877571172,-0.5665516981627111,0.02364062905821298,-2.1710479103556555,-2.730910267246295,0.5598623568906396
Shay Whitcomb,694376,4683352.0,2B,28.1776,-19.09770784015166,-19.09770784015166,10.5628950124433,-29.972303281639107,-4.330639431186257,0.9833050234819233,-2.175057937742767,-2.730910267246295,0.5558523295035283
David Hamilton,666152,42987.0,2B,187.111,-13.310361072915377,-13.310361072915377,8.402423114064867,-24.257715736077817,-2.0341242739706775,0.38037156196495897,-2.2299225716056164,-2.730910267246295,0.5009876956406787
Jahmai Jones,663330,34958.0,2B,138.354,-15.070850613377154,-15.070850613377154,9.019476131090839,-26.42470763346244,-2.5827508461652817,0.5502847402613551,-2.2331153743925833,-2.730910267246295,0.4977948928537117
Nick Loftin,679845,4314013.0,2B,132.915,-16.23462040796573,-16.23462040796573,8.911913742206629,-26.26774315249382,-4.3100416183191985,0.7843734308672998,-2.277581960112383,-2.730910267246295,0.45332830713391203
Brandon Marsh,669016,40803.0,OF,472.762,-2.792194971046361,-2.792194971046361,2.631743015665645,-6.16111906532816,0.5958102588098203,-0.05186887514286462,-2.287355213427892,-4.139623131043089,1.8522679176151966
Ezequiel Tovar,678662,4905919.0,SS,625.628,-2.3304319997520095,-2.3304319997520095,1.4914769490654498,-4.229797517971647,-0.42720631215888427,-0.008721287808320898,-2.2987184534687777,-4.7964571447799536,2.497738691311176
José Fermín,665877,,2B,155.113,-15.111228559587488,-15.111228559587488,8.63972410505555,-25.680589314630044,-3.676403620665509,0.627221652444849,-2.299103565068521,-2.730910267246295,0.43180670217777406
Kyren Paris,677347,,2B,67.7796,-17.967126482949766,-17.967126482949766,9.51247706331257,-28.251734576891913,-4.740121263747931,0.9261727652223382,-2.303611113287282,-2.730910267246295,0.4272991539590132
Dylan Moore,664238,40593.0,2B,163.518,-14.069665162492587,-14.069665162492587,8.141407440919885,-24.473372784539617,-3.25588805141603,0.49293423753046867,-2.3090257353580865,-2.730910267246295,0.4218845318882085
Enmanuel Valdez,665839,41557.0,2B,43.4164,-19.21923240661693,-19.21923240661693,9.682780049206961,-28.62975595353718,-5.358586252441677,1.0028462091487673,-2.3124899905676073,-2.730910267246295,0.41842027667868775
Davis Schneider,676914,4997181.0,2B,327.528,-7.985164552431593,-7.985164552431593,4.841674752807231,-14.1615371117202,-1.8335210774399666,0.15438783455350966,-2.355375354336001,-2.730910267246295,0.37553491291029406
Kristian Campbell,692225,5201569.0,2B,122.32,-16.655468222602824,-16.655468222602824,8.886871792023376,-27.031950065633236,-4.1546793766910515,0.6576529934082866,-2.363424501829558,-2.730910267246295,0.36748576541673694
Daniel Johnson,669288,40351.0,OF,21.4514,-19.460312512154257,-19.460312512154257,14.36367173245577,-32.46268470567403,2.4093320230255464,1.1471633234978982,-2.3658069799763943,-4.139623131043089,1.7738161510666943
Curtis Mead,678554,42360.0,2B,100.971,-17.088249830815485,-17.088249830815485,8.621020024251772,-26.378639427832194,-4.955780497849666,0.8859230650621854,-2.3665259618576875,-2.730910267246295,0.36438430538860755
Zack Gelof,680869,4414531.0,2B,186.277,-14.420121530189967,-14.420121530189967,8.127500122793652,-25.356647559816686,-3.6852427337043556,0.44426341421046633,-2.3721891398878108,-2.730910267246295,0.35872112735848427
Jack Suwinski,669261,36754.0,OF,125.433,-15.771376637355004,-15.771376637355004,12.991372436017278,-29.921715814722642,2.09364449647528,0.8499277987007332,-2.3758753650194855,-4.139623131043089,1.7637477660236032
Abraham Toro,647351,40754.0,2B,37.6735,-18.989314336420616,-18.989314336420616,9.295388303997989,-28.41906405184681,-5.289010917431697,0.9058093364077983,-2.384333724152496,-2.730910267246295,0.34657654309379904
Brett Wisely,689172,,2B,48.1456,-19.25740417063788,-19.25740417063788,9.340362534070922,-28.57573501783378,-5.464986628518166,0.970135713988208,-2.388930797748498,-2.730910267246295,0.3419794694977969
Adael Amador,691182,,2B,146.569,-16.108280307137303,-16.108280307137303,8.379053396680952,-26.164812223842578,-4.575254785844783,0.6366350709463691,-2.395351595696217,-2.730910267246295,0.335558671550078
Kyle Manzardo,700932,4917927.0,1B,525.552,-3.076087587649376,-3.076087587649376,2.6739035753884837,-6.585290164480482,0.24013911998376902,-0.06982234731336927,-2.4007731982618252,-4.017505808029069,1.616732609767244
Jonathan India,663697,41171.0,2B,515.006,-3.7212122104737224,-3.7212122104737224,1.8143897531351219,-6.032135143208388,-1.4009086947923897,0.010640456567249927,-2.406753927300898,-2.730910267246295,0.32415633994539705
Chase Meidroth,805367,5136929.0,2B,536.49,-4.116121980581038,-4.116121980581038,2.0967639279307555,-6.837025259443847,-1.4611772283632412,0.01800524005292016,-2.4104542455486397,-2.730910267246295,0.3204560216976553
Ryan Bliss,669208,,2B,100.656,-17.371576675383324,-17.371576675383324,8.544636830775966,-27.068925940865515,-5.314175191182601,0.7898471368307596,-2.4193342947659,-2.730910267246295,0.31157597248039526
Tommy Troy,694371,,2B,48.8212,-18.60122587512407,-18.60122587512407,9.15530098389723,-28.537665552989036,-5.755075671245471,0.8029350892930457,-2.4198536854376718,-2.730910267246295,0.3110565818086233
Ryan Ritter,690022,,2B,227.681,-12.924369122718911,-12.924369122718911,7.211706640323491,-22.75644861996306,-3.3362256415742464,0.29948612097203753,-2.422035009469173,-2.730910267246295,0.3088752577771219
James Triantos,701649,4917690.0,2B,22.2635,-19.385519590687625,-19.385519590687625,9.392020934362465,-29.294223601826314,-5.823567272934382,0.8382277163231782,-2.422951676552122,-2.730910267246295,0.30795859069417286
Justyn-Henry Malloy,669234,4718623.0,UTIL,130.041,-18.436913436494052,-18.436913436494052,9.05883211770967,-28.916604280879117,-5.679638847680135,0.7125556583514854,-2.4409082829540667,-2.730910267246295,0.29000198429222834
Maximo Acosta,691185,,2B,82.5319,-17.63035839653821,-17.63035839653821,8.564161623405266,-27.16646951912183,-5.423087508522354,0.7715850004410456,-2.446427150632196,-2.730910267246295,0.2844831166140991
Tyler Callihan,682997,,2B,56.2894,-18.42217982272776,-18.42217982272776,8.759513975438209,-27.698613181892014,-5.83376479700946,0.8404531437813237,-2.46118400233877,-2.730910267246295,0.26972626490752516
Jorbit Vivas,678391,,2B,26.0511,-19.406824306255658,-19.406824306255658,8.83307300242896,-28.244654789752342,-6.4005612478480485,0.9213759376100645,-2.464578875216327,-2.730910267246295,0.26633139202996814
Josh Lowe,666139,40557.0,OF,467.343,-3.348311048456961,-3.348311048456961,3.1365965235038007,-7.269162405004909,0.6712625828475076,0.03622115558843225,-2.465165758534081,-4.139623131043089,1.6744573725090075
Thomas Saggese,695336,,2B,232.606,-13.412605426443996,-13.412605426443996,6.993045898347754,-23.207854638141214,-4.352786958131005,0.372858383467662,-2.4679958364647665,-2.730910267246295,0.26291443078152854
Justin Foscue,679822,4298639.0,UTIL,42.7656,-21.97534430726585,-21.97534430726585,9.664118206608983,-31.541316093806394,-8.489191540267923,1.0024950368042054,-2.4720290938595726,-2.730910267246295,0.25888117338672245
Tyler Fitzgerald,666149,43030.0,2B,88.1356,-17.40962432526294,-17.40962432526294,8.21518977798121,-26.415930665210805,-5.933910911583487,0.8007606177708358,-2.481358625937063,-2.730910267246295,0.24955164130923224
Casey Schmitt,669477,4301949.0,2B,283.592,-10.856265867970414,-10.856265867970414,5.880767374680064,-18.694171745439657,-3.1803838705338663,0.177941337807204,-2.4829007957681735,-2.730910267246295,0.24800947147812158
Tim Tawa,694374,,2B,161.662,-15.114630076951158,-15.114630076951158,7.548350358498403,-24.760950108621664,-4.732225419139978,0.575989438069554,-2.4840320461882017,-2.730910267246295,0.24687822105809332
Nick Yorke,694377,,2B,155.806,-15.978864038547304,-15.978864038547304,7.859982958792906,-25.65053717471919,-5.026225088369284,0.6010135737925995,-2.491824022716259,-2.730910267246295,0.23908624453003613
Cody Freeman,683227,,2B,170.462,-15.65469426635995,-15.65469426635995,7.673640839391174,-25.96427463153615,-5.571769221262431,0.5208388859074745,-2.4998373724774896,-2.730910267246295,0.23107289476880544
Nelson Velázquez,676369,41047.0,UTIL,161.713,-17.36376182697557,-17.36376182697557,8.555842240093517,-28.459788393058968,-5.660670080095917,0.4817688381907704,-2.50438090471518,-2.730910267246295,0.2265293625311151
Hyeseong Kim,808975,5134614.0,2B,165.697,-15.176124580224283,-15.176124580224283,7.4354647445019335,-24.601475284717885,-4.916455999933548,0.5040785316405025,-2.5070386120920167,-2.730910267246295,0.22387165515427832
Masataka Yoshida,807799,4872598.0,UTIL,213.236,-15.17198985474471,-15.17198985474471,7.547633290745898,-25.74865508507194,-4.933211668418352,0.433013706902268,-2.5118562149991637,-2.730910267246295,0.21905405224713137
Andruw Monasterio,655316,36950.0,2B,129.918,-16.024387386726122,-16.024387386726122,7.345522923052934,-24.587750071445537,-5.94451695189513,0.7177970211711957,-2.5221490568967764,-2.730910267246295,0.20876121034951867
Orelvis Martinez,682619,41306.0,2B,76.8576,-18.44220722054003,-18.44220722054003,8.288944887696934,-27.344104252946636,-6.863585586756151,0.8168017036094957,-2.5227919675388146,-2.730910267246295,0.20811829970748041
Leo Rivas,660844,40858.0,2B,155.295,-15.48048161361018,-15.48048161361018,7.289349238919252,-24.728538866914633,-5.705435936077414,0.5439526961519108,-2.524716529379887,-2.730910267246295,0.20619373786640782
Tanner Murray,695020,,2B,63.0262,-18.462866476390026,-18.462866476390026,8.088238858381606,-26.815694996931928,-7.3162384739432165,0.8881720593018259,-2.525099885010645,-2.730910267246295,0.20581038223564985
Vaughn Grissom,687093,42503.0,2B,230.029,-13.864517564702414,-13.864517564702414,6.991191879548958,-23.779221905179533,-4.365284592252087,0.3732403170556833,-2.5252403340865692,-2.730910267246295,0.20566993315972582
Sung-Mun Song,823550,5329585.0,2B,257.053,-12.442681506221525,-12.442681506221525,6.324884753164526,-20.910010414459354,-4.138702238192546,0.2755484277576063,-2.5264706278164804,-2.730910267246295,0.2044396394298147
Will Wagner,695238,,2B,82.7986,-17.886369053210665,-17.886369053210665,7.539393646596113,-25.856279963281967,-7.610353689401493,0.9230836780771148,-2.531119154443215,-2.730910267246295,0.19979111280308004
Jorge Soler,624585,32558.0,UTIL,474.907,-5.558396916391266,-5.558396916391266,2.6910308036923367,-9.064898859866709,-2.1268024133589556,-0.032442453315600604,-2.5317535798049886,-2.730910267246295,0.19915668744130643
Travis Bazzana,683953,5007707.0,2B,218.74,-13.89930594373115,-13.89930594373115,6.778519696307999,-23.147864444283414,-4.899926871189264,0.35551821955348745,-2.536691353424179,-2.730910267246295,0.19421891382211598
Juan Brito,682877,,2B,113.409,-17.263865536017143,-17.263865536017143,7.911796794520328,-26.998860155292338,-6.248028913781729,0.6095136181944207,-2.5419148748235867,-2.730910267246295,0.18899539242270835
Thairo Estrada,642731,36485.0,2B,126.987,-16.82481721435931,-16.82481721435931,7.535239843960974,-25.198453116150784,-6.019819356225128,0.750641851147378,-2.5423952792870885,-2.730910267246295,0.18851498795920651
César Prieto,693409,,2B,40.9706,-19.122241525586535,-19.122241525586535,8.071313279342302,-27.288082390362018,-7.605091067380675,0.9764123860273605,-2.5433025270847938,-2.730910267246295,0.18760774016150128
Moisés Ballesteros,694208,,UTIL,354.341,-10.95878564198824,-10.95878564198824,5.571659080401295,-18.202921888888056,-3.7861019015434203,0.10034292773185671,-2.5444646484211946,-2.730910267246295,0.18644561882510047
Tommy Edman,669242,39907.0,2B,433.012,-5.790690144982799,-5.790690144982799,2.7168501261529063,-9.267790099794706,-2.2451995208411364,0.05822060012143808,-2.547008825865837,-2.730910267246295,0.18390144138045805
Luis Urías,649966,35383.0,2B,78.8851,-17.675285742851134,-17.675285742851134,7.787780506530161,-26.06447426083028,-6.190971953245276,0.7990257826227012,-2.5567983634627565,-2.730910267246295,0.17411190378353858
Josh Rojas,668942,40718.0,2B,60.9075,-18.48952008638685,-18.48952008638685,7.766905956774047,-26.713736447348115,-7.607057738088045,0.8562851787621227,-2.561304448431952,-2.730910267246295,0.16960581881434322
Luis Rengifo,650859,37237.0,2B,425.854,-7.310511800256505,-7.310511800256505,3.4932679408682925,-11.622206313974337,-2.814801980780465,0.03037876961707335,-2.5680400218975956,-2.730910267246295,0.16287024534869943
Max Muncy,691777,,2B,377.075,-8.578637796962617,-8.578637796962617,4.13104110050175,-13.792290766141479,-3.2135317458807386,0.03683329935363598,-2.5754388459020676,-2.730910267246295,0.15547142134422742
DJ LeMahieu,518934,30765.0,2B,106.673,-17.73281112586585,-17.73281112586585,7.744479367423044,-26.892029881619866,-6.75745175934066,0.6922637540808853,-2.5762553217832287,-2.730910267246295,0.15465494546306635
Brendan Rodgers,663898,35073.0,2B,94.8705,-18.048578511910193,-18.048578511910193,8.005278342865978,-27.7322035852693,-6.655731606068798,0.6054015376551831,-2.576782813862774,-2.730910267246295,0.15412745338352085
Tyler Wade,642180,33878.0,2B,61.1023,-18.764324796928438,-18.764324796928438,7.623451588673947,-26.567254496972957,-7.875680717877541,0.9634529179629214,-2.5768963289266114,-2.730910267246295,0.15401393831968369
Jared Serna,691858,,2B,29.2758,-19.35043646027365,-19.35043646027365,7.861496746710313,-27.20280083988355,-7.808666652944668,0.9752753092965809,-2.5791963299377145,-2.730910267246295,0.15171393730858052
Cole Young,702284,5080641.0,2B,372.973,-9.778944660758274,-9.778944660758274,4.748793487502371,-15.718602892840424,-3.8279974062052835,0.06904698981322294,-2.5812180140466863,-2.730910267246295,0.14969225319960877
Nicky Lopez,670032,38106.0,2B,31.3732,-19.28228730566365,-19.28228730566365,7.470315254465533,-26.520849400045943,-8.555092478522756,1.0689032766411082,-2.584313411008785,-2.730910267246295,0.14659685623750995
Leo Jiménez,677870,,2B,124.119,-16.45515108651793,-16.45515108651793,7.202966591269529,-25.119183359075,-6.687829280175099,0.6369629767898117,-2.5855801984748923,-2.730910267246295,0.14533006877140275
Lenyn Sosa,672820,41684.0,2B,395.645,-8.287743826286166,-8.287743826286166,4.033062697353767,-13.503098714002538,-3.2018908322024484,0.000823535093379994,-2.5876804892414205,-2.730910267246295,0.14322977800487458
Vidal Bruján,660644,40462.0,2B,34.6144,-19.219652738168342,-19.219652738168342,7.936927450497482,-27.39644923189375,-7.872632649095128,0.8469914161833206,-2.5895253721357854,-2.730910267246295,0.14138489511050967
Michael Massey,686681,4109223.0,2B,278.899,-12.364623808057388,-12.364623808057388,5.927974995469599,-20.135083186108584,-4.438032343138095,0.23028419519702747,-2.5896260000859748,-2.730910267246295,0.14128426716032028
Christian Moore,695681,4927523.0,2B,327.989,-10.786588031736606,-10.786588031736606,5.013129758590308,-17.10842787529935,-4.332720709446046,0.16780526579406993,-2.5921119539655813,-2.730910267246295,0.1387983132807138
Christopher Morel,666624,42927.0,UTIL,352.666,-10.26111720208125,-10.26111720208125,4.8030601593982025,-16.469937989751,-4.170960346649723,0.08874942285304206,-2.6003350588138674,-2.730910267246295,0.13057520843242765
Daniel Schneemann,682177,42001.0,2B,212.752,-13.845616192042272,-13.845616192042272,6.302048782053329,-22.605234571810776,-5.32505224705781,0.34870450321303137,-2.601278592222495,-2.730910267246295,0.12963167502380024
Luisangel Acuña,682668,,2B,357.281,-9.637707621381118,-9.637707621381118,4.455333413641619,-15.309640385292214,-3.943284243446487,0.12461671586410121,-2.6020603838594245,-2.730910267246295,0.12884988338687053
Nick Sogard,686765,,2B,89.7712,-18.214499665429816,-18.214499665429816,7.352336433694517,-26.457825408246787,-8.235078430523377,0.7855676223949202,-2.6046615672168776,-2.730910267246295,0.12624870002941746
Trevor Larnach,663616,41205.0,UTIL,426.531,-8.004946687408747,-8.004946687408747,3.5327518854298017,-12.475179464606692,-3.397995144651976,0.13237332885991954,-2.6056987324786016,-2.730910267246295,0.12521153476769342
Eloy Jiménez,650391,33867.0,UTIL,27.4396,-21.8960304069101,-21.8960304069101,8.44197987590789,-30.186141125263706,-9.539145488937425,0.9736850661495418,-2.6066632512318684,-2.730910267246295,0.12424701601442667
Kevin Newman,621028,35022.0,2B,25.9229,-19.415093780188915,-19.415093780188915,7.380269105250656,-26.688017780967893,-8.955121600626034,0.9990043765604366,-2.6076021284730597,-2.730910267246295,0.12330813877323532
Cavan Biggio,624415,37639.0,2B,22.0816,-19.97500761360862,-19.97500761360862,7.586312134045237,-27.42119488700698,-9.038778838684491,1.003198422386839,-2.6103868713804985,-2.730910267246295,0.12052339586579652
Edouard Julien,666397,3985190.0,2B,295.904,-11.101361549652426,-11.101361549652426,4.94564540058671,-17.425616488123936,-4.922017746533328,0.07782880270769166,-2.6198743059622176,-2.730910267246295,0.11103596128407744
Garrett Hampson,641658,39899.0,2B,55.5484,-18.699503686457994,-18.699503686457994,6.97367523991483,-25.75349549433808,-8.661253837363322,1.011512003633598,-2.623162635051544,-2.730910267246295,0.10774763219475103
Christian Koss,683766,,2B,112.584,-17.326374655498842,-17.326374655498842,6.7996912196911845,-25.163394012258653,-7.848372058760082,0.7054491233563182,-2.6365603468732797,-2.730910267246295,0.09434992037301537
David Fry,681807,41672.0,UTIL,208.515,-16.46426779855433,-16.46426779855433,6.809659947429214,-25.940307371494807,-7.166591093269456,0.42041207900517497,-2.6434947072351673,-2.730910267246295,0.08741556001112771
Ildemaro Vargas,545121,32985.0,2B,94.3191,-17.725464898539016,-17.725464898539016,6.800843139113825,-25.35072715215936,-7.975349217679689,0.7720064039059635,-2.6457685891707645,-2.730910267246295,0.08514167807553052
Evan Carter,694497,4917921.0,OF,434.291,-4.373193911584949,-4.373193911584949,3.9700706036948143,-9.370193704740547,0.8967014778005126,0.11541732965255998,-2.656785891613141,-4.139623131043089,1.4828372394299478
Christian Walker,572233,32758.0,1B,566.122,-2.7557313217052672,-2.7557313217052672,1.2405490291045937,-4.296714342674251,-1.1334223109051382,0.05472485953841696,-2.6592962595365535,-4.017505808029069,1.3582095484925159
Gavin Lux,666158,40423.0,2B,446.318,-7.179637270447897,-7.179637270447897,2.843845960493551,-10.754568775344381,-3.4886410392776335,-0.008570801614649392,-2.6615874518298956,-2.730910267246295,0.0693228154163994
Heriberto Hernández,681715,,UTIL,332.921,-11.650413075658141,-11.650413075658141,4.944942705906875,-18.198133466366595,-5.312782104879106,0.06518836576692763,-2.6628819352510362,-2.730910267246295,0.06802833199525882
Kyle Farmer,571657,33287.0,2B,87.6509,-17.556646621612753,-17.556646621612753,6.408049647232934,-24.652753311270963,-8.530473657322199,0.7572205558844046,-2.6638228585897634,-2.730910267246295,0.06708740865653162
Santiago Espinal,669289,39924.0,2B,137.69,-16.614826805781615,-16.614826805781615,6.406282775416285,-24.15615906441516,-7.635933376234868,0.6171508048089356,-2.663930509094079,-2.730910267246295,0.06697975815221602
George Valera,671655,41030.0,UTIL,381.224,-10.874231278254454,-10.874231278254454,4.345632097160539,-16.502108482536848,-5.5830381310107615,0.04485392761229139,-2.6734115846468134,-2.730910267246295,0.057498682599481654
Nick Gonzales,693304,4311634.0,2B,386.001,-8.98860672978047,-8.98860672978047,3.644688310294802,-13.62158922396411,-4.276505295878006,-0.09336192803821536,-2.68526940530514,-2.730910267246295,0.04564086194115502
Nick Madrigal,663611,41170.0,2B,48.8289,-18.933228501549777,-18.933228501549777,6.160774394314563,-24.943917760467542,-10.239137256308906,0.9628961702751219,-2.6888857461657905,-2.730910267246295,0.042024521080504584
Adam Frazier,624428,33546.0,2B,284.632,-12.892726856739031,-12.892726856739031,4.830286636242499,-19.355435333891748,-6.544702807211126,0.1876923649937103,-2.6938367518344792,-2.730910267246295,0.037073515411815805
Gavin Sheets,657757,40700.0,UTIL,473.779,-7.641186693847784,-7.641186693847784,2.553213741477842,-10.81829249775964,-4.421751440712292,0.05041611166571175,-2.6970688638770928,-2.730910267246295,0.03384140336920227
Mauricio Dubón,643289,35304.0,2B,394.365,-9.232378750693226,-9.232378750693226,3.0939571502644894,-13.205348088303952,-5.34711690410824,-0.03830236835022637,-2.7118442450291367,-2.730910267246295,0.019066022217158363
Lars Nootbaar,663457,4448736.0,OF,493.043,-3.2358765388494355,-3.2358765388494355,2.2723432726880537,-6.110834210668767,-0.28036054649794895,-0.03159048032164487,-2.7119867258140595,-4.139623131043089,1.4276364052290291
Jake Burger,669394,39882.0,1B,531.974,-3.465140532391255,-3.465140532391255,2.2888417283536655,-6.300664151079279,-0.46044820420750066,0.07664832259351642,-2.8079647456692562,-4.017505808029069,1.209541062359813
Jasson Domínguez,691176,42401.0,OF,231.854,-11.1809234626541,-11.1809234626541,9.041043050279225,-23.09735303133191,1.3849778590542143,0.43451073012445374,-2.8152820311874267,-4.139623131043089,1.324341099855662
Chase DeLauter,800050,4619649.0,OF,455.746,-5.4706671354143,-5.4706671354143,4.66063463991644,-11.574062283417206,0.6078127879522595,0.13771287630237594,-2.8586854185400408,-4.139623131043089,1.2809377125030479
Sal Stewart,701398,5080771.0,1B,483.877,-4.017505808029069,-4.017505808029069,2.8866068156364055,-7.813343953223409,-0.2949215248909685,0.006557578695298834,-2.8682939250002977,-4.017505808029069,1.1492118830287716
Tyler O'Neill,641933,34168.0,OF,382.654,-5.090907525370704,-5.090907525370704,4.174404695436007,-10.514157946487344,0.3175278636919353,0.115342888959573,-2.8824425004422323,-4.139623131043089,1.2571806306008564
Garrett Mitchell,669003,4313442.0,OF,358.641,-8.433913675109835,-8.433913675109835,7.116361580188712,-18.145148879530886,1.1189544085780447,0.13586543983069063,-2.9012576164023827,-4.139623131043089,1.238365514640706
Joey Meneses,608841,34534.0,1B,46.9783,-22.087612050302692,-22.087612050302692,13.651427703186096,-34.446798016894476,-3.26474948633701,1.12853019542955,-2.9234711533592836,-4.017505808029069,1.0940346546697857
Joc Pederson,592626,31392.0,OF,398.586,-5.294633904958354,-5.294633904958354,4.271754741512734,-10.77781365971047,0.23797615541959025,-0.012406622948531738,-2.9480548994266376,-4.139623131043089,1.191568231616451
Justin Crawford,702222,5080642.0,OF,429.796,-5.170179736984168,-5.170179736984168,4.194838572005604,-10.510450310866279,0.18379256677080708,0.019470106700347503,-2.9484348587307156,-4.139623131043089,1.191188272312373
Mike Yastrzemski,573262,33341.0,OF,462.22,-4.011014129412696,-4.011014129412696,2.801643977338145,-7.675827771674996,-0.4119089283426117,0.010084520873139578,-2.9530687869591254,-4.139623131043089,1.1865543440839632
Harrison Bader,664056,35062.0,OF,486.824,-3.7156287305964506,-3.7156287305964506,2.4213570695140922,-6.643570366446867,-0.6567241391828569,0.05586635412791105,-2.957241643274835,-4.139623131043089,1.1823814877682537
Jesús Sánchez,660821,39957.0,OF,413.011,-4.889191149073496,-4.889191149073496,3.825391631841559,-9.766337650963935,0.07328556047044207,-0.003965217096967705,-2.966406753265662,-4.139623131043089,1.1732163777774267
JJ Bleday,668709,42410.0,OF,334.046,-8.294716368285226,-8.294716368285226,6.760054767560974,-17.16430366664952,0.44668573685367435,0.10632889508436894,-2.9850718135486742,-4.139623131043089,1.1545513174944144
Dylan Beavers,687637,,OF,397.359,-6.0639040401286435,-6.0639040401286435,4.9242113393892435,-12.582887285297776,0.273584178614655,-0.07884268291576274,-2.9953162259163246,-4.139623131043089,1.144306905126764
DaShawn Keirsey Jr.,680577,,OF,26.6741,-19.34501601800598,-19.34501601800598,12.321740300218787,-32.205352919762205,-1.0311779436889148,1.0388700796429462,-3.030876818846563,-4.139623131043089,1.1087463121965255
Max Muncy,571970,33303.0,1B,443.743,-4.9048025360743654,-4.9048025360743654,3.4773164894780786,-9.335285522368185,-0.5179045860695992,-0.10058432906763044,-3.034067560282693,-4.017505808029069,0.9834382477463763
