mlbam_id,name,age,ip_projected,ip_fullseason,games_missed_estimate,ip_disagreement,injury_risk_tier
677952.0,Braxton Ashcraft,,144.76757142857144,200,44.73826714285713,27.459395573932692,LOW
453286.0,Max Scherzer,,116.60294285714285,200,67.55161628571429,37.8529101011559,LOW
622491.0,Luis Castillo,,178.0155714285714,200,17.80738714285716,10.778701836757254,LOW
641743.0,Anthony Kay,,132.703,200,54.51057000000001,13.09863960875327,LOW
663903.0,Brady Singer,,173.61385714285714,200,21.372775714285705,11.646950622782075,LOW
656849.0,David Peterson,,165.96942857142858,200,27.564762857142853,15.861627647219802,LOW
571510.0,Matthew Boyd,,166.93942857142858,200,26.779062857142847,16.825882620307944,LOW
673540.0,Kodai Senga,,141.056,200,47.74464,25.308496037233557,LOW
677960.0,Ryan Weathers,,127.71014285714286,200,58.554784285714284,33.44079826314244,LOW
669432.0,Trevor Rogers,,154.54828571428575,200,36.81588857142854,21.03934208187355,LOW
676440.0,Tanner Bibee,,179.58742857142857,200,16.534182857142852,10.143751999090258,LOW
656605.0,Mitch Keller,,177.31085714285715,200,18.37820571428571,10.935098161860452,LOW
684007.0,Shota Imanaga,,156.2997142857143,200,35.397231428571416,19.51737026099474,LOW
693645.0,Cam Schlittler,,136.64371428571428,200,51.31859142857142,27.499355808905086,LOW
677651.0,Luis Garcia,,61.832658333333335,200,111.91554675,72.32278648459568,VERY_HIGH
641927.0,Bailey Ober,,160.87742857142854,200,31.689282857142874,16.89002576332299,LOW
701542.0,Will Warren,,140.1345714285714,200,48.49099714285717,26.131866363102496,LOW
702281.0,Robby Snelling,,114.96840000000002,200,68.87559599999999,43.18753007431659,LOW
696149.0,Bubba Chandler,,153.54628571428572,200,37.627508571428564,21.880266792357947,LOW
605280.0,Clay Holmes,,155.98585714285716,200,35.6514557142857,19.470367300323943,LOW
681347.0,Mike Burrows,,141.31014285714286,200,47.53878428571427,27.202824077832872,LOW
593958.0,Eduardo Rodriguez,,141.21585714285715,200,47.61515571428572,25.074086759232607,LOW
805809.0,Travis Sykora,,67.66223000000001,200,107.1935937,112.88569792369049,HIGH
694494.0,Ty Johnson,,54.83141666666666,200,117.5865525,77.91601825582252,VERY_HIGH
694057.0,Yordanny Monegro,,69.7108225,200,105.534233775,92.2212227156672,HIGH
671096.0,Andrew Abbott,,170.92157142857144,200,23.553527142857124,12.09814317512048,LOW
641541.0,Jon Duplantier,,24.521273333333337,200,142.1377686,39.39349334171994,VERY_HIGH
506433.0,Yu Darvish,,73.5197075,200,102.44903692500002,92.57466347157606,HIGH
656756.0,Jordan Montgomery,,77.3170142857143,200,99.37321842857142,56.736535527689405,MODERATE
668678.0,Zac Gallen,,181.91785714285714,200,14.646535714285706,7.803047127641259,LOW
676282.0,Joey Cantillo,,142.2787142857143,200,46.75424142857141,28.586056756830974,LOW
682052.0,Jacob Lopez,,132.128,200,54.976320000000015,29.912010937637298,LOW
628711.0,Julio Urías,,1.0,200,161.19,,VERY_HIGH
678394.0,Brayan Bello,,161.73642857142858,200,30.99349285714285,16.492320635749866,LOW
592351.0,Jon Gray,,70.13354285714286,200,105.19183028571429,58.92963222674586,HIGH
621121.0,Lance McCullers Jr.,,110.587,200,72.42452999999999,43.5036012838784,LOW
657140.0,Kyle Wright,,52.29431833333334,200,119.64160215,76.70711064301676,VERY_HIGH
669358.0,Shane Baz,,158.77371428571428,200,33.39329142857144,18.197288861387065,LOW
